name,address,phone,lat,lng,category2,category3,dataset,chain,nems_code,Nbhd,update_date
PRINCE GOURMET,5-1750 INNES ROAD,NA,45.41607285,-75.60105133,fast food,regular,old,1,107,East Industrial,2018-06-28
PRINCE GOURMET,"900 Watters Rd, Orléans, ON K4A 0B4",NA,45.4823014,-75.4729807,fast food,regular,old,1,107,Cardinal Creek,2018-06-28
Prinzo Night Club,"760 St. Laurent Blvd., Ottawa, ON K1G 1A2",NA,45.417795,-75.633664,nightlife,nightlife,old,0,0,East Industrial,2018-07-06
Proletariat Kitchen,"42 Holland Avenue, Ottawa K1Y 0X4",+1 (613) 366-8446,45.402526,-75.73393,restaurant,regular,new,0,0,Island Park - Wellington Village,2021-11-11
Purdy's Chocolate,"Rideau Centre, 50 Rideau Street, Ottawa K1N 9J7",+1 (613) 860-5806,45.4255824,-75.692568,restaurant,regular,new,0,0,Sandy Hill,2021-11-11
PURE GELATO,350 ELGIN STREET,NA,45.41553116,-75.68845367,fast food,regular,old,1,304,Centretown,2018-07-06
PURE GELATO,"843 Bank St, Ottawa, ON K1S 5K4",NA,45.4018924,-75.6875383,restaurant,regular,old,1,0,Glebe - Dows Lake,2018-07-13
Pure Power Juice Bar,"55 ByWard Market Square, Ottawa K1N 9C3",+1 (613) 244-7383,45.4270455,-75.6921516,restaurant,regular,new,0,0,Byward Market,2021-11-11
PURE POWER JUICE BAR,9-55 BYWARD MARKET SQUARE,NA,45.42768478,-75.69252014,fast food,regular,old,0,32,Byward Market,2018-07-06
Purple Cow Chocolate & Ice Cream,"111 Colonnade Road, Unit 9, Ottawa K2E 7M3",+1 (613) 226-4646,45.346733,-75.702612,restaurant,regular,new,0,0,Hunt Club South Industrial,2021-11-11
PZA - YOW Airport,"Ottawa International Airport, 1000 Airport Parkway Private, Past Security, Ottawa, ON K1V 0B5",+1 (613) 248-2000,45.3221370553,-75.6673989303,restaurant,regular,new,0,0,Hunt Club - Ottawa Airport,2021-11-11
Quán Việt Fusion,"424 Preston Street, Ottawa K1S 4N2",+1 (613) 680-6638,45.4001368,-75.7093727,restaurant,regular,new,0,0,West Centretown,2021-11-11
Que Huong,"787 1/2 Somerset Street W, Ottawa, ON K1R 6R3",NA,45.4098202,-75.7103012,restaurant,regular,old,0,0,West Centretown,2018-07-10
Quê Hùóng,"787 1/2 Somerset Street West, Ottawa K1R 6R3",+1 (613) 238-7888,45.4097944444,-75.7102583333,restaurant,regular,new,0,0,West Centretown,2021-11-11
Quelque Chose Pâtisserie,"274 Montreal Road, Ottawa, ON K1L 6C3",+1 (613) 742-7722,45.436639,-75.6598,restaurant,regular,new,0,0,Vanier South,2021-11-11
Quesada Burritos & Tacos,"800 King Edward Ave, Ottawa, ON K1N 6N5",NA,45.4193637,-75.6786298,restaurant,regular,old,1,0,Sandy Hill,2018-07-13
QUIZNO'S,1581 GREENBANK ROAD,NA,45.27355576,-75.74653625,fast food,regular,old,1,55,Old Barrhaven East,2018-06-28
QUIZNO'S,"1831 Robertson Rd, Ottawa, ON K2H 8X3",NA,45.3282713,-75.8194738,fast food,regular,old,1,55,Bells Corners East,2018-06-28
Quiznos,1581 Greenbank Road K2J 4Y6,+1 (613) 825-5585: +1 (613) 825-5585,45.2734897,-75.7464308,restaurant,regular,new,0,0,Old Barrhaven East,2021-11-11
R&D Fries,"2319 Community Way, Ottawa K0A 2T0",+1 (613) 489-1340,45.129396,-75.712418,restaurant,regular,new,0,0,North Gower - Kars,2021-11-11
R&S Cafeteria,"1600 Carling Avenue, Ottawa K1Z 8R7",+1 (613) 728-6996,45.380019,-75.745591,restaurant,regular,new,0,0,Carlingwood West - Glabar Park - McKellar Heights,2021-11-11
Rack Little Shack,"457 Russell Road, Cheney K0A 2N0",NA,45.4092501,-75.2497081,restaurant,regular,new,0,0,(None),2021-11-11
Rainbow Bistro,"76 Murray Street, Ottawa, ON, Canada",NA,45.429458,-75.693959,nightlife,nightlife,old,0,0,Byward Market,2018-07-06
RALPH'S / FAT ALBERTS,"1571 Bank St, Ottawa, ON K1H 7Z3",NA,45.379714,-75.667755,restaurant,nightlife,old,0,0,Billings Bridge - Alta Vista,2018-06-01
Ralph's Neighbourhood Sports Bar,"1990 Russell Rd, Ottawa, ON K1G 1G6",NA,45.4008417,-75.6241489,restaurant,nightlife,old,0,0,Elmvale - Canterbury,2018-06-01
Ralph's Sports Bar,"251 Laurier Ave W, Ottawa, ON K1P 5J6",NA,45.4196262,-75.6969018,restaurant,nightlife,old,0,0,Centretown,2018-06-01
Rami Pizzeria,"2848 Laurier Street, Clarence-Rockland K4K 1A3",+1 (613) 446-3535,45.5404472222,-75.3027111111,restaurant,regular,new,0,0,(None),2021-11-11
Ramigab Resto-Bar,"3915 Champlain Road, Bourget K0A 1E0",+1 (613) 487-9989,45.4316482,-75.156175,restaurant,regular,new,0,0,(None),2021-11-11
Raon Kitchen,"65 Bentley Avenue, Ottawa, ON K2E 8B4",NA,45.334609,-75.7172511,restaurant,regular,old,0,0,Hunt Club South Industrial,2018-07-10
Raw Pulp and Grind,"440 Preston Street, Ottawa, ON K1S 4N6",NA,45.3990969,-75.7088744,fast food,regular,old,0,0,West Centretown,2018-07-26
Rawlicious,381 Cooper Street K2P 0G8,+1 (613) 565-8030,45.416384,-75.696155,restaurant,regular,new,0,0,Centretown,2021-11-11
Rayan Poissonerie & Restaurant,"2020 Lanthier Drive, Unit 10, Ottawa K4A 3V4",+1 (613) 837-6363,45.45819,-75.49354,restaurant,regular,new,0,0,Portobello South,2021-11-11
RED DOT CAFE,5673 OSGOODE MAIN STREET,NA,45.14995575,-75.60166168,restaurant,regular,old,0,0,Osgoode - Vernon,2018-07-06
RED LOBSTER,1595 MERIVALE ROAD,NA,45.352005,-75.73279572,restaurant,regular,old,0,0,Skyline - Fisher Heights,2018-06-29
RELLO SANDWICHES,5-81 AURIGA DRIVE,NA,45.32780457,-75.71166992,fast food,regular,old,0,69,Hunt Club South Industrial,2018-07-06
Reynold's Restaurant,"874 Clyde Avenue, Ottawa K1Z 5A2",+1 (613) 728-2391,45.3767305556,-75.7487944444,restaurant,regular,new,0,0,Carlingwood West - Glabar Park - McKellar Heights,2021-11-11
REYNOLDS RESTAURANT,874 CLYDE AVENUE,NA,45.37664413,-75.74880219,restaurant,regular,old,0,0,Carlingwood West - Glabar Park - McKellar Heights,2018-07-06
Rice Pea,"2280 Carling Avenue, Ottawa K2B 7G1",+1 (613) 828-8988,45.3679416667,-75.7744972222,restaurant,regular,new,0,0,Whitehaven - Queensway Terrace North,2021-11-11
RICE PEA CHINESE RESTAURANT,2280-6 CARLING AVENUE,NA,45.36803818,-75.77427673,restaurant,regular,old,0,0,Whitehaven - Queensway Terrace North,2018-07-06
RICHMOND CAFE & RESTAURANT,6179 PERTH STREET,NA,45.19296646,-75.84173584,restaurant,regular,old,0,0,Richmond,2018-07-06
Richmond Pizza,"851 Richmond Road, Ottawa K2B 8L2",+1 (613) 518-7442,45.380372,-75.772971,restaurant,regular,new,0,0,Carlingwood West - Glabar Park - McKellar Heights,2021-11-11
Rico Peru Food Truck,"Olmstead St and Montreal Road, Ottawa, ON K1L",NA,45.435744,-75.662439,fast food,regular,old,0,0,Vanier South,2018-07-10
Rideau Bakery,"384 Rideau Street, Ottawa K1N 5Y8",+1 (613) 789-1019,45.429785,-75.682962,restaurant,regular,new,0,0,Sandy Hill,2021-11-11
Rideau Bar & Grill - YOW Airport,"Ottawa International Airport, 1000 Airport Parkway Private, Pre Security, Ottawa K1V 9B4",+1 (613) 248-2174,45.3237025,-75.6625632,restaurant,regular,new,0,0,Hunt Club - Ottawa Airport,2021-11-11
Rideau Canoe Club Café,"804 Hog's Back Road, Ottawa K2C 0B1",+1 (613) 225-5546,45.368903,-75.699004,restaurant,regular,new,0,0,Carleton Heights - Rideauview,2021-11-11
Rideau Carleton Raceway Dining Room,"4837 Albion Road, Ottawa K1X 1A3",+1 (613) 822-2211,45.2953916667,-75.6061333333,restaurant,regular,new,0,0,Greely,2021-11-11
RIDEAU RESTAURANT,500 Eagleson Road,NA,45.29089737,-75.87063599,restaurant,regular,old,1,0,Glen Cairn - Kanata South Business Park,2018-06-29
RIDEAU RESTAURANT,7780 MERLYN WILSON ROAD,NA,45.05115509,-75.68359375,restaurant,regular,old,1,0,Marlborough,2018-06-29
Rinag Foods,"88 Jamie Avenue, Ottawa K2E 7Y6",+1 (613) 727-0702,45.336168,-75.716446,restaurant,regular,new,0,0,Hunt Club South Industrial,2021-11-11
Ritual,"137 Besserer Street, Ottawa K1N 9M7",+1 (613) 680-7661,45.426594,-75.68889,restaurant,drinks and nightlife,new,0,0,Sandy Hill,2021-11-11
RIVER BEND PUB & DINING,3256 RIVER ROAD,NA,45.13288879,-75.63277435,restaurant,nightlife,old,0,0,Osgoode - Vernon,2018-07-06
RIVER PIZZA,"3679 Riverside Dr, Ottawa, ON K1V 1G8",NA,45.343954,-75.6910797,fast food,regular,old,1,103,Hunt Club Woods - Quintarra - Revelstoke,2018-06-28
RIVER PIZZA,978 CAMERON STREET,NA,45.51780319,-75.41146088,fast food,regular,old,1,103,Cumberland,2018-06-28
Riverbend Pub & Dining,"3256 River Road, Ottawa K4M 1B4",+1 (613) 826-0029,45.132952,-75.632812,restaurant,regular,new,0,0,Osgoode - Vernon,2021-11-11
RIVERSIDE PIZZERIA,3679 RIVERSIDE DRIVE,NA,45.34357452,-75.69039917,fast food,regular,old,0,144,Hunt Club Woods - Quintarra - Revelstoke,2018-07-06
Riviera,"62 Sparks Street, Ottawa K1P 5A5",+1 (613) 233-6262,45.423361,-75.696345,restaurant,regular,new,0,0,Centretown,2021-11-11
ROAST N' BREW,"350 Albert, Ottawa, ON K1R 7T2",NA,45.4182526,-75.70315,fast food,coffee shop,old,1,302,Centretown,2018-07-06
ROAST N' BREW,85 BANK STREET,NA,45.42067719,-75.70080566,fast food,coffee shop,old,1,302,Centretown,2018-07-06
Robin's Nest Tea Room,"98 Mill Street, Mississippi Mills K0A 1A0",+1 (613) 256-4830,45.225258,-76.194507,restaurant,regular,new,0,0,(None),2021-11-11
Robz,"1696 Carling Avenue, Ottawa, ON K2A 1C4",NA,45.3786038,-75.7505329,restaurant,regular,old,0,0,Carlingwood West - Glabar Park - McKellar Heights,2018-07-10
Rockcliffe Boathouse,"Rockcliffe Parkway, Ottawa K1M 2H5",Not Available,45.4548388889,-75.6875222222,restaurant,regular,new,0,0,(None),2021-11-11
ROCKIN JOHNNY'S DINER,1309 CARLING AVENUE,NA,45.38681412,-75.73505402,restaurant,regular,old,0,0,Civic Hospital-Central Park,2018-06-29
Rockland Pizza,"2294 Laurier Street, Clarence-Rockland K4K 1L2",+1 (613) 446-1056,45.5461722222,-75.2947916667,restaurant,regular,new,0,0,(None),2021-11-11
Roger's Italian Bistro,"500 Terminal Avenue, Unit 2, Ottawa K1G 0Z3",+1 (613) 731-2485,45.4146388889,-75.6485277778,restaurant,regular,new,0,0,East Industrial,2021-11-11
ROGERS ITALIAN BISTRO,500 TERMINAL AVENUE,NA,45.41464615,-75.64820099,restaurant,regular,old,0,0,East Industrial,2018-07-06
Roku Bar + Bites,"610 Somerset Street W, Ottawa, ON K1R 5K4",NA,45.4121026,-75.7039511,restaurant,nightlife,old,0,0,Centretown,2018-07-26
ROMA PIZZA,5-1 HOBIN STREET,NA,45.26477051,-75.9291687,fast food,regular,old,0,183,Stittsville,2018-07-06
Room 104,"104 Clarence St, Ottawa, ON K1N 5P5",NA,45.4291866,-75.6923984,nightlife,nightlife,old,0,0,Byward Market,2018-07-06
Roost & Grills,"1202 Bank Street, Ottawa, ON K1S 3Y1",NA,45.3915776,-75.6813423,fast food,regular,old,0,0,Old Ottawa South,2018-07-26
Rooster's Coffeehouse,"Carleton University, University Centre, 1125 Colonel By Drive, Fourth Floor, Ottawa K1S 5B6",+1 (613) 520-2758,45.383448,-75.697268,restaurant,regular,new,0,0,Carleton University,2021-11-11
Roosters,"1125 Colonel By Dr, Ottawa, ON K1S 5B6",NA,45.3874739,-75.6959848,restaurant,regular,old,0,0,Carleton University,2018-07-10
Rosalynn's Bistro,"928 Laporte Street, Clarence-Rockland K4K 1M6",+1 (613) 446-0906,45.5404472222,-75.3040305556,restaurant,regular,new,0,0,(None),2021-11-11
Rôtisserie Scores,"150 Trainyards Drive, Ottawa K1G 3S2",+1 (613) 562-1619,45.4133333333,-75.6455305556,restaurant,regular,new,0,0,East Industrial,2021-11-11
Rôtisserie St-Hubert,"2484 St. Joseph Boulevard, Gloucester, Ottawa K1C 1G1",+1 (613) 824-3267,45.4698833333,-75.5269388889,restaurant,regular,new,0,0,Orléans Village - Chateauneuf,2021-11-11
ROYAL OAK,"117 Centrepointe Dr, Nepean, ON K2G 5X3",NA,45.3429403,-75.7624942,restaurant,nightlife,old,1,0,Centrepointe,2018-06-01
ROYAL OAK,"1217 Wellington St W, Ottawa, ON K1Y 2Z9",NA,45.4001251,-75.7312687,restaurant,nightlife,old,1,0,Hintonburg - Mechanicsville,2018-06-01
ROYAL OAK,"161 Laurier Ave E, Ottawa, ON K1N 7N4",NA,45.4251469,-75.6838494,restaurant,nightlife,old,1,0,Sandy Hill,2018-06-01
ROYAL OAK,"176 Cameron Ave, Ottawa, ON K1S 0X5",NA,45.3887128,-75.6867907,restaurant,nightlife,old,1,0,Old Ottawa South,2018-06-01
ROYAL OAK,"188 Bank St, Ottawa, ON K2P 1W8",NA,45.4177038,-75.6986158,restaurant,nightlife,old,1,0,Centretown,2018-06-01
ROYAL OAK,"1981 St Joseph Blvd, Orléans, ON K1C 1E5",NA,45.464965,-75.539595,restaurant,nightlife,old,1,0,Convent Glen - Orléans Woods,2018-06-01
ROYAL OAK,"2067 Meadowbrook Rd, Gloucester, ON K1B 4W7",NA,45.4273538,-75.6011771,restaurant,nightlife,old,1,0,Pineview,2018-06-01
ROYAL OAK,"221 Echo Dr, Ottawa, ON K1S 1N1",NA,45.4119762,-75.6825921,restaurant,nightlife,old,1,0,Old Ottawa East,2018-06-01
ROYAL OAK,"318 Bank St, Ottawa, ON K2P 1X7",NA,45.4144921,-75.6957837,restaurant,nightlife,old,1,0,Centretown,2018-06-01
ROYAL OAK,"329 March Rd, Kanata, ON K2K 2E1",NA,45.3350389,-75.9078843,restaurant,nightlife,old,1,0,Brookside - Briarbrook - Morgan's Grant,2018-06-01
ROYAL OAK,"337 Crichton St, Ottawa, ON K1M 1W3",NA,45.4386577,-75.6778075,restaurant,nightlife,old,1,0,Lindenlea - New Edinburgh,2018-06-01
ROYAL OAK,"4110 Strandherd Dr, Nepean, ON K2J 0V2",NA,45.2598271,-75.7678503,restaurant,nightlife,old,1,0,Old Barrhaven East,2018-06-01
ROYAL OAK,"800 Hunt Club Rd, Ottawa, ON K1V 1C3",NA,45.344365,-75.6662481,restaurant,nightlife,old,1,0,Hunt Club - Ottawa Airport,2018-06-01
ROYAL OAK,"
180 Kent St, Ottawa, ON K1P 0B6",NA,45.4177789,-75.7017859,restaurant,nightlife,old,1,0,Centretown,2018-06-01
Royal Thai - Palais Imperial,"311-313 Dalhousie Street, Ottawa K1N 8Y3",+1 (613) 562-8818,45.429171,-75.69126,restaurant,regular,new,0,0,Byward Market,2021-11-11
ROYAL THAI RESTAURANT,272 DALHOUSIE ST,NA,45.42993164,-75.69179535,restaurant,regular,old,0,0,Byward Market,2018-07-06
Royi Fruta Bar,"1 Beaverbrook Road, Ottawa, ON K2K 1L2",+1 (613) 315-1877,45.32886,-75.899176,restaurant,regular,new,0,0,Beaverbrook,2021-11-11
RUBY INN CHINESE TAKE-OUT,1834 BANK STREET,NA,45.37050629,-75.66455841,fast food,regular,old,0,458,Billings Bridge - Alta Vista,2018-07-06
Rumba Night Club,"400 Dalhousie St, Ottawa, ON K1N 9J9",NA,45.4268828,-75.6896799,nightlife,nightlife,old,0,0,Sandy Hill,2018-07-06
S S Chip Wagon,"432 Laurier Street, Clarence-Rockland K4K 1G2",+1 (613) 446-5799,45.5535611111,-75.2690583333,restaurant,regular,new,0,0,(None),2021-11-11
Sabai Thai,"4055 Carling Avenue, Ottawa K2K 2A4",+1 (613) 271-8885,45.3386277778,-75.9073027778,restaurant,regular,new,0,0,Brookside - Briarbrook - Morgan's Grant,2021-11-11
SACHI'S CAFE BISTRO,1500 SHEA ROAD,NA,45.26314163,-75.90755463,fast food,regular,old,0,233,Stittsville,2018-06-28
Saigon Pho,"3722 Innes Road, Unit 2, Ottawa K1W 0C8",+1 (613) 837-7388,45.4490194444,-75.51625,restaurant,regular,new,0,0,Chapel Hill South,2021-11-11
Samar Kabab House,"1729 Walkley Road, Ottawa, ON K1V 6P4",NA,45.3779658,-75.6449344,restaurant,regular,old,0,0,Ledbury - Heron Gate - Ridgemont,2018-07-10
Sambuza Village,"2019 Bank Street, Ottawa K1V 0N1",+1 (613) 523-4242,45.3653666667,-75.6598444444,restaurant,regular,new,0,0,Ledbury - Heron Gate - Ridgemont,2021-11-11
SAMBUZA VILLAGE,2019-101 BANK STREET,NA,45.36540604,-75.65961456,restaurant,regular,old,0,0,Ledbury - Heron Gate - Ridgemont,2018-07-06
SAN MARINO PIZZA,1 JOCKVALE ROAD,NA,45.27565002,-75.7773056,fast food,regular,old,0,306,Old Barrhaven West,2018-07-06
San Marino Pizza,"2201 Jockvale Road, Ottawa K2J 3N1",+1 (613) 825-2885,45.2756361111,-75.7773583333,restaurant,regular,new,0,0,Old Barrhaven West,2021-11-11
Sandwich Barn,"42 Holland Avenue, Ottawa K1Y 0X4",+1 (613) 697-8002,45.40273,-75.733908,restaurant,regular,new,0,0,Island Park - Wellington Village,2021-11-11
Sandy Hill Eatery and Diner,"274 Somerset Street East, Ottawa K1N 6V8",+1 (613) 422-7431,45.423231,-75.677082,restaurant,regular,new,0,0,Sandy Hill,2021-11-11
Santé Restaurant,"45 Rideau Street, Second Floor, Ottawa K1N 5W8",+1 (613) 241-7113,45.425995,-75.692599,restaurant,regular,new,0,0,Byward Market,2021-11-11
Sapporo Sushi,"1671 Carling Avenue, Ottawa, ON K2A 1C4",NA,45.3797388,-75.7493875,restaurant,regular,old,0,0,Westboro,2018-07-10
Sasha's Lounge - Sheraton Ottawa Hotel,"Sheraton Ottawa Hotel, 150 Albert Street, Ottawa, ON K1A 1M5",+1 (613) 238-1500,45.4210916667,-75.6980583333,restaurant,regular,new,0,0,Centretown,2021-11-11
Say Cheese Pizza and Poutine,"1581 Bank Street, Ottawa K1H 7Z3",+1 (613) 695-6999,45.379425,-75.667508,restaurant,regular,new,0,0,Billings Bridge - Alta Vista,2021-11-11
Sbarro,"222 Hunt Club Road, Unit 3, Ottawa K1V 1C1",+1 (613) 739-8687,45.3350333333,-75.6908416667,restaurant,regular,new,0,0,Hunt Club - Ottawa Airport,2021-11-11
SBARRO,8555 CAMPEAU DRIVE,NA,45.29789734,-75.93754578,fast food,regular,old,0,145,Kanata Lakes - Arcardia,2018-07-06
Score Pizza,"50 Rideau Street, Ottawa, ON K1N 9J7",NA,45.4251195,-75.6917194,restaurant,regular,old,0,0,Sandy Hill,2018-07-10
SCORES RESTAURANT,150 TRAINYARDS DRIVE,NA,45.41320419,-75.6446228,restaurant,regular,old,0,0,East Industrial,2018-07-06
Season's Pizza,"725 Somerset Street West, Ottawa K1R 6R5",+1 (613) 237-8080,45.410591,-75.708351,restaurant,regular,new,0,0,West Centretown,2021-11-11
SEASON'S PIZZA,826 SOMERSET STREET WEST,NA,45.40909195,-75.71147156,fast food,regular,old,0,150,West Centretown,2018-07-06
Second Cup,"1235 Wellington Street West
Ottawa, ON, K1Y 3A3",NA,45.39981,-75.732181,fast food,coffee shop,new,1,0,Island Park - Wellington Village,2021-11-11
SECOND CUP,1357 BASELINE ROAD,NA,45.36273575,-75.7372818,fast food,coffee shop,old,1,447,Civic Hospital-Central Park,2018-06-28
SECOND CUP,171 RIDEAU STREET,NA,45.42734909,-75.6895752,fast food,coffee shop,old,1,447,Byward Market,2018-06-28
SECOND CUP,1775 TENTH LINE ROAD,NA,45.46670914,-75.49073029,fast food,coffee shop,old,1,447,Fallingbrook,2018-06-28
Second Cup,"1779, 10th Line Road, Unit 5
Orléans, ON, K1E 3X2",NA,45.4666955,-75.4908461,fast food,coffee shop,new,1,0,Fallingbrook,2021-11-11
SECOND CUP,216 ELGIN STREET,NA,45.41905975,-75.69152069,fast food,coffee shop,old,1,447,Centretown,2018-06-28
SECOND CUP,290 BANK STREET,NA,45.41539764,-75.69654846,fast food,coffee shop,old,1,447,Centretown,2018-06-28
Second Cup,"3500 Hawthorne Road
Ottawa, ON, K0A 2Y0",NA,45.3741719,-75.59786799999999,fast food,coffee shop,new,1,0,Hunt Club Park,2021-11-11
SECOND CUP,3838 IINNES ROAD,NA,45.45222092,-75.51248169,fast food,coffee shop,old,1,447,Chapel Hill South,2018-06-28
SECOND CUP,"45 O'Connor St, Ottawa, ON K1P 5E1",NA,45.421306,-75.698166,fast food,coffee shop,old,1,447,Centretown,2018-06-28
Second Cup,"486 Hazeldean Rd.
Kanata, ON, K2L 1V4",NA,45.2962669,-75.8907523,fast food,coffee shop,new,1,0,Glen Cairn - Kanata South Business Park,2021-11-11
Second Cup,"501 Smyth road, Main entrance
Ottawa, ON, K1H 8L6",NA,45.4017071,-75.6494623,fast food,coffee shop,new,1,0,Riverview,2021-11-11
SECOND CUP,"65 University Private, Ottawa, ON K1N 6N5",NA,45.4231416,-75.6841433,fast food,coffee shop,old,1,447,Sandy Hill,2018-06-28
Senate Chambers Bar - YOW Airport,"Ottawa International Airport, 1000 Airport Parkway Private, Past Security, Ottawa K1V 9B4",+1 (613) 248-2174,45.3237025,-75.6625632,restaurant,regular,new,0,0,Hunt Club - Ottawa Airport,2021-11-11
SHAFALI BAZAAR,55 BYWARD MARKET SQUARE,NA,45.42750168,-75.69235229,fast food,regular,old,0,367,Byward Market,2018-06-28
SHANGHAI 360,1200 ST LAURENT BOULEVARD,NA,45.42285919,-75.63813782,fast food,regular,old,0,263,Overbrook - McArthur,2018-06-28
Shanghai One,"1872 Merivale Road, Ottawa, ON K2G 1E6",NA,45.3334889,-75.724545,restaurant,regular,old,0,0,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,2018-07-10
Shanghai Wonton Noodle,"178 Rideau Street, Ottawa, ON K1N 5X6",NA,45.427146,-75.689152000000007,restaurant,regular,old,0,0,Sandy Hill,2018-07-10
Sharetea,"399 Dalhousie St, Ottawa, ON K1N 9K4",NA,45.427004,-75.6893424,fast food,coffee shop,old,0,0,Sandy Hill,2018-07-26
Shawarma Andalos,"154 O&#039;Connor Street, Centretown, Ottawa",+1 (613) 567-9640,45.4183972372,-75.6967557675,restaurant,regular,new,1,0,Centretown,2021-11-11
SHAWARMA ANDALOS,407 LAURIER AVENUE WEST,NA,45.41767883,-75.70265961,fast food,regular,old,0,97,Centretown,2018-06-28
Shawarma Baalback,"81 Bank Street, Ottawa, ON K1P 5N2",+1 (613) 560-2040,45.420839,-75.700896,restaurant,regular,new,0,0,Centretown,2021-11-11
Shawarma Bits,"233 Laurier Ave E, Ottawa, ON K1N 6P1",NA,45.4260495,-75.6815083,fast food,regular,old,0,0,Sandy Hill,2018-07-10
Shawarma Cafe Deslauriers,"1905 Laurier Street, Clarence-Rockland K4K 1T9",+1 (613) 446-0533,45.5480833333,-75.2919611111,restaurant,regular,new,0,0,(None),2021-11-11
SHAWARMA HOUSE,1739 WALKLEY ROAD,NA,45.37928391,-75.64400482,fast food,regular,old,1,242,Ledbury - Heron Gate - Ridgemont,2018-06-28
SHAWARMA HOUSE,3059 CARLING AVENUE,NA,45.35452271,-75.80735779,fast food,regular,old,1,242,Bayshore - Belltown,2018-06-28
SHAWARMA HOUSE,836 MARCH ROAD,NA,45.35733414,-75.93343353,fast food,regular,old,1,242,Brookside - Briarbrook - Morgan's Grant,2018-06-28
SHAWARMA KING,205 BANK STREET,NA,45.41754913,-75.69810486,restaurant,regular,old,0,0,Centretown,2018-07-06
SHAWARMA PALACE,"2020 Lanthier Dr, Orléans, ON K4A 3V4",NA,45.4582181,-75.4930905,fast food,regular,old,1,408,Portobello South,2018-06-28
SHAWARMA PALACE,2440 BANK STREET,NA,45.35368347,-75.64826965,fast food,regular,old,1,408,South Keys - Greenboro West,2018-06-28
SHAWARMA PALACE,2949 CARLING AVENUE,NA,45.35645294,-75.80264282,fast food,regular,old,1,408,Bayshore - Belltown,2018-06-28
SHAWARMA PALACE,"464 Bank St, Ottawa, ON K2P 1Z3",NA,45.4111689,-75.6933339,fast food,regular,old,1,408,Centretown,2018-06-28
Shawarma Place,"545 McNeely Avenue, Carleton Place K7C 0A8",+1 (613) 257-4747,45.1313222222,-76.1182555556,restaurant,regular,new,0,0,(None),2021-11-11
SHAWARMA PRINCE,1667 MERIVALE ROAD,NA,45.34901047,-75.73205566,fast food,regular,old,1,382,Borden Farm - Fisher Glen,2018-06-28
SHAWARMA PRINCE,4434 INNES ROAD,NA,45.46074295,-75.48690033,fast food,regular,old,1,382,Portobello South,2018-06-28
SHAWARMA PRINCE,484 HAZELDEAN ROAD,NA,45.29650497,-75.89026642,fast food,regular,old,1,382,Glen Cairn - Kanata South Business Park,2018-06-28
Shawarma Royale,"3890 Innes Road, Ottawa, ON K1W 1K9",NA,45.4535597,-75.5084574,fast food,regular,old,0,0,Chapel Hill South,2018-07-26
Shifa Restaurant,"1115 Cobden Road, Ottawa K2C 2Z1",+1 (613) 829-1953,45.352773,-75.777872,restaurant,regular,new,0,0,Iris - Queensway Terrance South,2021-11-11
Shinka Sushi Bar,"150 Laurier Avenue W, Ottawa, ON K1P 5J4",NA,45.4205685,-75.693815,restaurant,regular,old,0,0,Centretown,2018-07-10
"Shirin Market, Kanata",700 March Road K2K 2V9,+1 (613) 591-7000,45.350255,-75.924268,restaurant,regular,new,0,0,Brookside - Briarbrook - Morgan's Grant,2021-11-11
Shoeless Joe's,"315 Colonnade Drive, Kemptville K0G 1J0",+1 (613) 215-0500,45.0294765,-75.6322609,restaurant,regular,new,0,0,(None),2021-11-11
Shogun,"1671 Carling Avenue, Ottawa K2A 1C4",+1 (613) 729-6018,45.3796111111,-75.7493138889,restaurant,regular,new,0,0,Westboro,2021-11-11
SHORTY'S SANDWICH SHOP,174-32 COLONNADE ROAD,NA,45.34290314,-75.71376038,fast food,regular,old,0,159,Hunt Club South Industrial,2018-07-06
Shuwei,"706 Somerset Street W, Ottawa, ON K1R 6P6",NA,45.4107323,-75.7071557,restaurant,regular,old,0,0,West Centretown,2018-07-10
SIDE DOOR CONTEMPORARY KITCHEN & BAR,18 YORK STREET,NA,45.42739105,-75.69396973,restaurant,nightlife,old,0,0,Byward Market,2018-07-06
Sidedoor,"18 York Street, Unit B, Ottawa K1N 5T5",+1 (613) 562-9331,45.4271916667,-75.69365,restaurant,regular,new,0,0,Byward Market,2021-11-11
SILVER SPOON EXPRESS,508 RIDEAU STREET,NA,45.431633,-75.67855835,fast food,regular,old,0,338,Sandy Hill,2018-07-06
Simple. Coffee & Wine,"91 Richmond Road, Ottawa K170A7",+1 (613) 798-0000,45.39667,-75.743505,restaurant,regular,new,0,0,Island Park - Wellington Village,2021-11-11
Simply Biscotti,"107 Colonnade Road, Unit 5, Ottawa K2E 7M3",+1 (613) 224-0101,45.346404,-75.703716,restaurant,regular,new,0,0,Hunt Club South Industrial,2021-11-11
SIMPLY BISCOTTI,354 PRESTON STREET,NA,45.40182114,-75.71037292,fast food,regular,old,0,330,West Centretown,2018-07-06
SIMPLY RAW EXPRESS,989 WELLINGTON STREET WEST,NA,45.40553665,-75.7230835,fast food,regular,old,0,31,Hintonburg - Mechanicsville,2018-07-06
