name,address,phone,lat,lng,category2,category3,dataset,Chain,Update date,NEMS Code,num_name,name_word,check,n
Flapjack’s Canadian Diner,"354A Preston Street, Ottawa, ON K1S 3J2",NA,45.4015699,-75.7104199,restaurant,regular,old,0,20180710,NA,354A PRESTON,FLAPJACK,TRUE,2
FRASER CAFE,7 SPRINGFIELD ROAD,NA,45.44020462,-75.67634583,restaurant,regular,old,0,20180706,NA,7 SPRINGFIELD,FRASER,TRUE,2
Fraser Café,"7 Springfield Road, Ottawa K1M 1C8",+1 (613) 749-1444,45.440225,-75.67643056,Restaurant,Dine Out,new,NA,NA,NA,7 SPRINGFIELD,FRASER,TRUE,2
Full Start,"Southgate Shopping Centre, 2515 Bank Street, Ottawa K1V 0Y5",+1 (613) 523-3247,45.35473333,-75.64515,Restaurant,Dine Out,new,NA,NA,NA,2515 BANK,FULL,TRUE,2
FULL START CHINESE TAKE-OUT,2515 BANK ST,NA,45.3547821,-75.64516449,fast food,regular,old,0,20180706,336,2515 BANK,FULL,TRUE,2
Gabriel's Pizza,"100 Metcalfe St, Ottawa, ON, K1P5M1",NA,45.4207347,-75.6958225,Fast Food,Regular,new,NA,NA,NA,100 METCALFE,GABRIEL,TRUE,2
GABRIEL PIZZA,100 METCALFE STREET,NA,45.42078018,-75.695755,fast food,regular,old,1,20180628,155,100 METCALFE,GABRIEL,TRUE,2
Gabriel's Pizza,"160 Elgin St, Ottawa, ON, K2P 2M3",NA,45.4198008,-75.6931265,Fast Food,Regular,new,NA,NA,NA,160 ELGIN,GABRIEL,TRUE,2
GABRIEL PIZZA,"160 Elgin St, Ottawa, ON K1A 0W9",NA,45.423532,-75.6963868,fast food,regular,old,1,20180628,155,160 ELGIN,GABRIEL,TRUE,2
Gabriel's Pizza,"1620 Scott St, Ottawa, ON, K1Y 4S1",NA,45.40356,-75.73302,Fast Food,Regular,new,NA,NA,NA,1620 SCOTT,GABRIEL,TRUE,2
GABRIEL PIZZA,1620 SCOTT STREET,NA,45.40350723,-75.73297882,fast food,regular,old,1,20180628,155,1620 SCOTT,GABRIEL,TRUE,2
Gabriel's Pizza,"1679 Carling Ave, Ottawa, ON, K2A 0Y2",NA,45.37976,-75.75023,Fast Food,Regular,new,NA,NA,NA,1679 CARLING,GABRIEL,TRUE,2
GABRIEL PIZZA,1679 CARLING AVE,NA,45.37968063,-75.75014496,fast food,regular,old,1,20180628,155,1679 CARLING,GABRIEL,TRUE,2
Gabriel's Pizza,"2 Goldridge Dr, Ottawa, ON, K2T1C7",NA,45.316109,-75.920625,Fast Food,Regular,new,NA,NA,NA,2 GOLDRIDGE,GABRIEL,TRUE,2
GABRIEL PIZZA,2 GOLDRIDGE DRIVE,NA,45.31592941,-75.92067719,fast food,regular,old,1,20180628,155,2 GOLDRIDGE,GABRIEL,TRUE,2
Gabriel's Pizza,"2010 Trim Rd, Ottawa, ON, K4A 0G4",NA,45.46867,-75.4547,Fast Food,Regular,new,NA,NA,NA,2010 TRIM,GABRIEL,TRUE,2
GABRIEL PIZZA,2010 TRIM ROAD,NA,45.46869278,-75.4543457,fast food,regular,old,1,20180628,155,2010 TRIM,GABRIEL,TRUE,2
Gabriel's Pizza,"2020 Lanthier Dr, Ottawa, ON, K4A 3V4",NA,45.45816,-75.4933,Fast Food,Regular,new,NA,NA,NA,2020 LANTHIER,GABRIEL,TRUE,2
GABRIEL PIZZA,2020 LANTHIER DRIVE,NA,45.45817566,-75.49311066,fast food,regular,old,1,20180628,155,2020 LANTHIER,GABRIEL,TRUE,2
Gabriel's Pizza,"2094 Montreal Rd, Ottawa, ON, K1J6M9",NA,45.447389,-75.59293,Fast Food,Regular,new,NA,NA,NA,2094 MONTREAL,GABRIEL,TRUE,2
GABRIEL PIZZA,2094 Montreal Rd,NA,45.447389,-75.5929302,fast food,regular,old,1,20180628,155,2094 MONTREAL,GABRIEL,TRUE,2
Gabriel's Pizza,"2150 Robertson Rd, Ottawa, ON, K2H 9S1",NA,45.3194,-75.83689,Fast Food,Regular,new,NA,NA,NA,2150 ROBERTSON,GABRIEL,TRUE,2
GABRIEL PIZZA,2150 ROBERTSON ROAD,NA,45.31998062,-75.83688354,fast food,regular,old,1,20180628,155,2150 ROBERTSON,GABRIEL,TRUE,2
Gabriel's Pizza,"2158 St Joseph Blvd, Ottawa, ON, K1C 1E7",NA,45.46686,-75.5342,Fast Food,Regular,new,NA,NA,NA,2158 ST,GABRIEL,TRUE,2
GABRIEL PIZZA,2158 ST JOSEPH BOULEVARD,NA,45.46652222,-75.53414917,fast food,regular,old,1,20180628,155,2158 ST,GABRIEL,TRUE,2
Gabriel's Pizza,"220 Kennevale Dr, Ottawa, ON, K2J 0C4",NA,45.26514,-75.77675,Fast Food,Regular,new,NA,NA,NA,220 KENNEVALE,GABRIEL,TRUE,2
GABRIEL PIZZA,"220 Kennevale Dr, Nepean, ON K2J 0C4",NA,45.2651376,-75.7767515,fast food,regular,old,1,20180628,155,220 KENNEVALE,GABRIEL,TRUE,2
Gabriel's Pizza,"2446 Bank St, Ottawa, ON, K1V1A4",NA,45.3528118,-75.6464753,Fast Food,Regular,new,NA,NA,NA,2446 BANK,GABRIEL,TRUE,2
GABRIEL PIZZA,2446 BANK STREET,NA,45.3528862,-75.64563751,fast food,regular,old,1,20180628,155,2446 BANK,GABRIEL,TRUE,2
Gabriel's Pizza,"2660 Alta Vista Dr, Ottawa, ON, K1V7T4",NA,45.3733843,-75.6630429,Fast Food,Regular,new,NA,NA,NA,2660 ALTA,GABRIEL,TRUE,2
GABRIEL PIZZA,2660 ALTA VISTA DRIVE,NA,45.37353134,-75.66329956,fast food,regular,old,1,20180628,155,2660 ALTA,GABRIEL,TRUE,2
Gabriel's Pizza,"277 Bank St, Ottawa, ON, K2P1X5",NA,45.4155341,-75.6964599,Fast Food,Regular,new,NA,NA,NA,277 BANK,GABRIEL,TRUE,2
Gabriel Pizza,"277 Bank Street, Ottawa K2P 2L6",+1 (613) 310-7777,45.4155,-75.69638889,Restaurant,Dine Out,new,NA,NA,155,277 BANK,GABRIEL,TRUE,2
Gabriel's Pizza,"3350 Fallowfield Rd, Ottawa, ON, K2J5L1",NA,45.296969,-75.733514,Fast Food,Regular,new,NA,NA,NA,3350 FALLOWFIELD,GABRIEL,TRUE,2
GABRIEL PIZZA,3350 FALLOWFIELD ROAD,NA,45.29700851,-75.73384857,fast food,regular,old,1,20180628,155,3350 FALLOWFIELD,GABRIEL,TRUE,2
Gabriel's Pizza,"3469 Innes Rd, Ottawa, ON, K1C 1T1",NA,45.44717,-75.52714,Fast Food,Regular,new,NA,NA,NA,3469 INNES,GABRIEL,TRUE,2
GABRIEL PIZZA,3469 INNES ROAD,NA,45.44728088,-75.52664948,fast food,regular,old,1,20180628,155,3469 INNES,GABRIEL,TRUE,2
Gabriel's Pizza,"4452 Limebank Rd, Ottawa, ON, K1V2N8",NA,45.2870787,-75.6714576,Fast Food,Regular,new,NA,NA,NA,4452 LIMEBANK,GABRIEL,TRUE,2
GABRIEL PIZZA,4452 LIMEBANK ROAD,NA,45.28727722,-75.67129517,fast food,regular,old,1,20180628,155,4452 LIMEBANK,GABRIEL,TRUE,2
Gabriel's Pizza,"4772 Bank Street, Ottawa, ON, K1T 3W7",NA,45.3198369,-75.5940919,Fast Food,Regular,new,NA,NA,NA,4772 BANK,GABRIEL,TRUE,2
GABRIEL PIZZA,4772 BANK STREET,NA,45.31795883,-75.59477997,fast food,regular,old,1,20180628,155,4772 BANK,GABRIEL,TRUE,2
Gabriel's Pizza,"6081 Hazeldean Rd, Stittsville, ON, K2S1B9",NA,45.2726573,-75.932554,Fast Food,Regular,new,NA,NA,NA,6081 HAZELDEAN,GABRIEL,TRUE,2
GABRIEL PIZZA,6081 HAZELDEAN ROAD,NA,45.27283096,-75.9323349,fast food,regular,old,1,20180628,155,6081 HAZELDEAN,GABRIEL,TRUE,2
Gabriel's Pizza,"62 Stonehaven Dr, Ottawa, ON, K2M2Y2",NA,45.292285,-75.857733,Fast Food,Regular,new,NA,NA,NA,62 STONEHAVEN,GABRIEL,TRUE,2
GABRIEL PIZZA,62 STONEHAVEN DRIVE,NA,45.29227066,-75.85746765,fast food,regular,old,1,20180628,155,62 STONEHAVEN,GABRIEL,TRUE,2
Gabriel's Pizza,"780 Baseline Rd, Ottawa, ON, K2C3V8",NA,45.370513,-75.717808,Fast Food,Regular,new,NA,NA,NA,780 BASELINE,GABRIEL,TRUE,2
GABRIEL PIZZA,780 BASELINE ROAD,NA,45.37065887,-75.71746826,fast food,regular,old,1,20180628,155,780 BASELINE,GABRIEL,TRUE,2
Gabriel's Pizza,"900 Watters Rd, Ottawa, ON, K4A 0B4",NA,45.48222,-75.47316,Fast Food,Regular,new,NA,NA,NA,900 WATTERS,GABRIEL,TRUE,2
GABRIEL PIZZA,900 WATTERS ROAD,NA,45.48192978,-75.47350311,fast food,regular,old,1,20180628,155,900 WATTERS,GABRIEL,TRUE,2
Genji,"175 Lisgar Street, Ottawa K2P 0C3",+1 (613) 236-2880,45.41888333,-75.69238333,Restaurant,Dine Out,new,NA,NA,NA,175 LISGAR,GENJI,TRUE,2
GENJI JAPANESE RESTAURANT,175 LISGAR STREET,NA,45.41892624,-75.6924057,restaurant,regular,old,0,20180706,NA,175 LISGAR,GENJI,TRUE,2
Ghana House,"1465 Merivale Road, Ottawa K2E 1B1",+1 (613) 224-2929,45.36013333,-75.73361944,Restaurant,Dine Out,new,NA,NA,NA,1465 MERIVALE,GHANA,TRUE,2
Ghana House Cuisine,"1465 Merivale Road, Ottawa, ON K2E 5N9",NA,45.3608084,-75.7336794,restaurant,regular,old,0,20180710,NA,1465 MERIVALE,GHANA,TRUE,2
Giant Panda,"170 Lees Avenue, Ottawa K1S 5G5",+1 (613) 695-9273,45.415223,-75.671747,Restaurant,Dine Out,new,NA,NA,NA,170 LEES,GIANT,TRUE,2
Giant Panda Restaurant,"170 Lees Avenue, Ottawa, ON K1S 5G5",NA,45.415154,-75.67175,restaurant,regular,old,0,20180710,NA,170 LEES,GIANT,TRUE,2
GO 4 GREEK,3570 STRANDHERD DRIVE,NA,45.27510071,-75.73745728,fast food,regular,old,0,20180706,114,3570 STRANDHERD,GO,TRUE,2
Go4greek,"3570 Strandherd Drive, Ottawa K2J 5L4",+1 (613) 823-2323,45.27514722,-75.73726667,Restaurant,Dine Out,new,NA,NA,NA,3570 STRANDHERD,GO,TRUE,2
GO FOR SUSHI,407 LAURIER AVENUE WEST,NA,45.41767883,-75.70265198,fast food,regular,old,0,20180706,428,407 LAURIER,GO,TRUE,2
Go For Sushi,"Minto Place, 407 Laurier Avenue West, Ottawa K1R 1B9",+1 (613) 238-2828,45.417309,-75.702293,Restaurant,Dine Out,new,NA,NA,NA,407 LAURIER,GO,TRUE,2
GOLDEN THAI,1620 SCOTT STREET,NA,45.40348053,-75.73344421,fast food,regular,old,0,20180706,429,1620 SCOTT,GOLDEN,TRUE,2
Golden Thai,"Holland Cross, 1620 Scott Street, Ottawa K1Y 4S7",+1 (613) 728-9088,45.403869,-75.734039,Restaurant,Dine Out,new,NA,NA,NA,1620 SCOTT,GOLDEN,TRUE,2
Golden Palace,"2195 Carling Avenue, Ottawa K2B 7E8",+1 (613) 820-8444,45.36981111,-75.77153056,Restaurant,Dine Out,new,NA,NA,NA,2195 CARLING,GOLDEN,TRUE,2
GOLDEN PALACE RESTAURANT,2195 CARLING AVENUE,NA,45.36985397,-75.77173615,restaurant,regular,old,0,20180706,NA,2195 CARLING,GOLDEN,TRUE,2
GOONEY'S SANDWICHWORKS,360 LAURIER AVENUE WEST,NA,45.41776276,-75.70072174,fast food,regular,old,0,20180706,36,360 LAURIER,GOONEY,TRUE,2
Gooney's Sandwich Works,"360 Laurier Avenue West, Ottawa K1P 5K3",+1 (613) 233-2460,45.41803056,-75.70101111,Restaurant,Dine Out,new,NA,NA,0,360 LAURIER,GOONEY,TRUE,2
GOVINDA'S,212 SOMERSET STREET EAST,NA,45.42246628,-75.67883301,restaurant,regular,old,0,20180706,NA,212 SOMERSET,GOVINDA,TRUE,2
Govinda's Vegetarian Buffet,"212 Somerset Street East, Ottawa K1N 6V5",+1 (613) 565-6544,45.422414,-75.679037,Restaurant,Dine Out,new,NA,NA,NA,212 SOMERSET,GOVINDA,TRUE,2
Grace O'Malley's,"1151 Ogilvie Road, Ottawa K1J 1J9",+1 (613) 842-0220,45.426935,-75.630787,Restaurant,Dine Out,new,NA,NA,NA,1151 OGILVIE,GRACE,TRUE,2
Grace O'Malley's East Coast Pub & Restaurant,"1151 Ogilvie Rd, Gloucester, ON K1J 7P6",NA,45.4271338,-75.6309634,restaurant,nightlife,old,0,201806,NA,1151 OGILVIE,GRACE,TRUE,2
Greco,"212 Bank Street, Ottawa K2P 1X1",+1 (613) 695-4372,45.41720556,-75.69803611,Restaurant,Dine Out,new,NA,NA,NA,212 BANK,GRECO,TRUE,2
GRECO ON BANK,212 BANK STREET,NA,45.41720581,-75.69804382,fast food,regular,old,0,20180706,205,212 BANK,GRECO,TRUE,2
GRILL 41,100 ELGIN STREET,NA,45.42140579,-75.69369507,restaurant,regular,old,0,20180706,NA,100 ELGIN,GRILL,TRUE,2
Grill 41 -  Lord Elgin Hotel,"Lord Elgin Hotel, 100 Elgin Street, Ottawa K1P 5K8",+1 (613) 569-2126,45.42168056,-75.69438889,Restaurant,Dine Out,new,NA,NA,NA,100 ELGIN,GRILL,TRUE,2
Grounded Kitchen & Coffeehouse,"100 Gloucester Street, Ottawa K2P 1T5",+1 (613) 567-1234,45.41921944,-75.69615833,Restaurant,Dine Out,new,NA,NA,NA,100 GLOUCESTER,GROUNDED,TRUE,2
GROUNDED KITCHEN AND COFFEEHOUSE,100 GLOUCESTER STREET,NA,45.41893005,-75.6958847,restaurant,regular,old,0,20180706,NA,100 GLOUCESTER,GROUNDED,TRUE,2
Grumpy's,"4000 Bridle Path Drive, Ottawa, ON K1T 1Z5",+1 (613) 525-9490,45.34832,-75.645684,Restaurant,Dine Out,new,NA,NA,NA,4000 BRIDLE,GRUMPY,TRUE,2
Grumpy'S Pub & Eatery,"4000 Bridle Path Drive, Gloucester, ON K1T 1Z5, Canada",NA,45.348746,-75.645757,restaurant,nightlife,old,0,201806,NA,4000 BRIDLE,GRUMPY,TRUE,2
Haldi,"449 Preston Street, Ottawa K1S 4N5",+1 (613) 236-8158,45.3989528,-75.7083648,Restaurant,Dine Out,new,NA,NA,NA,449 PRESTON,HALDI,TRUE,2
Haldi East Indian Cuisine,"449 Preston Street, Ottawa, ON K1S 4N6",NA,45.3989984,-75.7083144,restaurant,regular,old,0,20180710,NA,449 PRESTON,HALDI,TRUE,2
Happy Lam,"5469 Bank Street, Ottawa K1X 1H4",+1 (613) 822-0245,45.28221389,-75.57128056,Restaurant,Dine Out,new,NA,NA,NA,5469 BANK,HAPPY,TRUE,2
HAPPY LAM RESTAURANT,5469 BANK STREET,NA,45.28224945,-75.5711441,restaurant,regular,old,0,20180706,NA,5469 BANK,HAPPY,TRUE,2
Hareg,"587 Bank Street, Ottawa K1S 3T4",+1 (613) 695-2488,45.40784167,-75.69113889,Restaurant,Dine Out,new,NA,NA,NA,587 BANK,HAREG,TRUE,2
Hareg Cafe,"587 Bank Street, Ottawa, ON K1S 3T4",NA,45.407898,-75.6909779,restaurant,regular,old,0,20180710,NA,587 BANK,HAREG,TRUE,2
Heart & Crown,"3161 Strandherd Dr #300, Ottawa, ON K1N 5P5",NA,45.2740786,-75.7191856,restaurant,nightlife,old,1,201806,NA,3161 STRANDHERD,HEART,TRUE,2
Heart and Crown Barrhaven,"3161 Strandherd Drive, Ottawa, ON K2J",NA,45.274029,-75.719344,nightlife,nightlife,old,0,20180726,NA,3161 STRANDHERD,HEART,TRUE,2
HO HO DINING LOUNGE,875 RICHMOND ROAD,NA,45.37940979,-75.77375031,restaurant,regular,old,0,20180706,NA,875 RICHMOND,HO,TRUE,2
Ho Ho Restaurant,"875 Richmond Road, Ottawa K2A 0J3",+1 (613) 722-9200,45.37936667,-75.77360556,Restaurant,Dine Out,new,NA,NA,NA,875 RICHMOND,HO,TRUE,2
Holy Voice Coffee,"1109 Cyrville Rd, K1J 7S6",+1 (613) 695-1109,45.4464029,-75.5871391,Restaurant,Dine Out,new,NA,NA,NA,1109 CYRVILLE,HOLY,TRUE,2
Holy Voice Coffee-Bookstore,"1109 Cyrville Road, Ottawa, ON K1J 7S6",NA,45.4245007,-75.6334266,fast food,coffee shop,old,0,20180726,NA,1109 CYRVILLE,HOLY,TRUE,2
Hometown Sports and Grill,"1525 Bank Street, Ottawa, ON K1H 7Z1",NA,45.3811559,-75.6680609,restaurant,nightlife,old,0,20180710,NA,1525 BANK,HOMETOWN,TRUE,2
Hometown Sports Grill,"1525 Bank Street, Alta Vista, Ottawa K1H 7Z1",+1 (613) 733-0808,45.38113333,-75.66809722,Restaurant,Dine Out,new,NA,NA,NA,1525 BANK,HOMETOWN,TRUE,2
Hong Kong Chinese Food,"800 Hunt Club Road, Ottawa K1V 1C3",+1 (613) 521-1230,45.34449444,-75.66664167,Restaurant,Dine Out,new,NA,NA,NA,800 HUNT,HONG,TRUE,2
HONG KONG CHINESE FOOD TAKE-OUT,800 HUNT CLUB ROAD,NA,45.34441376,-75.6665802,fast food,regular,old,0,20180706,301,800 HUNT,HONG,TRUE,2
Hooley's,"292 Elgin Street, Ottawa K2P 1M3",+1 (613) 231-3888,45.416884,-75.689742,Restaurant,Dine Out,new,NA,NA,NA,292 ELGIN,HOOLEY,TRUE,2
Hooley's Pub,"292 Elgin Street, Ottawa, ON, Canada",NA,45.416801,-75.689557,restaurant,nightlife,old,0,201806,NA,292 ELGIN,HOOLEY,TRUE,2
Hung Fatt,"2108 Montreal Road, Ottawa K1J 6M8",+1 (613) 745-9894,45.44789167,-75.59255278,Restaurant,Dine Out,new,NA,NA,NA,2108 MONTREAL,HUNG,TRUE,2
HUNG FATT CHINESE,2108 MONTREAL ROAD,NA,45.44787216,-75.59246826,fast food,regular,old,0,20180706,154,2108 MONTREAL,HUNG,TRUE,2
IKEA,2685 IRIS STREET,NA,45.35021973,-75.78479767,fast food,regular,old,0,20180706,179,2685 IRIS,IKEA,TRUE,2
Ikea Restaurant,"2685 Iris Street, Ottawa K2C 3Z7",+1 (613) 829-4530,45.350282,-75.7840992,Restaurant,Dine Out,new,NA,NA,NA,2685 IRIS,IKEA,TRUE,2
Il Vagabondo,"186 Barrette Street, Ottawa K1L 8A1",+1 (613) 749-4877,45.44187222,-75.67138611,Restaurant,Dine Out,new,NA,NA,NA,186 BARRETTE,IL,TRUE,2
IL VAGABONDO CAFE,186 BARRETTE STREET,NA,45.44177628,-75.67124176,restaurant,regular,old,0,20180706,NA,186 BARRETTE,IL,TRUE,2
Il Primo,"371 Preston Street, Ottawa K1S 4M8",+1 (613) 234-6858,45.400941,-75.709486,Restaurant,Dine Out,new,NA,NA,NA,371 PRESTON,IL,TRUE,2
Il Primo Ristorante,"371 Preston Street, Ottawa, ON K1S 4M8, Canada",NA,45.400643,-75.709469,restaurant,nightlife,old,0,201806,NA,371 PRESTON,IL,TRUE,2
INDIAN EXPRESS,1000 SOMERSET STREET,NA,45.40781784,-75.71552277,restaurant,regular,old,0,20180706,NA,1000 SOMERSET,INDIAN,TRUE,2
Indian Express Food & Sweets,"1000 Somerset Street West, Ottawa K1R 6R9",+1 (613) 761-6000,45.40787778,-75.71554444,Restaurant,Dine Out,new,NA,NA,NA,1000 SOMERSET,INDIAN,TRUE,2
INDIAN CLAY OVEN,4055 CARLING AVENUE,NA,45.33866882,-75.90751648,restaurant,regular,old,0,20180706,NA,4055 CARLING,INDIAN,TRUE,2
Indian Punjabi Clay Oven,"4055 Carling Avenue, Ottawa K2K 2A4",+1 (613) 963-0625,45.33856944,-75.90737778,Restaurant,Dine Out,new,NA,NA,NA,4055 CARLING,INDIAN,TRUE,2
Irene's Pub,"885 Bank Street, Ottawa K1S 3W4",+1 (613) 230-4474,45.40073889,-75.68698056,Restaurant,Dine Out,new,NA,NA,NA,885 BANK,IRENE,TRUE,2
Irene's Pub Restaurant,"885 Bank Street, Ottawa, ON K1S 3W4, Canada",NA,45.400683,-75.686987,restaurant,nightlife,old,0,201806,NA,885 BANK,IRENE,TRUE,2
Ishina,"14 Bexley Place, Ottawa K2H 8W2",+1 (613) 721-1067,45.32981111,-75.81954167,Restaurant,Dine Out,new,NA,NA,NA,14 BEXLEY,ISHINA,TRUE,2
ISHINA DISTINGUISHED INDIAN CUISINE,14 BEXLEY PLACE,NA,45.32979584,-75.81954193,restaurant,regular,old,0,20180706,NA,14 BEXLEY,ISHINA,TRUE,2
Jack Astor's,"125 Roland Michener Drive, Ottawa K2T 1K4",+1 (613) 271-1041,45.30865,-75.91334444,Restaurant,Dine Out,new,NA,NA,NA,125 ROLAND,JACK,TRUE,2
JACK ASTOR'S BAR & GRILL,"125 Roland Michener Dr, Kanata, ON K2T 1G7

",NA,45.3084817,-75.9130169,restaurant,nightlife,old,1,201806,NA,125 ROLAND,JACK,TRUE,2
Jak's Kitchen,"479 Bronson Avenue, Ottawa K1R 8N8",+1 (613) 230-2088,45.40736111,-75.70323889,Restaurant,Dine Out,new,NA,NA,NA,479 BRONSON,JAK,TRUE,2
JAK'S RESTAURANT,479 BRONSON AVENUE,NA,45.40740967,-75.70323181,restaurant,regular,old,0,20180706,NA,479 BRONSON,JAK,TRUE,2
Jericho,"840 Bank Street, Ottawa K1S 3V7",+1 (613) 235-1289,45.40191944,-75.68789722,Restaurant,Dine Out,new,NA,NA,NA,840 BANK,JERICHO,TRUE,2
JERICHO LEBANESE FOOD,840 BANK STREET,NA,45.40193176,-75.68785858,restaurant,regular,old,0,20180706,NA,840 BANK,JERICHO,TRUE,2
JIMMY THE GREEK,50 RIDEAU STREET,NA,45.42456055,-75.68964386,fast food,regular,old,1,20180628,214,50 RIDEAU,JIMMY,TRUE,2
Jimmy the Greek,"Rideau Centre, 50 Rideau Street, Ottawa K1N 9J7",+1 (613) 321-5473,45.4259564,-75.6923059,Restaurant,Dine Out,new,NA,NA,NA,50 RIDEAU,JIMMY,TRUE,2
Joey's Urban,"484 Hazeldean Road, Ottawa K2L 1V4",+1 (613) 836-8887,45.29621111,-75.89,Restaurant,Dine Out,new,NA,NA,NA,484 HAZELDEAN,JOEY,TRUE,2
Joey’s Urban Kanata,"484 Hazeldean Road, Ottawa, ON K2L 1V4",NA,45.2959208,-75.8900792,fast food,regular,old,0,20180726,NA,484 HAZELDEAN,JOEY,TRUE,2
John’s Quick Lunch & Pizza,"1365 Wellington Street W, Ottawa, ON K1Y 3C2",NA,45.3983783,-75.7388399,restaurant,regular,old,0,20180710,NA,1365 WELLINGTON,JOHN,TRUE,2
John's Family Diner,"1365 Wellington Street, Ottawa K1Y 3B8",+1 (613) 761-1010,45.39832778,-75.73880833,Restaurant,Dine Out,new,NA,NA,0,1365 WELLINGTON,JOHN,TRUE,2
Kasbah Village,"261 Laurier Avenue West, Ottawa K1P 5J9",+1 (613) 232-3737,45.41927222,-75.69693056,Restaurant,Dine Out,new,NA,NA,NA,261 LAURIER,KASBAH,TRUE,2
KASBAH VILLAGE MOROCCAN CUISINE,261 LAURIER AVENUE WEST,NA,45.41926956,-75.6975174,restaurant,regular,old,0,20180706,NA,261 LAURIER,KASBAH,TRUE,2
Kelly's Landing,"1980 River Road, Ottawa K4M 1B4",+1 (613) 692-1243,45.19858889,-75.63749722,Restaurant,Dine Out,new,NA,NA,NA,1980 RIVER,KELLY,TRUE,2
KELLY'S LANDING RESTAURANT,1980 RIVER ROAD,NA,45.19852829,-75.63754272,restaurant,regular,old,0,20180706,NA,1980 RIVER,KELLY,TRUE,2
Kettleman's,"912 Bank Street, Ottawa K1S 3W4",+1 (613) 567-7100,45.40001944,-75.68690556,Restaurant,Dine Out,new,NA,NA,NA,912 BANK,KETTLEMAN,TRUE,2
KETTLEMAN'S BAGEL CO.,912 BANK STREET,NA,45.39989471,-75.68685913,fast food,regular,old,1,20180628,184,912 BANK,KETTLEMAN,TRUE,2
Khao Thai,"103 Murray Street, Ottawa K1N 5M5",+1 (613) 241-7276,45.42988611,-75.69303889,Restaurant,Dine Out,new,NA,NA,NA,103 MURRAY,KHAO,TRUE,2
KHAO THAI RESTAURANT,103 MURRAY STREET,NA,45.43002701,-75.69319916,restaurant,regular,old,0,20180706,NA,103 MURRAY,KHAO,TRUE,2
King Kabab and Shawarma,"291 Queen Mary Street, Ottawa",+1 (613) 741-2220,45.425171,-75.652322,Restaurant,Dine Out,new,NA,NA,NA,291 QUEEN,KING,TRUE,2
KING KABOB & SHAWARMA,291 QUEEN MARY STREET,NA,45.42524719,-75.65293884,fast food,regular,old,0,20180706,426,291 QUEEN,KING,TRUE,2
Koreana,"711 Somerset Street West, Ottawa K1R 6P5",+1 (613) 230-7111,45.41083056,-75.70756667,Restaurant,Dine Out,new,NA,NA,NA,711 SOMERSET,KOREANA,TRUE,2
KOREANA RESTAURANT,711 SOMERSET STREET WEST,NA,45.41088104,-75.70743561,restaurant,regular,old,0,20180706,NA,711 SOMERSET,KOREANA,TRUE,2
La Strada,"697 Bank Street, Ottawa K1S 3T8",+1 (613) 567-2066,45.4054,-75.68954444,Restaurant,Dine Out,new,NA,NA,NA,697 BANK,LA,TRUE,2
LA STRADA RESTAURANT,697 BANK STREET,NA,45.40532684,-75.6895752,restaurant,regular,old,0,20180706,NA,697 BANK,LA,TRUE,2
Lago,"Dow's Lake Pavilion, 1001 Queen Elizabeth Drive, Ottawa K1S 5K7",+1 (613) 235-5246,45.397646,-75.704798,Restaurant,Dine Out,new,NA,NA,NA,1001 QUEEN,LAGO,TRUE,2
LAGO LAKEFRONT GRILL,1001 QUEEN ELIZABETH DRIVE,NA,45.39641953,-75.70558167,restaurant,regular,old,0,20180706,NA,1001 QUEEN,LAGO,TRUE,2
Lai Lai,"449 McArthur Road, Ottawa K1K 1G3",+1 (613) 741-4011,45.43248333,-75.64421111,Restaurant,Dine Out,new,NA,NA,NA,449 MCARTHUR,LAI,TRUE,2
LAI LAI CHINESE FOOD,449 MCARTHUR ROAD,NA,45.43258286,-75.64485931,restaurant,regular,old,0,20180706,NA,449 MCARTHUR,LAI,TRUE,2
Lam's Chip Wagon,"1873 Innes Road, Ottawa K1B 5A2",+1 (613) 795-6138,45.41845833,-75.59902222,Restaurant,Dine Out,new,NA,NA,NA,1873 INNES,LAM,TRUE,2
Lam Chip Wagon,"1873 Innes Rd, Gloucester, ON K1B 5P7",NA,45.4184128,-75.5990428,fast food,regular,old,0,20180726,NA,1873 INNES,LAM,TRUE,2
Lapointe,"60 Colchester Square, Ottawa K2K 2X4",+1 (613) 599-1424,45.321145,-75.889709,Restaurant,Dine Out,new,NA,NA,NA,60 COLCHESTER,LAPOINTE,TRUE,2
LAPOINTE SEAFOOD GRILL,60 COLCHESTER SQUARE,NA,45.32102966,-75.8900528,restaurant,regular,old,0,20180706,NA,60 COLCHESTER,LAPOINTE,TRUE,2
Laziz,"1900 Innes Road, Ottawa K1B 3K5",+1 (613) 746-6111,45.41818333,-75.59587778,Restaurant,Dine Out,new,NA,NA,NA,1900 INNES,LAZIZ,TRUE,2
Laziz Broast & Mix Grill,"1900 Innes Road, Ottawa, ON K1B 3K5",NA,45.4180341,-75.5960856,restaurant,regular,old,0,20180710,NA,1900 INNES,LAZIZ,TRUE,2
LE GRAND PITA,1309 CARLING AVENUE,NA,45.38715363,-75.73564148,restaurant,regular,old,0,20180706,NA,1309 CARLING,LE,TRUE,2
Le Grand Pita,"Westgate Shopping Centre, 1309 Carling Avenue, Ottawa K1Z 7L3",+1 (613) 761-7340,45.387191,-75.735005,Restaurant,Dine Out,new,NA,NA,NA,1309 CARLING,LE,TRUE,2
