name,address,phone,lat,lng,category2,category3,dataset,Chain,Update date,NEMS Code,num_name,toupper(name),check
KOREAN PALACE RESTAURANT,610B SOMERSET STREET WEST,NA,45.41213608,-75.70398712,restaurant,regular,old,0,20180706,NA,NA,KOREAN PALACE RESTAURANT,FALSE
Koreana,"711 Somerset Street West, Ottawa K1R 6P5",+1 (613) 230-7111,45.4108305556,-75.7075666667,Restaurant,Dine Out,new,NA,NA,NA,711 SOMERSET,KOREANA,FALSE
KOREANA RESTAURANT,711 SOMERSET STREET WEST,NA,45.41088104,-75.70743561,restaurant,regular,old,0,20180706,NA,711 SOMERSET,KOREANA RESTAURANT,FALSE
Kothu Rotti,"408 Dalhousie Street, Ottawa K1N 9J9",+1 (613) 680-7812,45.4265685,-75.6893053,Restaurant,Dine Out,new,NA,NA,NA,408 DALHOUSIE,KOTHU ROTTI,FALSE
KOZY NEST RESTAURANT,2520 ST JOSEPH BOULEVARD,NA,45.47026825,-75.52644348,restaurant,regular,old,0,20180706,NA,2520 ST,KOZY NEST RESTAURANT,FALSE
Kristy's,"809 Richmond Road, Ottawa K2A 0G7",+1 (613) 722-2336,45.3808527778,-75.7716916667,Restaurant,Dine Out,new,NA,NA,NA,809 RICHMOND,KRISTY'S,TRUE
KRISTY'S,809 RICHMOND ROAD,NA,45.3809967,-75.77181244,restaurant,regular,old,0,20180706,NA,809 RICHMOND,KRISTY'S,TRUE
KS on the Keys,"1029 Daze Street, Ottawa, ON K1V 2G3",NA,45.3533241,-75.6521012,restaurant,regular,old,0,20180710,NA,1029 DAZE,KS ON THE KEYS,FALSE
KS on the Keys,"1029 Dazé Street, Ottawa K1V 2G3",+1 (613) 521-0498,45.3531027778,-75.6520222222,Restaurant,Dine Out,new,NA,NA,NA,1029 DAZÉ,KS ON THE KEYS,FALSE
Kuidaore,"420 Preston St, Ottawa, ON K1S 4N2",NA,45.400346,-75.7096239,restaurant,nightlife,old,0,201806,NA,420 PRESTON,KUIDAORE,FALSE
Kungfu Bistro,1110 Carp Road #150 K2S 0T2 1B9,+1 (613) 831-6808,45.2686388889,-75.9423,Restaurant,Dine Out,new,NA,NA,NA,1110 CARP,KUNGFU BISTRO,FALSE
Kyoto Sushi,"132 Bank St, Ottawa, ON K1P 5N7",NA,45.4191128,-75.6997904,restaurant,regular,old,0,20180710,NA,132 BANK,KYOTO SUSHI,FALSE
La Belle Poutine,"1675 Tenth Line Road, Ottawa K1E 3P6",+1 (613) 590-9199,45.4696055556,-75.4911333333,Restaurant,Dine Out,new,NA,NA,NA,1675 TENTH,LA BELLE POUTINE,TRUE
LA BELLE POUTINE,1675 TENTH LINE ROAD,NA,45.46982193,-75.49095154,fast food,regular,old,0,20180706,250,1675 TENTH,LA BELLE POUTINE,TRUE
La Bocca Juice,"2446 Bank Street, Ottawa K1V 8S2",+1 (613) 523-1500,45.3526694444,-75.6456916667,Restaurant,Dine Out,new,NA,NA,NA,2446 BANK,LA BOCCA JUICE,TRUE
LA BOCCA JUICE,2446 BANK STREET,NA,45.35282135,-75.64561462,fast food,regular,old,0,20180706,206,2446 BANK,LA BOCCA JUICE,TRUE
La Bottega Nicastro,"64 George Street, Ottawa K1N 5V9",+1 (613) 789-7575,45.426964,-75.692051,Restaurant,Dine Out,new,NA,NA,NA,64 GEORGE,LA BOTTEGA NICASTRO,FALSE
La Brioche,"866 Bank Street, Ottawa K1S 3W2",+1 (613) 565-0002,45.4010472222,-75.6873638889,Restaurant,Dine Out,new,NA,NA,NA,866 BANK,LA BRIOCHE,FALSE
La Brochette,"606 Rideau Street, Ottawa K1N 6A2",+1 (613) 216-9272,45.432835,-75.675257,Restaurant,Dine Out,new,NA,NA,NA,606 RIDEAU,LA BROCHETTE,TRUE
La Brochette,"606 Rideau Street, Ottawa, ON K1N 6C6",NA,45.4329225,-75.6750746,restaurant,regular,old,0,20180710,NA,606 RIDEAU,LA BROCHETTE,TRUE
La Cabaña,"848 Merivale Road, Ottawa K1Z 5Z4",+1 (613) 724-7762,45.3853694444,-75.7324138889,Restaurant,Dine Out,new,NA,NA,NA,848 MERIVALE,LA CABAÑA,TRUE
La Cabaña,"848 Merivale Road, Ottawa, ON K1Z 5Z4",NA,45.3853612,-75.732606,restaurant,regular,old,0,20180710,NA,848 MERIVALE,LA CABAÑA,TRUE
La Catrina Churro Dessert Bar,"105B Clarence Street, Ottawa, ON K1N 5P5",NA,45.4294686,-75.6923985,fast food,coffee shop,old,0,20180726,NA,NA,LA CATRINA CHURRO DESSERT BAR,FALSE
La Cocina Loca,"1079 Wellington St W, Ottawa K1Y 2Y3",+1 (613) 798-9292,45.4034203,-75.7251871,Restaurant,Dine Out,new,NA,NA,NA,1079 WELLINGTON,LA COCINA LOCA,FALSE
La Crémière,"Bayshore Shopping Centre, 100 Bayshore Drive,  Ottawa K2B 8C1",+1 (613) 726-8863,45.3470236,-75.8068072,Restaurant,Dine Out,new,NA,NA,NA,NA,LA CRÉMIÈRE,FALSE
LA CUCINA,"5547 Hazeldean Rd, Stittsville, ON K2S 0P5",NA,45.2880471,-75.9050447,restaurant,regular,old,0,20180706,NA,5547 HAZELDEAN,LA CUCINA,FALSE
La Cucina Ristorante,"474 Hazeldean Road, Ottawa K2L 4E5",+1 (613) 836-1811,45.2973527778,-75.8880305556,Restaurant,Dine Out,new,NA,NA,NA,474 HAZELDEAN,LA CUCINA RISTORANTE,FALSE
La Dolce Vita,"180 Preston Street, Ottawa K1R 7P9",+1 (613) 233-6239,45.4061611111,-75.7129138889,Restaurant,Dine Out,new,NA,NA,NA,180 PRESTON,LA DOLCE VITA,TRUE
LA DOLCE VITA,180 PRESTON STREET,NA,45.40613937,-75.71309662,restaurant,regular,old,0,20180706,NA,180 PRESTON,LA DOLCE VITA,TRUE
La Favorita,356 Preston Street K1S 4M6,+1 (613) 749-7490,45.40184,-75.710381,Restaurant,Dine Out,new,NA,NA,NA,356 PRESTON,LA FAVORITA,TRUE
LA FAVORITA,356 PRESTON STREET,NA,45.40152359,-75.71027374,restaurant,nightlife,old,0,20180706,NA,356 PRESTON,LA FAVORITA,TRUE
LA GRAND PITA,1309 CARLING AVENUE,NA,45.38709259,-75.7355423,fast food,regular,old,0,20180706,422,1309 CARLING,LA GRAND PITA,FALSE
La Maison - The House,"191 Somerset Street East, Ottawa K1N 6V1",+1 (613) 565-9585,45.422457,-75.679632,Restaurant,Dine Out,new,NA,NA,NA,191 SOMERSET,LA MAISON - THE HOUSE,FALSE
La Noodle,"1383 Clyde Avenue, Ottawa, ON K2G 3H7",NA,45.3597207,-75.738109,restaurant,regular,old,1,20180710,NA,1383 CLYDE,LA NOODLE,FALSE
La Noodle,"179 George Street, Ottawa, ON K1N 1J8",NA,45.4290087,-75.6878022,restaurant,regular,old,1,20180710,NA,179 GEORGE,LA NOODLE,FALSE
La Noodle,"790 Kanata Avenue, Ottawa",+1 (613) 599-0880,45.310359,-75.90929,Restaurant,Dine Out,new,NA,NA,NA,790 KANATA,LA NOODLE,FALSE
La Piazza,"5530 Manotick Main Street, Ottawa K4M 1A2",+1 (613) 692-2587,45.2256444444,-75.6854388889,Restaurant,Dine Out,new,NA,NA,NA,5530 MANOTICK,LA PIAZZA,FALSE
LA PIAZZA,5530-3 MANOTICK MAIN STREET,NA,45.22571945,-75.68531036,restaurant,regular,old,0,20180706,NA,55303 MANOTICK,LA PIAZZA,FALSE
LA PORTO A CASA,3500-6 FALLOWFIELD ROAD,NA,45.29333115,-75.74184418,restaurant,regular,old,0,20180706,NA,35006 FALLOWFIELD,LA PORTO A CASA,FALSE
La Porto A Casa,"Barrhaven Crossing, 3500 Fallowfield Road, Ottawa K2J 4B3",+1 (613) 843-0825,45.293725,-75.741675,Restaurant,Dine Out,new,NA,NA,NA,NA,LA PORTO A CASA,FALSE
La Prep,"150 Metcalfe Street, Ottawa K2P 1P1",+1 (613) 237-2806,45.4201861111,-75.6949833333,Restaurant,Dine Out,new,NA,NA,NA,150 METCALFE,LA PREP,TRUE
LA PREP,150 METCALFE STREET,NA,45.4199295,-75.69501495,fast food,regular,old,0,20180706,269,150 METCALFE,LA PREP,TRUE
La Roma,"430 Preston Street, Ottawa K1S 4N4",+1 (613) 234-8244,45.399818,-75.709157,Restaurant,Dine Out,new,NA,NA,NA,430 PRESTON,LA ROMA,TRUE
LA ROMA,430 PRESTON STREET,NA,45.39978027,-75.70921326,restaurant,regular,old,0,20180706,NA,430 PRESTON,LA ROMA,TRUE
La Strada,"697 Bank Street, Ottawa K1S 3T8",+1 (613) 567-2066,45.4054,-75.6895444444,Restaurant,Dine Out,new,NA,NA,NA,697 BANK,LA STRADA,FALSE
LA STRADA RESTAURANT,697 BANK STREET,NA,45.40532684,-75.6895752,restaurant,regular,old,0,20180706,NA,697 BANK,LA STRADA RESTAURANT,FALSE
La Teranga,"332 Wilbrod Street, Ottawa, ON K1N 6M5",NA,45.4276885,-75.6798158,restaurant,regular,old,0,20180710,NA,332 WILBROD,LA TERANGA,FALSE
La Terrasse - Fairmont Château Laurier,"Fairmont Château Laurier, 1 Rideau Street, Ottawa K1N 8S7",Not Available,45.4250732,-75.6948637,Restaurant,Dine Out,new,NA,NA,NA,NA,LA TERRASSE - FAIRMONT CHÂTEAU LAURIER,FALSE
La Tropiqua,"1292 Wellington Street West, Ottawa K1Y 3A9",+1 (613) 695-2256,45.398825,-75.735578,Restaurant,Dine Out,new,NA,NA,NA,1292 WELLINGTON,LA TROPIQUA,FALSE
Lago,"Dow's Lake Pavilion, 1001 Queen Elizabeth Drive, Ottawa K1S 5K7",+1 (613) 235-5246,45.397646,-75.704798,Restaurant,Dine Out,new,NA,NA,NA,NA,LAGO,FALSE
LAGO LAKEFRONT GRILL,1001 QUEEN ELIZABETH DRIVE,NA,45.39641953,-75.70558167,restaurant,regular,old,0,20180706,NA,1001 QUEEN,LAGO LAKEFRONT GRILL,FALSE
Lai Lai,"449 McArthur Road, Ottawa K1K 1G3",+1 (613) 741-4011,45.4324833333,-75.6442111111,Restaurant,Dine Out,new,NA,NA,NA,449 MCARTHUR,LAI LAI,FALSE
LAI LAI CHINESE FOOD,449 MCARTHUR ROAD,NA,45.43258286,-75.64485931,restaurant,regular,old,0,20180706,NA,449 MCARTHUR,LAI LAI CHINESE FOOD,FALSE
Lakeside Mediterranean,"155 Bridge Street, Carleton Place K7C 2V6",+1 (613) 253-8333,45.140134,-76.146251,Restaurant,Dine Out,new,NA,NA,NA,155 BRIDGE,LAKESIDE MEDITERRANEAN,FALSE
Lam's Chip Wagon,"1873 Innes Road, Ottawa K1B 5A2",+1 (613) 795-6138,45.4184583333,-75.5990222222,Restaurant,Dine Out,new,NA,NA,NA,1873 INNES,LAM'S CHIP WAGON,FALSE
Lam Chip Wagon,"1873 Innes Rd, Gloucester, ON K1B 5P7",NA,45.4184128,-75.5990428,fast food,regular,old,0,20180726,NA,1873 INNES,LAM CHIP WAGON,FALSE
Lamees Pizza,"6537 Bank Street, Ottawa K0A 2P0",+1 (613) 821-5665,45.229377,-75.489051,Restaurant,Dine Out,new,NA,NA,NA,6537 BANK,LAMEES PIZZA,TRUE
LAMEES PIZZA,6537 BANK STREET,NA,45.24816895,-75.52980042,fast food,regular,old,0,20180706,33,6537 BANK,LAMEES PIZZA,TRUE
Lapointe,"60 Colchester Square, Ottawa K2K 2X4",+1 (613) 599-1424,45.321145,-75.889709,Restaurant,Dine Out,new,NA,NA,NA,60 COLCHESTER,LAPOINTE,FALSE
LAPOINTE FISH,1831 ROBERTSON ROAD,NA,45.32831955,-75.81929779,restaurant,regular,old,0,20180706,NA,1831 ROBERTSON,LAPOINTE FISH,FALSE
Lapointe Seafood Grill,"55 York Street, Ottawa K1N 9B7",+1 (613) 241-6221,45.428262,-75.692897,Restaurant,Dine Out,new,NA,NA,NA,55 YORK,LAPOINTE SEAFOOD GRILL,FALSE
LAPOINTE SEAFOOD GRILL,60 COLCHESTER SQUARE,NA,45.32102966,-75.8900528,restaurant,regular,old,0,20180706,NA,60 COLCHESTER,LAPOINTE SEAFOOD GRILL,FALSE
LAPOINTES FISH MARKET,46 BYWARD MARKET SQUARE,NA,45.42747116,-75.69283295,restaurant,regular,old,0,20180706,NA,46 BYWARD,LAPOINTES FISH MARKET,FALSE
LAPOINTES FRESH FISH CAFE,55 YORK STREET,NA,45.42832184,-75.69284821,restaurant,regular,old,0,20180706,NA,55 YORK,LAPOINTES FRESH FISH CAFE,FALSE
Latin Bistro,"1121 Meadowlands Drive East, Ottawa K2C 0K5",+1 (613) 510-1202,45.3627583333,-75.7118527778,Restaurant,Dine Out,new,NA,NA,NA,1121 MEADOWLANDS,LATIN BISTRO,FALSE
Laurier Social House,"244 Laurier Avenue East, Ottawa K1N 6P7",+1 (613) 680-3999,45.4260533,-75.6811268,Restaurant,Dine Out,new,NA,NA,NA,244 LAURIER,LAURIER SOCIAL HOUSE,FALSE
Law & Orders,"13694 Highway 7, Carleton Place K7C 3P1",+1 (613) 253-5558,45.1456216,-76.1975083,Restaurant,Dine Out,new,NA,NA,NA,13694 HIGHWAY,LAW & ORDERS,FALSE
Layalina,"3059 Carling Avenue, Unit B, Ottawa K2B 7K4",+1 (613) 255-3555,45.355385,-75.807247,Restaurant,Dine Out,new,NA,NA,NA,3059 CARLING,LAYALINA,FALSE
Laziz,"1900 Innes Road, Ottawa K1B 3K5",+1 (613) 746-6111,45.4181833333,-75.5958777778,Restaurant,Dine Out,new,NA,NA,NA,1900 INNES,LAZIZ,FALSE
Laziz Broast & Mix Grill,"1900 Innes Road, Ottawa, ON K1B 3K5",NA,45.4180341,-75.5960856,restaurant,regular,old,0,20180710,NA,1900 INNES,LAZIZ BROAST & MIX GRILL,FALSE
Laziza Pizza,"1756 Bantree Street, Ottawa K1B 3WR",+1 (613) 749-9992,45.407529,-75.618273,Restaurant,Dine Out,new,NA,NA,NA,1756 BANTREE,LAZIZA PIZZA,FALSE
LAZIZA PIZZA,4-1756 BANTREE STREET,NA,45.40743256,-75.61833954,fast food,regular,old,0,20180706,312,41756 BANTREE,LAZIZA PIZZA,FALSE
Le Bac À Frites,"65-85 University Private, Ottawa, ON K1N 7K4",NA,45.4231416,-75.6841433,restaurant,regular,old,0,20180710,NA,6585 UNIVERSITY,LE BAC À FRITES,FALSE
Le Bibliotheque Cafe,"88 Albert Street, Ottawa, ON K1P 5E9",NA,45.4215867,-75.6954787,restaurant,regular,old,0,20180710,NA,88 ALBERT,LE BIBLIOTHEQUE CAFE,FALSE
Le Bibliothèque Café,"Capital Hill Hotel & Suites, 88 Albert Street, Ottawa K1P 5E9",+1 (613) 235-1413,45.4220783035,-75.6959513202,Restaurant,Dine Out,new,NA,NA,NA,NA,LE BIBLIOTHÈQUE CAFÉ,FALSE
Le Café,"National Arts Centre, 53 Elgin Street, Ottawa K1P 5W1",+1 (613) 594-5127,45.423285,-75.694699,Restaurant,Dine Out,new,NA,NA,NA,NA,LE CAFÉ,FALSE
Le Café Méditerranéen,"2784 Lancaster Road, Unit B, Ottawa K1B 4S4",+1 (613) 878-4759,45.394802,-75.60563,Restaurant,Dine Out,new,NA,NA,NA,2784 LANCASTER,LE CAFÉ MÉDITERRANÉEN,FALSE
Le Cafe’ Mediterranean,"2784 Lancaster Road, Ottawa, ON K1B",NA,45.3948999,-75.605678,restaurant,nightlife,old,0,20180726,NA,2784 LANCASTER,LE CAFE’ MEDITERRANEAN,FALSE
Le Casablanca,"55 ByWard Market, Ottawa K1N 1K1",+1 (613) 244-2519,45.4270455,-75.6921516,Restaurant,Dine Out,new,NA,NA,NA,55 BYWARD,LE CASABLANCA,TRUE
Le Casablanca,"55 Byward Market, Ottawa, ON K1N 1K1",NA,45.427449,-75.6923646,restaurant,regular,old,0,20180710,NA,55 BYWARD,LE CASABLANCA,TRUE
LE CORDON BLEU,453 LAURIER AVENUE EAST,NA,45.42915344,-75.67467499,restaurant,regular,old,0,20180706,NA,453 LAURIER,LE CORDON BLEU,FALSE
LE GRAND PITA,1309 CARLING AVENUE,NA,45.38715363,-75.73564148,restaurant,regular,old,0,20180706,NA,1309 CARLING,LE GRAND PITA,FALSE
Le Grand Pita,"Westgate Shopping Centre, 1309 Carling Avenue, Ottawa K1Z 7L3",+1 (613) 761-7340,45.387191,-75.735005,Restaurant,Dine Out,new,NA,NA,NA,NA,LE GRAND PITA,FALSE
Le Michel Ange,"35 Laurel Street, Ottawa, ON K1Y 2E7",NA,45.4052269,-75.7172853,restaurant,regular,old,0,20180710,NA,35 LAUREL,LE MICHEL ANGE,FALSE
Le Mien Craft Noodle,"43 William Street, Ottawa, ON K1N 6Z9",NA,45.4278057,-75.6921065,restaurant,regular,old,0,20180710,NA,43 WILLIAM,LE MIEN CRAFT NOODLE,FALSE
Le Monde Cafe,"Sun Life Financial Center, 50 O'Connor Street, Ottawa K1P 5E1",+1 (613) 236-6697,45.4206666667,-75.699225,Restaurant,Dine Out,new,NA,NA,NA,NA,LE MONDE CAFE,FALSE
Le Moulin De Provence,"55 ByWard Market Square, Ottawa K1N 9C3",+1 (613) 241-9152,45.42764,-75.692501,Restaurant,Dine Out,new,NA,NA,NA,55 BYWARD,LE MOULIN DE PROVENCE,FALSE
Le Moulin de Provence K.D,"30 Metcalfe Street, Ottawa, ON K1P 5L4",NA,45.4223318,-75.6972065,fast food,coffee shop,old,0,20180726,NA,30 METCALFE,LE MOULIN DE PROVENCE K.D,FALSE
Le Muffin Plus,"World Exchange Plaza, 111 Albert Street, Ottawa K1P 1A4",+1 (613) 232-0416,45.42165,-75.6964504,Restaurant,Dine Out,new,NA,NA,NA,NA,LE MUFFIN PLUS,FALSE
Le Roi Pasteries & Bakery,"1729 Bank Street, Ottawa K1V 7Z5",+1 (613) 521-5455,45.3743083333,-75.6648944444,Restaurant,Dine Out,new,NA,NA,NA,1729 BANK,LE ROI PASTERIES & BAKERY,FALSE
Lebanese Palace,"919 Industrial Avenue, Ottawa K1G 6L2",+1 (613) 739-2929,45.406751,-75.628353,Restaurant,Dine Out,new,NA,NA,NA,919 INDUSTRIAL,LEBANESE PALACE,TRUE
Lebanese Palace,"919 Industrial Avenue, Ottawa, ON K1G 6L2",NA,45.4067275,-75.6283432,restaurant,nightlife,old,0,20180710,NA,919 INDUSTRIAL,LEBANESE PALACE,TRUE
Lees Greek & Pizza,"180 Lees Avenue, Unit 106, Ottawa K1S 5J6",+1 (613) 569-6969,45.4155222222,-75.6703638889,Restaurant,Dine Out,new,NA,NA,NA,180 LEES,LEES GREEK & PIZZA,TRUE
LEES GREEK & PIZZA,180 LEES AVENUE,NA,45.41532135,-75.67057037,fast food,regular,old,0,20180706,167,180 LEES,LEES GREEK & PIZZA,TRUE
Leisure Cafe,"Ray Friel Recreation Complex, Main Floor, 1585 Tenth Line, Ottawa K1E 3E8",+1 (613) 830-2747,45.471971,-75.493103,Restaurant,Dine Out,new,NA,NA,NA,NA,LEISURE CAFE,FALSE
Lemon Grass,"331 Elgin Street, Ottawa K2P 1M5",+1 (613) 233-5000,45.415907,-75.6885204,Restaurant,Dine Out,new,NA,NA,NA,331 ELGIN,LEMON GRASS,FALSE
LEMON GRASS THAI CUISINE,331 ELGIN STREET,NA,45.41594315,-75.68860626,restaurant,regular,old,0,20180706,NA,331 ELGIN,LEMON GRASS THAI CUISINE,FALSE
Lemon Grass Thai Food,"1055 Somerset Street West, Ottawa K1Y 3C4",+1 (613) 729-3282,45.4067583333,-75.719925,Restaurant,Dine Out,new,NA,NA,NA,1055 SOMERSET,LEMON GRASS THAI FOOD,FALSE
Les Grillades,"111 Colonnade Road, Ottawa K2E 7M3",+1 (613) 723-3224,45.346532,-75.702408,Restaurant,Dine Out,new,NA,NA,NA,111 COLONNADE,LES GRILLADES,TRUE
Les Grillades,"111 Colonnade Road, Ottawa, ON K2E 7M3",NA,45.3465137,-75.7025759,restaurant,regular,old,0,20180710,NA,111 COLONNADE,LES GRILLADES,TRUE
Level One,"14 Waller St, Ottawa, ON K1N 9C4",NA,45.4270474,-75.6887529,restaurant,nightlife,old,0,201806,NA,14 WALLER,LEVEL ONE,FALSE
Lexington,"344 Richmond Road, Ottawa, ON K1Z 5C6",NA,45.3918246,-75.7541501,restaurant,nightlife,old,0,20180726,NA,344 RICHMOND,LEXINGTON,FALSE
Lexus Resto-Bar,"210 Centrum Blvd, Orléans, ON K1E 3V7",NA,45.4791578,-75.5117925,restaurant,nightlife,old,0,201806,NA,210 CENTRUM,LEXUS RESTO-BAR,FALSE
Lexus Resto & Bar,"210 Centrum Boulevard, Ottawa K1E 3V7",+1 (613) 830-7282,45.4788972222,-75.5121777778,Restaurant,Dine Out,new,NA,NA,NA,210 CENTRUM,LEXUS RESTO & BAR,FALSE
Liam Maguire's,"1705 St. Laurent Boulevard, Ottawa K1G 3VR",+1 (613) 737-7801,45.4062944444,-75.6267694444,Restaurant,Dine Out,new,NA,NA,NA,1705 ST,LIAM MAGUIRE'S,FALSE
Liam Maguires,"1705 St Laurent Blvd, Ottawa, ON K1G 3V4",NA,45.40482,-75.6262986,restaurant,nightlife,old,0,201806,NA,1705 ST,LIAM MAGUIRES,FALSE
Libnan Bakery,"4 Lorry Greenburg Drive, Ottawa K1G 5H6",+1 (613) 249-8910,45.3694416667,-75.6208805556,Restaurant,Dine Out,new,NA,NA,NA,4 LORRY,LIBNAN BAKERY,FALSE
LIBNAN BAKERY & SHAWARMA,4 LORRY GREENBERG DRIVE,NA,45.36916733,-75.62071228,fast food,regular,old,0,20180706,61,4 LORRY,LIBNAN BAKERY & SHAWARMA,FALSE
Lieutenant's Pump,"361 Elgin Street, Ottawa, ON K2P 1M9, Canada",NA,45.41519,-75.687979,restaurant,nightlife,old,0,201806,NA,361 ELGIN,LIEUTENANT'S PUMP,FALSE
LIFE OF PIE,1095 BANK STREET,NA,45.39413071,-75.68315887,fast food,regular,old,0,20180706,252,1095 BANK,LIFE OF PIE,FALSE
Lift Restaurant,"101 Lyon Street, Ottawa, ON K1R",NA,45.4187219,-75.7040361,restaurant,nightlife,old,0,20180710,NA,101 LYON,LIFT RESTAURANT,FALSE
Lift Restaurant,"Delta Ottawa City Centre, 101 Lyon Street North, Second Floor, Ottawa K1R 5T9",+1 (613) 688-6802,45.4188448709,-75.7044130191,Restaurant,Dine Out,new,NA,NA,NA,NA,LIFT RESTAURANT,FALSE
Light of India,"730 Bank Street, Ottawa K1S 3V3",+1 (613) 563-4411,45.4040972222,-75.6890638889,Restaurant,Dine Out,new,NA,NA,NA,730 BANK,LIGHT OF INDIA,TRUE
LIGHT OF INDIA,730 BANK STREET,NA,45.40408325,-75.68907928,restaurant,regular,old,0,20180706,NA,730 BANK,LIGHT OF INDIA,TRUE
LIGHTHOUSE RESTAURANT AND GROCERY,655 BAYVIEW DRIVE,NA,45.50957108,-76.09435272,restaurant,regular,old,0,20180706,NA,655 BAYVIEW,LIGHTHOUSE RESTAURANT AND GROCERY,FALSE
Lil' Negril Island Grill,"261 Centrepointe Drive, Ottawa K2G 6E8",+1 (613) 226-7575,45.3389055556,-75.7715222222,Restaurant,Dine Out,new,NA,NA,NA,261 CENTREPOINTE,LIL' NEGRIL ISLAND GRILL,FALSE
Lindt Boutique,"825 Exhibition Way, Unit 101, Ottawa K1S 5J3",+1 (613) 232-5555,45.3994222222,-75.6842888889,Restaurant,Dine Out,new,NA,NA,NA,825 EXHIBITION,LINDT BOUTIQUE,FALSE
Links pub&lounge,"426 Rideau Street, Ottawa K1N 5Z1",+1 (613) 789-0818,45.430401,-75.681229,Restaurant,Dine Out,new,NA,NA,NA,426 RIDEAU,LINKS PUB&LOUNGE,FALSE
Liquor Stor Party Bar,"128 York Street, Ottawa, ON, Canada",NA,45.429235,-75.689965,nightlife,nightlife,old,0,20180706,NA,128 YORK,LIQUOR STOR PARTY BAR,FALSE
Liquor Store,"130 York Street, Ottawa K1N 5T5",+1 (613) 241-6827,45.42934,-75.689701,Restaurant,Drinks and Nightlife,new,NA,NA,NA,130 YORK,LIQUOR STORE,FALSE
Little Caesar's,"1739 WALKLEY ROAD, OTTAWA, ON, K1V 2P6",NA,45.377967,-75.64502,Fast Food,Regular,new,NA,NA,NA,1739 WALKLEY,LITTLE CAESAR'S,FALSE
Little Caesar's,"2200 MONTREAL ROAD, GLOUCESTER, ON, K1J 6M5",NA,45.449492,-75.586906,Fast Food,Regular,new,NA,NA,NA,2200 MONTREAL,LITTLE CAESAR'S,FALSE
Little Caesar's,"2272 TENTH LINE, ORLEANS, ON, K4A 0X4",NA,45.45193,-75.4829,Fast Food,Regular,new,NA,NA,NA,2272 TENTH,LITTLE CAESAR'S,FALSE
Little Caesar's,"350 CRESTHAVEN DRIVE, OTTAWA, ON, K2G 4S4",NA,45.27283,-75.70922,Fast Food,Regular,new,NA,NA,NA,350 CRESTHAVEN,LITTLE CAESAR'S,FALSE
Little Caesar's,"355 MONTREAL ROAD, VANIER, ON, K1L 8H3",NA,45.43841,-75.65519,Fast Food,Regular,new,NA,NA,NA,355 MONTREAL,LITTLE CAESAR'S,FALSE
Little Caesar's,"3777 STRANDHERD DR, NEPEAN, ON, K2J 4B1",NA,45.269804,-75.748206,Fast Food,Regular,new,NA,NA,NA,3777 STRANDHERD,LITTLE CAESAR'S,FALSE
Little Caesar's,"500 HAZELDEAN ROAD, KANATA, ON, K2L 2B5",NA,45.294328,-75.894203,Fast Food,Regular,new,NA,NA,NA,500 HAZELDEAN,LITTLE CAESAR'S,FALSE
Little Caesar's,"836 MARCH ROAD, KANATA, ON, K2W 0C9",NA,45.357376,-75.933595,Fast Food,Regular,new,NA,NA,NA,836 MARCH,LITTLE CAESAR'S,FALSE
LITTLE CAESARS,1261 STITTSVILLE MAIN STREET,NA,45.26722717,-75.92880249,fast food,regular,old,1,20180628,211,1261 STITTSVILLE,LITTLE CAESARS,FALSE
LITTLE CAESARS,1739 WALKLEY ROAD,NA,45.3793869,-75.64376068,fast food,regular,old,1,20180628,211,1739 WALKLEY,LITTLE CAESARS,FALSE
LITTLE CAESARS,"2272 TENTH LINE, ORLEANS, ON K4A 0X4",NA,45.4529088,-75.483686,fast food,regular,old,1,20180628,211,2272 TENTH,LITTLE CAESARS,FALSE
LITTLE CAESARS,"350 CRESTHAVEN DRIVE, OTTAWA, ON K2G 4S4",NA,45.2739157,-75.7087809,fast food,regular,old,1,20180628,211,350 CRESTHAVEN,LITTLE CAESARS,FALSE
LITTLE CAESARS,"355 MONTREAL ROAD, VANIER, ON K1L 8H3",NA,45.4387791,-75.6550612,fast food,regular,old,1,20180628,211,355 MONTREAL,LITTLE CAESARS,FALSE
LITTLE CAESARS,3777 STRANDHERD DRIVE,NA,45.26812744,-75.74776459,fast food,regular,old,1,20180628,211,3777 STRANDHERD,LITTLE CAESARS,FALSE
LITTLE CAESARS,500 HAZELDEAN ROAD,NA,45.29359818,-75.89395142,fast food,regular,old,1,20180628,211,500 HAZELDEAN,LITTLE CAESARS,FALSE
Little Caesars,"Barrhaven Town Centre, 3777 Strandherd Drive, Ottawa K2J 4H6",+1 (613) 825-4141,45.2681194444,-75.7478777778,Restaurant,Dine Out,new,NA,NA,NA,NA,LITTLE CAESARS,FALSE
Little Garden,"2786 Lancaster Road, Unit B, Ottawa K1B 4S4",+1 (613) 731-9000,45.3947027778,-75.6053916667,Restaurant,Dine Out,new,NA,NA,NA,2786 LANCASTER,LITTLE GARDEN,FALSE
LITTLE GARDEN RESTAURANT,2786 LANCASTER ROAD,NA,45.3946228,-75.6054306,restaurant,regular,old,0,20180706,NA,2786 LANCASTER,LITTLE GARDEN RESTAURANT,FALSE
Little India Cafe,"66 Wylie Avenue, Ottawa K2B 6M4",+1 (613) 828-2696,45.3547888889,-75.8067472222,Restaurant,Dine Out,new,NA,NA,NA,66 WYLIE,LITTLE INDIA CAFE,TRUE
