name,address,phone,note,update_date,lat,lng,chain,category2,category3,ONS_ID,Nbhd,Nbhd_FR
Mac's,"1031 Teron Rd., KANATA, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.3305788,-75.9003508,TRUE,convenience,regular,902,Beaverbrook, 
Mac's,"13 Kakulu Rd., KANATA, Canada",NA,"atm, coffee, polar_pop, froster, redbull_shop",2021-08-26,45.3094398,-75.8816581,TRUE,convenience,regular,929,Katimavik - Hazeldean, 
Mac's,"100 Castlefrank Rd., KANATA, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.2936647,-75.8816465,TRUE,convenience,regular,924,Glen Cairn - Kanata South Business Park,Glen Cairn - Parc d'Affaires Kanata-Sud
Mac's,"1 Tartan Dr., NEPEAN, Canada",NA,"atm, coffee, polar_pop, froster",2021-08-26,45.269884,-75.7540622,TRUE,convenience,regular,937,Old Barrhaven East,Old Barrhaven Est
Mac's,"1 Hobin St., STITTSVILLE, Canada",NA,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",2021-08-26,45.2647162,-75.9292944,TRUE,convenience,regular,951,Stittsville, 
Mac's,"5511 Main Street, MANOTICK, Canada",NA,"atm, coffee, polar_pop, froster, redbull_shop",2021-08-26,45.2271049,-75.6861776,TRUE,convenience,regular,64,Manotick, 
Mac's,"163 Town Line W., CARLETON PLACE, Canada",NA,"atm, coffee, polar_pop, froster, redbull_shop",2021-08-26,45.1405071,-76.1557846,TRUE,convenience,regular,NA,NA,NA
Mac's,"355 Franktown Rd., CARLETON PLACE, Canada",NA,"atm, coffee, polar_pop, froster, redbull_shop",2021-08-26,45.1309426,-76.1287832,TRUE,convenience,regular,NA,NA,NA
Mac's,"421 Rideau Street, KEMPTVILLE, Canada",NA,"gas, atm, coffee, polar_pop, froster, redbull_shop",2021-08-26,45.0196507,-75.6508847,TRUE,convenience,gas station,NA,NA,NA
Mace Concenience,"876 Montreal Rd, Ottawa, ON K1K 4L3",NA,Convenience Stores,2021-08-26,45.4457968,-75.6301564,FALSE,convenience,regular,912,Carson Grove - Carson Meadows, 
MacEwen Albion,"5546 Albion Road, Gloucester, ON",613-822-0256,NA,2021-08-26,45.269772,-75.5944777,FALSE,convenience,gas station,925,Greely, 
MacEwen Aylmer,"380 Chemin Vanier, Aylmer, Gatineau, QC",819-682-4749,NA,2021-08-26,45.4127014,-75.8089522,FALSE,convenience,gas station,NA,NA,NA
MacEwen Bank & Catherine,"512a Bank Street, Ottawa, ON",613-235-6102,NA,2021-08-26,45.4096706,-75.6924399,FALSE,convenience,gas station,24,Centretown,Centre-Ville
MacEwen Carleton Place,"322 Townline Road East, Carleton Place, ON",613-257-8826,NA,2021-08-26,45.1500151,-76.1414177,FALSE,convenience,gas station,NA,NA,NA
MacEwen Carp Road,"2070 Carp Rd, Carp, ON",613-836-8068,NA,2021-08-26,45.2756404,-75.9496328,FALSE,convenience,gas station,951,Stittsville, 
MacEwen Dunrobin,"1794 Dunrobin Rd, Dunrobin, ON",613-839-1804,NA,2021-08-26,45.3831274,-75.9694675,FALSE,convenience,gas station,35,Dunrobin, 
MacEwen Fallowfield,"4564 Fallowfield Road, Ottawa, ON",613-838-2768,NA,2021-08-26,45.2689656,-75.8018053,FALSE,convenience,gas station,944,Richmond, 
MacEwen Kemptville,"2985 County Rd 43, Kemptville, ON",613-258-0256,NA,2021-08-26,45.0299974,-75.6373387,FALSE,convenience,gas station,NA,NA,NA
MacEwen Richmond,"5925 Perth St, Richmond, ON",613-838-3012,NA,2021-08-26,45.2007119,-75.8294839,FALSE,convenience,gas station,944,Richmond, 
MacEwen Rideau Road,"5026 Bank Street, Gloucester, ON K1X 1G8",613-822-9923,NA,2021-08-26,45.2971137,-75.5807549,FALSE,convenience,gas station,925,Greely, 
MacEwen River Road,"685 River Road, Ottawa, ON K1V 2G2",613-822-9776,NA,2021-08-26,45.2701673,-75.6978273,FALSE,convenience,gas station,946,Riverside South - Leitrim,Riverside Sud - Leitrim
MacEwen Russell,"1112 Concession Street, Russell, ON",613-445-5332,NA,2021-08-26,45.2581067,-75.3591107,FALSE,convenience,gas station,NA,NA,NA
MacEwen St. Laurent & Belfast,"1515 St Laurent Blvd, Ottawa, ON",613-745-7404,NA,2021-08-26,45.412291,-75.6302972,FALSE,convenience,gas station,917,East Industrial,Industriel-Est
MacEwen Vars,"104 St Guillaume Rd, Vars, ON K0A 3H0",613-443-9426,NA,2021-08-26,45.3308521,-75.346099,FALSE,convenience,gas station,NA,NA,NA
Madina City Market,"1136 Cadboro Rd, Ottawa, ON K1J 7R1",(613) 842-7578,NA,2021-08-26,45.4307575,-75.6211764,FALSE,grocery,small,912,Carson Grove - Carson Meadows, 
Maggy's Mart,"8154 Jeanne D'arc Blvd N, Orleans, ON K1E 2H5",NA,Convenience Stores,2021-08-26,45.4875472,-75.5116649,FALSE,convenience,regular,76,Chatelaine Village,Village Chatelaine
Maguro Cafe & Bakery,"745 Kanata Ave, Ottawa, ON K2T 1H9",NA,"Bakeries, Specialty Food, Japanese",2021-08-26,45.3109367,-75.909642,FALSE,specialty,bakery,928,Kanata Lakes - Arcardia, 
Main Farmers' Market,"210 Main Street, Ottawa, ON K1S 1C6",NA,Farmers' Market,2021-08-26,45.4080462,-75.6775902,FALSE,farmer's market,farmer's market,82,Old Ottawa East,Vieil Ottawa-Est
Maison,"4750 Bank Street, Ottawa, ON",(613) 822-4549,"Grocery, Bakeries, Delis",2021-07-06,45.3191181,-75.5957883,FALSE,specialty,deli meat cheese,921,Findlay Creek, 
Maison Oddo,"260 Boulevard Saint-Raymond, Gatineau, QC J9A 3G7",NA,"Bakeries, Coffee &amp; Tea, Sandwiches",2021-08-26,45.4270446,-75.7628713,FALSE,specialty,bakery,NA,NA,NA
Malak Lebanese Pastry,"1216 Bank Street, Ottawa, ON K1S 3Y1",NA,"Bakeries, Desserts, Ice Cream &amp; Frozen Yogurt",2021-08-26,45.3914804,-75.6811092,FALSE,specialty,bakery,83,Old Ottawa South,Vieil Ottawa-Sud
Mama Cora Latin Market,"274 Montreal Rd, Vanier, ON K1L 6C3",NA,NA,2021-08-26,45.4366197,-75.6598836,FALSE,grocery,small,954,Vanier South,Vanier Sud
Mama Rosa,"375 Des Epinettes Avenue, OrlÃƒÂ©ans, ON K1E 3E6",NA,"Pizza, Italian",2021-08-26,45.4661877,-75.4957745,FALSE,specialty,deli meat cheese,943,Queenswood Heights, 
Mamie Clafoutis,"400 Richmond Road, Ottawa, ON K2A 3X9",NA,Bakeries,2021-08-26,45.390509,-75.7564147,FALSE,specialty,bakery,931,Laurentian, 
Mamma Teresa Ristorante,"300 Somerset St W, Ottawa, ON K2P 0J6",NA,Italian,2021-08-26,45.4160858,-75.6939437,FALSE,specialty,deli meat cheese,24,Centretown,Centre-Ville
"Manila Mart African, Filipino & Asian Grocery","2924 Carling Ave, Ottawa, ON K2B 7J7",(613) 422-8333,NA,2021-08-26,45.3565119,-75.8012461,FALSE,grocery,small,106,Whitehaven - Queensway Terrace North,Whitehaven - Terrasse Queensway Nord
Manor Park Convenience Store,"293 St Laurent Blvd, Ottawa, ON K1K 2Z3",NA,Convenience Stores,2021-08-26,45.4511597,-75.6522707,FALSE,convenience,regular,935,Manor Park, 
Manor Park Grocy,"179 St Laurent Blvd, Ottawa, ON",(613) 746-1023,Grocery,2021-07-06,45.4541521,-75.6539569,FALSE,grocery,small,935,Manor Park, 
Manotick Natural Market,"1143 Tighe Street, Manotick, ON K4M 1A8",NA,"Jewellery, Vitamins &amp; Supplements, Health Food Store",2021-08-26,45.2256217,-75.6840638,FALSE,specialty,health store,64,Manotick, 
Manphong Supermarket,"775 Somerset St W, Ottawa, ON",(613) 230-9934,Grocery,2021-07-06,45.4101418,-75.7096661,FALSE,grocery,small,957,West Centretown,Centre-Ville Ouest
Maple Hill Urban Farm,"200 Moodie Drive, Ottawa, ON K2H 8K6",NA,Farmers' Market,2021-08-26,45.3290301,-75.8440551,FALSE,farmer's market,farmer's market,926,Greenbelt,Ceinture de Verdure
Maple Leaf Dairy,"249 Bridge Street, Carleton Place, ON K7C 3H3",NA,Convenience Stores,2021-08-26,45.1421263,-76.1484897,FALSE,convenience,regular,NA,NA,NA
Maple Tuck Shop,"1150 Fisher Ave, Ottawa, ON K1Z 8M6",NA,Convenience Stores,2021-08-26,45.3775357,-75.7215341,FALSE,convenience,regular,28,Civic Hospital-Central Park,HÃ´pital Civique - Parc Central
Marcello's,"407 Laurier Avenue W, Ottawa, ON K1R 7Y7",NA,"Buffets, Delis",2021-08-26,45.4176063,-75.7020495,FALSE,convenience,regular,24,Centretown,Centre-Ville
Marcello's Catering,"333 Preston St, Ottawa, ON K1S 5N4",NA,Caterers,2021-08-26,45.4024288,-75.7084054,FALSE,specialty,bakery,957,West Centretown,Centre-Ville Ouest
Marcello's Deli & Market,"240 Sparks St, Ottawa, ON K1P 6C9",NA,"Delis, Sandwiches",2021-08-26,45.4202971,-75.702403,FALSE,specialty,deli meat cheese,24,Centretown,Centre-Ville
Marcello's Marche Et Deli,"25 Rue Eddy, Gatineau, QC J8X 4B5",NA,Caterers,2021-08-26,45.4257486,-75.7205696,TRUE,specialty,deli meat cheese,NA,NA,NA
Marcello's Marche Et Deli,"1 Promenade Du Portage, Gatineau, QC J8X 4B1",NA,"Delis, Sandwiches",2021-08-26,45.4251583,-75.7217569,TRUE,specialty,deli meat cheese,NA,NA,NA
Marcello's Market & Deli,"99 Bank St, Ottawa, ON K1P 6B9",NA,"Delis, Sandwiches",2021-08-26,45.4204966,-75.7000906,TRUE,specialty,deli meat cheese,24,Centretown,Centre-Ville
Marcello's Market & Deli,"150 Slater St., Ottawa, ON K1P 5H3",NA,NA,2021-08-26,45.4201613,-75.6974389,TRUE,grocery,large,24,Centretown,Centre-Ville
MarchÃ¢Ë†Å¡Ã‚Â© Bonichoix Alain Viau,"1244 St Augustin Rd, Embrun, ON K0A 1W0",NA,NA,2021-08-26,45.274131,-75.275381,FALSE,grocery,small,NA,NA,NA
MarchÃƒÂ© Hintonburg Market,"1059 Wellington Street, Ottawa, ON",(613) 722-2777,"Butcher, Cheese Shops, Grocery",2021-07-06,45.4039534,-75.7247482,FALSE,grocery,small,47,Hintonburg - Mechanicsville, 
Mario's Food Centre,"381 McArthur Ave, Ottawa, ON",(613) 749-1247,Grocery,2021-07-06,45.4323227,-75.6505081,FALSE,grocery,small,954,Vanier South,Vanier Sud
Markie's Montreal Smoked Meat,"E-1679 Carling Ave, Ottawa, ON K2A 1C4",NA,"Delis, Meat Shops, Sandwiches",2021-08-26,45.3797627,-75.7502537,FALSE,specialty,deli meat cheese,958,Westboro, 
Marsh's Gourmet Cookie Dough,"10 Belmont, Aylmer, QC J9H 6J5",NA,Bakeries,2021-08-26,45.39423,-75.830209,FALSE,specialty,bakery,NA,NA,NA
Matar Meat Shop,"1077 Cyrville Rd, Gloucester, ON K1J 7S6",NA,NA,2021-08-26,45.4246534,-75.6349292,FALSE,grocery,small,940,Overbrook - McArthur, 
Maurice Grocery Store,"1755 Frobisher Ln, Ottawa, ON K1G 3T6",NA,NA,2021-08-26,45.4020236,-75.6652683,FALSE,grocery,small,947,Riverview, 
Maverick's Donut,"1500 Bank Street, Ottawa, ON K1H 7Z2",NA,Doughnuts,2021-08-26,45.3809813,-75.6701018,FALSE,specialty,bakery,903,Billings Bridge - Alta Vista, 
Maverick Donuts,"46 Byward Market Square, Ottawa, ON K1N 7A2",NA,Doughnuts,2021-08-26,45.427458,-75.6928445,FALSE,specialty,bakery,908,Byward Market,Marché By
Maxi,"300 Saint-Joseph Blvd, Ottawa, ON",(819) 777-6551,Grocery,2021-07-06,45.460199,-75.5555398,FALSE,grocery,small,926,Greenbelt,Ceinture de Verdure
Maya Market,"197 Norice St, Nepean, ON K2G 2Y5",(613) 321-4561,NA,2021-08-26,45.3397168,-75.7540739,FALSE,grocery,small,31,Cityview - Crestview - Meadowlands, 
MC Hallal Meat & Grocery,"379 McArthur Ave., Vanier, ON K1L 6N5",(613) 744-6634,NA,2021-08-26,45.4323187,-75.6505747,FALSE,grocery,small,954,Vanier South,Vanier Sud
MD Tuck Shop,"1551 Riverside Dr, Ottawa, ON K1G 4B5",NA,Convenience Stores,2021-08-26,45.408483,-75.6627191,FALSE,convenience,regular,947,Riverview, 
Mediterranean Bakery - Pastry & Pizza,"2698 Alta Vista Drive, Ottawa, ON K1P 5K9",NA,"Pizza, Bakeries, Patisserie/Cake Shop",2021-08-26,45.3734448,-75.6641114,FALSE,specialty,bakery,903,Billings Bridge - Alta Vista, 
Melrose Grocery Store,"1082 Wellington St W, Ottawa, ON",(613) 728-2566,Convenience Stores,2021-07-06,45.4031558,-75.7250742,FALSE,grocery,small,47,Hintonburg - Mechanicsville, 
Meow Tea,"279 Elgin Street, Ottawa, ON K2P 1M1",NA,"Bubble Tea, Bakeries, Coffee &amp; Tea",2021-08-26,45.4175576,-75.6899254,FALSE,specialty,bakery,24,Centretown,Centre-Ville
Mercado Latino,"67 Montreal Rd, Vanier, ON K1L 6E8",(613) 747-3795,NA,2021-08-26,45.4337466,-75.6680196,FALSE,grocery,small,953,Vanier North,Vanier Nord
Mergi Shop,"382 Rideau St, Ottawa, ON K1N 5Y8",NA,NA,2021-08-26,45.4297893,-75.6827599,FALSE,grocery,small,949,Sandy Hill,CÃ´te-de-Sable
Merivale Fish Market,"1480 Merivale Road, Ottawa, ON",(613) 723-7203,Seafood Markets,2021-07-06,45.3601589,-75.7359322,FALSE,grocery,small,950,Skyline - Fisher Heights, 
Metcalfe Variety,"8196 Victoria Street, Ottawa, ON K0A 2P0",NA,"Beer, Wine &amp; Spirits, Convenience Stores",2021-08-26,45.2349347,-75.4743956,FALSE,convenience,regular,66,Metcalfe, 
METRO,"6509 Jeane D'Arc Blvd., Orleans, ON K1C 2R1",613-837-1170,Metro Convent Glen Mall,2021-05-01,45.4807611,-75.5361128,TRUE,grocery,large,915,Convent Glen - Orléans Woods, 
METRO,"1675 Tenth Line Road, Orleans, ON K1E 3P6",613-837-2614,Metro Fallingbrook,2021-05-01,45.4690176,-75.4912331,TRUE,grocery,large,920,Fallingbrook, 
METRO,"4510 Innes Road, Ottawa, ON K4A 4C5",613-824-8850,Metro Cumberland,2021-05-01,45.4613368,-75.4841125,TRUE,grocery,large,942,Portobello South, 
METRO,"1930 Montreal Road, Gloucester, ON K1J 6N2",613-744-2961,Metro Ogilvie Square,2021-05-01,45.4454303,-75.5952217,TRUE,grocery,large,3,Beacon Hill South - Cardinal Heights,Beacon Hill Sud - Cardinal Heights
METRO,"50 Beechwood Avenue, Ottawa, ON K1L 8B3",613-744-6676,Metro Beechwood,2021-05-01,45.4394956,-75.6756442,TRUE,grocery,large,953,Vanier North,Vanier Nord
METRO,"2636 Innes Road, Gloucester, ON K1B 4Z8",613-837-1845,Metro Blackburn Shoppes,2021-05-01,45.4314383,-75.5630346,TRUE,grocery,large,904,Blackburn Hamlet, 
METRO,"375 Daniel St. S, Arnprior, ON K7S 3K6",613-623-6273,Metro Arnprior,2021-05-01,45.4257504,-76.3679176,TRUE,grocery,large,NA,NA,NA
METRO,"754 Bank Street, Ottawa, ON K1S 3V6",613-232-9466,Metro Glebe,2021-05-01,45.4033564,-75.6889232,TRUE,grocery,large,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
METRO,"345 Carleton Avenue, Ottawa, ON K1Y 0K3",613-725-3065,Metro Island Park,2021-05-01,45.3983659,-75.7404881,TRUE,grocery,large,55,Island Park - Wellington Village,Island Park - Village Wellington
METRO,"2261 Walkley Road, Ottawa, ON K1G 3G8",613-526-5994,Metro Elmvale,2021-05-01,45.3895383,-75.6192521,TRUE,grocery,large,919,Elmvale - Canterbury, 
METRO,"1360 Richmond Road, Ottawa, ON K2B 8L4",613-828-4207,Metro Lincoln Fields Mall,2021-05-01,45.3651759,-75.7866521,TRUE,grocery,large,906,Britannia Village, 
METRO,"2515 Bank Street, Ottawa, ON K1V 8R9",613-731-7410,Metro Southgate,2021-05-01,45.3542812,-75.6459712,TRUE,grocery,large,97,South Keys - Greenboro West,South Keys - Greenboro Ouest
METRO,"3310 McCarthy Rd., Ottawa, ON K1V 9S1",613-523-2774,Metro McCarthy Rd.,2021-05-01,45.3506573,-75.6719591,TRUE,grocery,large,49,Hunt Club East - Western Community,Hunt Club Est - Communauté de l'Ouest
METRO,"1705 Merivale Road, Ottawa, ON K2G 3K2",613-274-7274,Metro Merivale Rd.,2021-05-01,45.3449939,-75.7280403,TRUE,grocery,large,905,Borden Farm - Fisher Glen, 
METRO,"4048 Carling Avenue, Kanata, ON K2K 1Y1",613-599-0470,Metro March Rd.,2021-05-01,45.3371417,-75.9072525,TRUE,grocery,large,907,Brookside - Briarbrook - Morgan's Grant, 
METRO,"#2 - 1811 Robertson Road, Nepean, ON K2H 8X3",613-721-7028,Metro Stafford Centre,2021-05-01,45.3302476,-75.8171021,TRUE,grocery,large,6,Bells Corners East,Bells Corners Est
METRO,"250 Greenbank Road, Nepean, ON K2H 8P3",613-828-9321,Metro Greenbank Square,2021-05-01,45.3253982,-75.7798765,TRUE,grocery,large,100,Trend-Arlington, 
METRO,"10 Cope Drive, Kanata, ON K2M 0N2",613-271-7020,Metro Eagleson Road,2021-05-01,45.2821603,-75.8652185,TRUE,grocery,large,924,Glen Cairn - Kanata South Business Park,Glen Cairn - Parc d'Affaires Kanata-Sud
METRO,"3201 Strandherd Drive, Nepean, ON K2J 5N1",613-823-8825,Metro Chapman Mills,2021-05-01,45.27456,-75.7212893,TRUE,grocery,large,914,Chapman Mills, 
Metro Plus,"910 Boulevard Maloney E, Ottawa, ON",(819) 643-2353,Grocery,2021-07-06,45.4883472,-75.5975053,FALSE,grocery,small,NA,NA,NA
Metropolitain Brasserie,"700 Sussex Drive, Ottawa, ON K1N 1K4",NA,"French, Seafood, Brasseries",2021-08-26,45.4257961,-75.6940846,FALSE,specialty,bakery,908,Byward Market,Marché By
MF Foodmart,"850 Merivale Rd, Ottawa, ON K1Z 5Z4",NA,NA,2021-08-26,45.3852417,-75.732678,FALSE,grocery,small,18,Carlington, 
Michael's Confectionary,"287 Somerset St E, Ottawa, ON K1N 6V7",NA,"Grocery, Convenience Stores",2021-08-26,45.4237649,-75.6766297,FALSE,convenience,regular,949,Sandy Hill,CÃ´te-de-Sable
Michel's Baguette,"50 Rideau Street, Ottawa, ON K1N 9J7",NA,"Bakeries, Coffee &amp; Tea, Sandwiches",2021-08-26,45.4252795,-75.6929819,FALSE,specialty,bakery,949,Sandy Hill,CÃ´te-de-Sable
Michel's Bakery Cafe,"1200 St. Laurent Blvd, Ottawa, ON K1K",NA,"Coffee &amp; Tea, Bakeries",2021-08-26,45.4219466,-75.6387057,FALSE,specialty,bakery,940,Overbrook - McArthur, 
Mickey Tran Dba All Convenience,"200 Rideau Ter, Ottawa, ON K1M 0Z3",NA,Convenience Stores,2021-08-26,45.4433902,-75.6747098,FALSE,convenience,regular,933,Lindenlea - New Edinburgh, 
Mid-East Food Centre,"1010 Belfast Road, Ottawa, ON",(613) 244-2525,Grocery,2021-07-06,45.4107723,-75.6310612,FALSE,grocery,small,917,East Industrial,Industriel-Est
Midori Market,"3689 Navan Rd, Ottawa, ON K4B 1H9",(613) 837-3000,"Pizza, Convenience Stores",2021-07-06,45.4265805,-75.4890519,FALSE,grocery,small,75,Chapel Hill South,Chapel Hill Sud
Mike's Corner Store,"44 Elm St, Ottawa, ON K1R 6N1",NA,Convenience Stores,2021-08-26,45.4103193,-75.7125998,FALSE,convenience,regular,957,West Centretown,Centre-Ville Ouest
Mike's Garden Harvest,"436 River Rd, Gloucester, ON K1V 1E7",NA,NA,2021-08-26,45.3017972,-75.6968555,FALSE,grocery,small,926,Greenbelt,Ceinture de Verdure
Millers' Farm and Market,"6158 Rideau Valley Dr N, Manotick, ON K4M 1B3",NA,NA,2021-08-26,45.1950474,-75.6437272,FALSE,grocery,small,70,North Gower - Kars, 
Milo's Pastry,"505 Industrial Avenue, Ottawa, ON K1G 0Z1",NA,"Desserts, Coffee &amp; Tea",2021-08-26,45.4121976,-75.6472274,FALSE,specialty,bakery,917,East Industrial,Industriel-Est
Mimi's Food Market Express,"549 Gladstone Ave, Ottawa, ON",(613) 216-7355,Convenience Stores,2021-07-06,45.4099135,-75.6994313,FALSE,grocery,small,24,Centretown,Centre-Ville
Mimi Dairy Barn and Cafe,"1088 Bridge St, Ottawa, ON K4M 1J2",NA,"Desserts, Cafes, Ice Cream &amp; Frozen Yogurt",2021-08-26,45.2292958,-75.6819243,FALSE,specialty,bakery,64,Manotick, 
Min-A-Mart,"158 McArthur Ave, Ottawa, ON K1L 8C9",NA,Convenience Stores,2021-08-26,45.4306706,-75.6632267,FALSE,convenience,regular,940,Overbrook - McArthur, 
Mini Confectionery,"273 Montfort St, Vanier, ON K1L 5N8",NA,NA,2021-08-26,45.4389471,-75.6615451,FALSE,grocery,small,953,Vanier North,Vanier Nord
Misto Fine Food Emporium,"1387 Carling Avenue, Ottawa, ON",(613) 798-9367,"Delis, Italian",2021-07-06,45.3863565,-75.7395389,FALSE,grocery,small,958,Westboro, 
MOBIL@  - 4272,"4270 INNES ROAD, OTTAWA, ON",NA,NA,2021-08-26,45.4572295,-75.4953166,FALSE,convenience,gas station,942,Portobello South, 
MOBIL@  - 4281,"1460 MERIVALE ROAD, OTTAWA, ON",NA,NA,2021-08-26,45.3619299,-75.7353516,FALSE,convenience,gas station,950,Skyline - Fisher Heights, 
Moca Loca,"335 Boulevard Saint-Joseph, Gatineau, QC J8Y",NA,"Bakeries, Cafes, Sandwiches",2021-08-26,45.4415051,-75.733081,FALSE,specialty,bakery,NA,NA,NA
Moca Loca Cafe,"1 Rue Victoria, Gatineau, QC J8X 1Z6",NA,"Coffee &amp; Tea, Bakeries, Sandwiches",2021-08-26,45.42903,-75.7157277,FALSE,specialty,bakery,NA,NA,NA
Moe's Convenience Store,"1665 Cyrville Road, Gloucester, ON K1B 3L7",NA,Convenience Stores,2021-08-26,45.418213,-75.6081073,FALSE,convenience,regular,86,Pineview, 
Mommy's Yummies Food,"15 Grenfell Crescent, Nepean, ON K2G 0G3",NA,Health Food Store,2021-08-26,45.3104886,-75.7379324,FALSE,specialty,health store,65,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
Moncion's Your Independant Grocer,"671 River Road, Gloucester, ON K1V 2G2",NA,"Grocery, Pharmacy",2021-08-26,45.2705567,-75.6974346,FALSE,specialty,health store,946,Riverside South - Leitrim,Riverside Sud - Leitrim
Monty's Deli,"78 Hinton Ave N, Ottawa, ON K1Y 0Z8",NA,"Delis, Sandwiches",2021-08-26,45.4011279,-75.7319038,FALSE,specialty,deli meat cheese,47,Hintonburg - Mechanicsville, 
Mooney's Bay Grocerteria,"2660 Norberry Crescent, Ottawa, ON K1V 6N2",NA,NA,2021-08-26,45.3683529,-75.6832697,FALSE,grocery,small,90,Riverside Park,Parc Riverside
Morala Specialty Coffee,"734 Bank St, Ottawa, ON K1S 3V4",NA,"Coffee &amp; Tea, Sandwiches",2021-08-26,45.4040279,-75.6891235,FALSE,specialty,bakery,923,Glebe - Dows Lake,Glebe â€“ Lac Dows
Morning Owl Coffee House,"139 Bank Street, Ottawa, ON K1P 5N7",NA,Coffee &amp; Tea,2021-08-26,45.4190924,-75.6993655,FALSE,specialty,bakery,24,Centretown,Centre-Ville
Morning Owl Coffeehouse & Variety,"1047 Canadian Shield Avenue, Ottawa, ON K2K",NA,Coffee &amp; Tea,2021-08-26,45.3150134,-75.9016144,FALSE,specialty,bakery,928,Kanata Lakes - Arcardia, 
Moroccan Market Center,"2249 Carling Ave Suite 102, Ottawa, ON K2B 7E9",NA,NA,2021-08-26,45.3692691,-75.7744008,FALSE,grocery,small,910,Carlingwood West - Glabar Park - McKellar Heights, 
Motar Co,"2595 Blackwell St, Ottawa, ON K1B 4E4",NA,NA,2021-08-26,45.4042533,-75.6087204,FALSE,grocery,small,917,East Industrial,Industriel-Est
Moussa Mini Market & Meat Shop,"300 McArthur Ave, Ottawa, ON",(613) 745-7900,Grocery,2021-07-06,45.4314481,-75.6559184,FALSE,grocery,small,940,Overbrook - McArthur, 
Mr Pretzel,"2277 Riverside Drive, Ottawa, ON K1H 7X6",NA,Bakeries,2021-08-26,45.3856281,-75.6774777,FALSE,specialty,bakery,903,Billings Bridge - Alta Vista, 
Mr Pretzels,"50 Rideau Street, Ottawa, ON K1N 9J7",NA,Desserts,2021-08-26,45.4252795,-75.6929819,FALSE,specialty,bakery,949,Sandy Hill,CÃ´te-de-Sable
Mr. Beef,"223 Mcwatty Rd, Pakenham, ON K0A 2X0",NA,NA,2021-08-26,45.3218881,-76.2969384,FALSE,grocery,small,NA,NA,NA
Mr. beef halal meat,"2335 St. Laurent Blvd, Ottawa, ON K1G 5G6",NA,NA,2021-08-26,45.383079,-75.6206065,FALSE,grocery,small,917,East Industrial,Industriel-Est
Mr. Gas,"297 Edwards Street, Rockland, Ontario, K4K 1H6",(613) 446-6877,NA,2021-08-26,45.5515862,-75.295229,TRUE,convenience,gas station,NA,NA,NA
Mr. Gas,"980 Cameron Street, Cumberland, Ontario, K4C 1A1",(613) 833-3038,NA,2021-08-26,45.5177895,-75.4112554,TRUE,convenience,gas station,916,Cumberland, 
Mr. Gas,"1270 Trim Road, Orleans, Ontario, K4A 3P7",(613) 824-7126,NA,2021-08-26,45.4910181,-75.4799664,TRUE,convenience,gas station,920,Fallingbrook, 
Mr. Gas,"2336 Rue Saint-Louis, Gatineau, Quebec, J8V 1A2",(819) 561-1552,NA,2021-08-26,45.488509,-75.7471389,TRUE,convenience,gas station,NA,NA,NA
Mr. Gas,"4042 Innes Road, Ottawa, Ontario, K1C 1T1",613-837-7652,NA,2021-08-26,45.4551013,-75.5051859,TRUE,convenience,gas station,75,Chapel Hill South,Chapel Hill Sud
Mr. Gas,"1970 Ogilvie Road, Gloucester, Ontario, K1J 9M8",613-744-0759,NA,2021-08-26,45.4334134,-75.6126406,TRUE,convenience,gas station,912,Carson Grove - Carson Meadows, 
Mr. Gas,"400 Daniel Street South, Arnprior, Ontario, K7S 3G9",(613) 623-8291,NA,2021-08-26,45.4230993,-76.3688754,TRUE,convenience,gas station,NA,NA,NA
Mr. Gas,"5899 Hazeldean Road, Stittsville, Ontario, K2S 1B9",(613) 836-2769,NA,2021-08-26,45.2779141,-75.9209097,TRUE,convenience,gas station,951,Stittsville, 
Muckleston & Brockwell,"127 Beechwood Avenue, Ottawa, ON",(613) 745-2244,"Butcher, Meat Shops",2021-07-06,45.441975,-75.672293,FALSE,grocery,small,933,Lindenlea - New Edinburgh, 
Mulligan's Grocery,"2321 Andrew St, North Gower, ON K0A 2T0",(613) 489-3333,NA,2021-08-26,45.1325067,-75.7164331,FALSE,grocery,small,70,North Gower - Kars, 
Munster Farm,"2535 Munster Rd, Stittsville, ON K2S 1B8",NA,NA,2021-08-26,45.1791782,-75.95095,FALSE,grocery,small,67,Munster - Ashton, 
Muscle Madness,"183 Preston St, Ottawa, ON K1R 7P8",NA,Health Food Store,2021-08-26,45.4064902,-75.7127802,FALSE,specialty,health store,957,West Centretown,Centre-Ville Ouest
Nasa Food Centre,"3050 Woodroffe Ave, Ottawa, ON",(613) 823-8225,Grocery,2021-07-06,45.2845844,-75.7241576,FALSE,grocery,small,937,Old Barrhaven East,Old Barrhaven Est
Nat's Bread Company,"857 Boyd Ave, Ottawa, ON K2A 2C9",NA,Bakeries,2021-08-26,45.3764591,-75.7506528,FALSE,specialty,bakery,910,Carlingwood West - Glabar Park - McKellar Heights, 
