rowid,name,address,category2,category3,Nbhd,lat,lng,dataset,phone,chain,nems_code,num_name,name_word,update_date
NA,Kothu Rotti,"408 Dalhousie Street, Ottawa K1N 9J9",restaurant,regular,NA,45.4265685,-75.6893053,new,+1 (613) 680-7812,0,NA,408 DALHOUSIE,KOTHU,2021-11-11
NA,KOZY NEST RESTAURANT,2520 ST JOSEPH BOULEVARD,restaurant,regular,NA,45.47026825,-75.52644348,old,NA,0,NA,2520 ST,KOZY,2018-07-06
NA,KS on the Keys,"1029 Daze Street, Ottawa, ON K1V 2G3",restaurant,regular,NA,45.3533241,-75.6521012,old,NA,1,NA,1029 DAZE,KS,2018-07-10
NA,KS on the Keys,"1029 Dazé Street, Ottawa K1V 2G3",restaurant,regular,NA,45.3531027778,-75.6520222222,new,+1 (613) 521-0498,1,NA,1029 DAZÉ,KS,2021-11-11
NA,Kuidaore,"420 Preston St, Ottawa, ON K1S 4N2",restaurant,nightlife,NA,45.400346,-75.7096239,old,NA,0,NA,420 PRESTON,KUIDAORE,2018-06-01
NA,Kungfu Bistro,1110 Carp Road #150 K2S 0T2 1B9,restaurant,regular,NA,45.2686388889,-75.9423,new,+1 (613) 831-6808,0,NA,1110 CARP,KUNGFU,2021-11-11
NA,Kyoto Sushi,"132 Bank St, Ottawa, ON K1P 5N7",restaurant,regular,NA,45.4191128,-75.6997904,old,NA,0,NA,132 BANK,KYOTO,2018-07-10
NA,La Bottega Nicastro,"64 George Street, Ottawa K1N 5V9",restaurant,regular,NA,45.426964,-75.692051,new,+1 (613) 789-7575,0,NA,64 GEORGE,LA,2021-11-11
NA,La Brioche,"866 Bank Street, Ottawa K1S 3W2",restaurant,regular,NA,45.4010472222,-75.6873638889,new,+1 (613) 565-0002,0,NA,866 BANK,LA,2021-11-11
NA,La Catrina Churro Dessert Bar,"105B Clarence Street, Ottawa, ON K1N 5P5",fast food,coffee shop,NA,45.4294686,-75.6923985,old,NA,0,NA,105B CLARENCE,LA,2018-07-26
NA,La Cocina Loca,"1079 Wellington St W, Ottawa K1Y 2Y3",restaurant,regular,NA,45.4034203,-75.7251871,new,+1 (613) 798-9292,0,NA,1079 WELLINGTON,LA,2021-11-11
NA,La Crémière,"Bayshore Shopping Centre, 100 Bayshore Drive,  Ottawa K2B 8C1",restaurant,regular,NA,45.3470236,-75.8068072,new,+1 (613) 726-8863,0,NA,100 BAYSHORE,LA,2021-11-11
NA,LA CUCINA,"5547 Hazeldean Rd, Stittsville, ON K2S 0P5",restaurant,regular,NA,45.2880471,-75.9050447,old,NA,0,NA,5547 HAZELDEAN,LA,2018-07-06
NA,La Cucina Ristorante,"474 Hazeldean Road, Ottawa K2L 4E5",restaurant,regular,NA,45.2973527778,-75.8880305556,new,+1 (613) 836-1811,0,NA,474 HAZELDEAN,LA,2021-11-11
NA,LA GRAND PITA,1309 CARLING AVENUE,fast food,regular,NA,45.38709259,-75.7355423,old,NA,0,422,1309 CARLING,LA,2018-07-06
NA,La Maison - The House,"191 Somerset Street East, Ottawa K1N 6V1",restaurant,regular,NA,45.422457,-75.679632,new,+1 (613) 565-9585,0,NA,191 SOMERSET,LA,2021-11-11
NA,La Noodle,"1383 Clyde Avenue, Ottawa, ON K2G 3H7",restaurant,regular,NA,45.3597207,-75.738109,old,NA,1,NA,1383 CLYDE,LA,2018-07-10
NA,La Noodle,"179 George Street, Ottawa, ON K1N 1J8",restaurant,regular,NA,45.4290087,-75.6878022,old,NA,1,NA,179 GEORGE,LA,2018-07-10
NA,La Noodle,"790 Kanata Avenue, Ottawa",restaurant,regular,NA,45.310359,-75.90929,new,+1 (613) 599-0880,1,NA,790 KANATA,LA,2021-11-11
NA,La Piazza,"5530 Manotick Main Street, Ottawa K4M 1A2",restaurant,regular,NA,45.2256444444,-75.6854388889,new,+1 (613) 692-2587,0,NA,5530 MANOTICK,LA,2021-11-11
NA,LA PIAZZA,5530-3 MANOTICK MAIN STREET,restaurant,regular,NA,45.22571945,-75.68531036,old,NA,0,NA,55303 MANOTICK,LA,2018-07-06
NA,LA PORTO A CASA,3500-6 FALLOWFIELD ROAD,restaurant,regular,NA,45.29333115,-75.74184418,old,NA,0,NA,35006 FALLOWFIELD,LA,2018-07-06
NA,La Porto A Casa,"Barrhaven Crossing, 3500 Fallowfield Road, Ottawa K2J 4B3",restaurant,regular,NA,45.293725,-75.741675,new,+1 (613) 843-0825,0,NA,3500 FALLOWFIELD,LA,2021-11-11
NA,La Teranga,"332 Wilbrod Street, Ottawa, ON K1N 6M5",restaurant,regular,NA,45.4276885,-75.6798158,old,NA,0,NA,332 WILBROD,LA,2018-07-10
NA,La Terrasse - Fairmont Château Laurier,"Fairmont Château Laurier, 1 Rideau Street, Ottawa K1N 8S7",restaurant,regular,NA,45.4250732,-75.6948637,new,Not Available,0,NA,1 RIDEAU,LA,2021-11-11
NA,La Tropiqua,"1292 Wellington Street West, Ottawa K1Y 3A9",restaurant,regular,NA,45.398825,-75.735578,new,+1 (613) 695-2256,0,NA,1292 WELLINGTON,LA,2021-11-11
NA,Lakeside Mediterranean,"155 Bridge Street, Carleton Place K7C 2V6",restaurant,regular,NA,45.140134,-76.146251,new,+1 (613) 253-8333,0,NA,155 BRIDGE,LAKESIDE,2021-11-11
NA,LAPOINTE FISH,1831 ROBERTSON ROAD,restaurant,regular,NA,45.32831955,-75.81929779,old,NA,0,NA,1831 ROBERTSON,LAPOINTE,2018-07-06
NA,Lapointe Seafood Grill,"55 York Street, Ottawa K1N 9B7",restaurant,regular,NA,45.428262,-75.692897,new,+1 (613) 241-6221,0,NA,55 YORK,LAPOINTE,2021-11-11
NA,LAPOINTES FISH MARKET,46 BYWARD MARKET SQUARE,restaurant,regular,NA,45.42747116,-75.69283295,old,NA,0,NA,46 BYWARD,LAPOINTES,2018-07-06
NA,LAPOINTES FRESH FISH CAFE,55 YORK STREET,restaurant,regular,NA,45.42832184,-75.69284821,old,NA,0,NA,55 YORK,LAPOINTES,2018-07-06
NA,Latin Bistro,"1121 Meadowlands Drive East, Ottawa K2C 0K5",restaurant,regular,NA,45.3627583333,-75.7118527778,new,+1 (613) 510-1202,0,NA,1121 MEADOWLANDS,LATIN,2021-11-11
NA,Laurier Social House,"244 Laurier Avenue East, Ottawa K1N 6P7",restaurant,regular,NA,45.4260533,-75.6811268,new,+1 (613) 680-3999,0,NA,244 LAURIER,LAURIER,2021-11-11
NA,Law & Orders,"13694 Highway 7, Carleton Place K7C 3P1",restaurant,regular,NA,45.1456216,-76.1975083,new,+1 (613) 253-5558,0,NA,13694 HIGHWAY,LAW,2021-11-11
NA,Layalina,"3059 Carling Avenue, Unit B, Ottawa K2B 7K4",restaurant,regular,NA,45.355385,-75.807247,new,+1 (613) 255-3555,0,NA,3059 CARLING,LAYALINA,2021-11-11
NA,Laziza Pizza,"1756 Bantree Street, Ottawa K1B 3WR",restaurant,regular,NA,45.407529,-75.618273,new,+1 (613) 749-9992,0,NA,1756 BANTREE,LAZIZA,2021-11-11
NA,LAZIZA PIZZA,4-1756 BANTREE STREET,fast food,regular,NA,45.40743256,-75.61833954,old,NA,0,312,41756 BANTREE,LAZIZA,2018-07-06
NA,Le Bac À Frites,"65-85 University Private, Ottawa, ON K1N 7K4",restaurant,regular,NA,45.4231416,-75.6841433,old,NA,0,NA,6585 UNIVERSITY,LE,2018-07-10
NA,Le Café,"National Arts Centre, 53 Elgin Street, Ottawa K1P 5W1",restaurant,regular,NA,45.423285,-75.694699,new,+1 (613) 594-5127,0,NA,53 ELGIN,LE,2021-11-11
NA,LE CORDON BLEU,453 LAURIER AVENUE EAST,restaurant,regular,NA,45.42915344,-75.67467499,old,NA,0,NA,453 LAURIER,LE,2018-07-06
NA,Le Michel Ange,"35 Laurel Street, Ottawa, ON K1Y 2E7",restaurant,regular,NA,45.4052269,-75.7172853,old,NA,0,NA,35 LAUREL,LE,2018-07-10
NA,Le Mien Craft Noodle,"43 William Street, Ottawa, ON K1N 6Z9",restaurant,regular,NA,45.4278057,-75.6921065,old,NA,0,NA,43 WILLIAM,LE,2018-07-10
NA,Le Monde Cafe,"Sun Life Financial Center, 50 O'Connor Street, Ottawa K1P 5E1",restaurant,regular,NA,45.4206666667,-75.699225,new,+1 (613) 236-6697,0,NA,50 OCONNOR,LE,2021-11-11
NA,Le Moulin de Provence K.D,"30 Metcalfe Street, Ottawa, ON K1P 5L4",fast food,coffee shop,NA,45.4223318,-75.6972065,old,NA,0,NA,30 METCALFE,LE,2018-07-26
NA,Le Muffin Plus,"World Exchange Plaza, 111 Albert Street, Ottawa K1P 1A4",restaurant,regular,NA,45.42165,-75.6964504,new,+1 (613) 232-0416,0,NA,111 ALBERT,LE,2021-11-11
NA,Le Roi Pasteries & Bakery,"1729 Bank Street, Ottawa K1V 7Z5",restaurant,regular,NA,45.3743083333,-75.6648944444,new,+1 (613) 521-5455,0,NA,1729 BANK,LE,2021-11-11
NA,Leisure Cafe,"Ray Friel Recreation Complex, Main Floor, 1585 Tenth Line, Ottawa K1E 3E8",restaurant,regular,NA,45.471971,-75.493103,new,+1 (613) 830-2747,0,NA,1585 TENTH,LEISURE,2021-11-11
NA,Lemon Grass Thai Food,"1055 Somerset Street West, Ottawa K1Y 3C4",restaurant,regular,NA,45.4067583333,-75.719925,new,+1 (613) 729-3282,0,NA,1055 SOMERSET,LEMON,2021-11-11
NA,Level One,"14 Waller St, Ottawa, ON K1N 9C4",restaurant,nightlife,NA,45.4270474,-75.6887529,old,NA,0,NA,14 WALLER,LEVEL,2018-06-01
NA,Lexington,"344 Richmond Road, Ottawa, ON K1Z 5C6",restaurant,nightlife,NA,45.3918246,-75.7541501,old,NA,0,NA,344 RICHMOND,LEXINGTON,2018-07-26
NA,Lieutenant's Pump,"361 Elgin Street, Ottawa, ON K2P 1M9, Canada",restaurant,nightlife,NA,45.41519,-75.687979,old,NA,0,NA,361 ELGIN,LIEUTENANT,2018-06-01
NA,LIFE OF PIE,1095 BANK STREET,fast food,regular,NA,45.39413071,-75.68315887,old,NA,0,252,1095 BANK,LIFE,2018-07-06
NA,LIGHTHOUSE RESTAURANT AND GROCERY,655 BAYVIEW DRIVE,restaurant,regular,NA,45.50957108,-76.09435272,old,NA,0,NA,655 BAYVIEW,LIGHTHOUSE,2018-07-06
NA,Lil' Negril Island Grill,"261 Centrepointe Drive, Ottawa K2G 6E8",restaurant,regular,NA,45.3389055556,-75.7715222222,new,+1 (613) 226-7575,0,NA,261 CENTREPOINTE,LIL,2021-11-11
NA,Lindt Boutique,"825 Exhibition Way, Unit 101, Ottawa K1S 5J3",restaurant,regular,NA,45.3994222222,-75.6842888889,new,+1 (613) 232-5555,0,NA,825 EXHIBITION,LINDT,2021-11-11
NA,Links pub&lounge,"426 Rideau Street, Ottawa K1N 5Z1",restaurant,regular,NA,45.430401,-75.681229,new,+1 (613) 789-0818,0,NA,426 RIDEAU,LINKS,2021-11-11
NA,Liquor Stor Party Bar,"128 York Street, Ottawa, ON, Canada",nightlife,nightlife,NA,45.429235,-75.689965,old,NA,0,NA,128 YORK,LIQUOR,2018-07-06
NA,Liquor Store,"130 York Street, Ottawa K1N 5T5",restaurant,drinks and nightlife,NA,45.42934,-75.689701,new,+1 (613) 241-6827,0,NA,130 YORK,LIQUOR,2021-11-11
NA,Little Caesar's,"2200 MONTREAL ROAD, GLOUCESTER, ON, K1J 6M5",fast food,regular,NA,45.449492,-75.586906,new,NA,1,NA,2200 MONTREAL,LITTLE,2021-11-11
NA,Little Caesar's,"836 MARCH ROAD, KANATA, ON, K2W 0C9",fast food,regular,NA,45.357376,-75.933595,new,NA,1,NA,836 MARCH,LITTLE,2021-11-11
NA,LITTLE CAESARS,1261 STITTSVILLE MAIN STREET,fast food,regular,NA,45.26722717,-75.92880249,old,NA,0,211,1261 STITTSVILLE,LITTLE,2018-06-28
NA,Little Jo Berry’s,"1305 Wellington Street, Ottawa, ON K1Y 3B1",restaurant,regular,NA,45.3989748,-75.7358552,old,NA,0,NA,1305 WELLINGTON,LITTLE,2018-07-10
NA,Little Mac’s,"991 Wellington Street, Ottawa, ON K1A",restaurant,regular,NA,45.4240683,-75.6967382,old,NA,0,NA,991 WELLINGTON,LITTLE,2018-07-10
NA,Little Victories Coffee,"801 Bank Street, Ottawa, ON K1S 3V7",fast food,coffee shop,NA,45.4027839,-75.688067,old,NA,1,NA,801 BANK,LITTLE,2018-07-13
NA,Little Victories Coffee,"1111A Wellington Street, Ottawa K1Y 1P1",restaurant,regular,NA,45.4025436,-75.7261941,new,+1 (613) 627-2770,1,NA,1111A WELLINGTON,LITTLE,2021-11-11
NA,Liuyishou Hotpot,"1568 Merivale Road, Ottawa, ON K2G 3J9",restaurant,regular,NA,45.3516736,-75.7348186,old,NA,0,NA,1568 MERIVALE,LIUYISHOU,2018-07-10
NA,Local Heroes,"2006 Robertson Rd, Ottawa ON , Ottawa, ON, Ottawa",restaurant,regular,NA,45.3249873308,-75.8261914846,new,+1 (613) 422-7832,1,NA,2006 ROBERTSON,LOCAL,2021-11-11
NA,Local Heroes Bells Corners,"15 Robertson Rd, Ottawa K2H7P4",restaurant,regular,NA,45.3246,-75.8276527778,new,+1 (613) 721-7700,0,NA,15 ROBERTSON,LOCAL,2021-11-11
NA,LOIS N' FRIMA'S,1626 STITTSVILLE MAIN STREET,fast food,regular,NA,45.25415039,-75.91655731,old,NA,1,46,1626 STITTSVILLE,LOIS,2018-06-28
NA,LOIS N' FRIMA'S,71 KING GEORGE STREET,fast food,regular,NA,45.42739487,-75.69158936,old,NA,1,46,71 KING,LOIS,2018-06-28
NA,LONE STAR / SPLIT ROCK RANCH,4420 WEST HUNT CLUB ROAD,restaurant,regular,NA,45.30654907,-75.81019592,old,NA,0,NA,4420 WEST,LONE,2018-07-06
NA,LONE STAR CAFE,1211 LEMIEUX STREET,restaurant,regular,NA,45.42221451,-75.63412476,old,NA,0,NA,1211 LEMIEUX,LONE,2018-07-06
NA,LONE STAR GRILL,4048 CARLING AVENUE,restaurant,regular,NA,45.3371582,-75.90769196,old,NA,0,NA,4048 CARLING,LONE,2018-07-06
NA,Lorne Murphy Foods,"70 Colombine Driveway, Ottawa, ON K1A 0K9",restaurant,regular,NA,45.4087972,-75.7372515,old,NA,1,NA,70 COLOMBINE,LORNE,2018-07-10
NA,Lorne Murphy Foods,"Graham Spry Building, 250 Lanark Avenue, Ottawa K1Z 6R5",restaurant,regular,NA,45.397757,-75.752991,new,+1 (613) 724-2411,1,NA,250 LANARK,LORNE,2021-11-11
NA,LOTUS CHINESE FOOD TAKE-OUT,5-3780 FALLOWFIELD ROAD,fast food,regular,NA,45.28709412,-75.7579422,old,NA,0,16,53780 FALLOWFIELD,LOTUS,2018-07-06
NA,Louis' Restaurant,"1 King, Chesterville",restaurant,regular,NA,45.102442,-75.228572,new,+1 (613) 448-2051,0,NA,1 KING,LOUIS,2021-11-11
NA,Louis' Restaurant & Pizza,"181 McArthur Avenue, Ottawa K1L 6P8",restaurant,regular,NA,45.4312694444,-75.6623083333,new,+1 (613) 741-0724,0,NA,181 MCARTHUR,LOUIS,2021-11-11
NA,LOUIS PIZZA RESTAURANT,181-1 MCARTHUR ROAD,restaurant,regular,NA,45.43138885,-75.66236877,old,NA,0,NA,1811 MCARTHUR,LOUIS,2018-07-06
NA,LUCKY 7,8154 JEANNE D'ARC BOULEVARD,fast food,regular,NA,45.48754883,-75.51160431,old,NA,0,NA,8154 JEANNE,LUCKY,2018-07-06
NA,LUCKY DAWG'S,5474 OSGOODE MAIN STREET,fast food,regular,NA,45.14338303,-75.61170959,old,NA,0,198,5474 OSGOODE,LUCKY,2018-07-06
NA,Lucky Dragon Delight,"6081 Hazeldean Road, Ottawa K2S 1B9",restaurant,regular,NA,45.2729638889,-75.9317861111,new,+1 (613) 836-7898,0,NA,6081 HAZELDEAN,LUCKY,2021-11-11
NA,LUCKY DRAGON DELIGHT,6081-12A HAZELDEAN ROAD,restaurant,regular,NA,45.27293396,-75.93218231,old,NA,0,NA,608112A HAZELDEAN,LUCKY,2018-06-29
NA,LUCKY HOUSE CHINESE FOOD,24-1675 TENTH LINE ROAD,fast food,regular,NA,45.46843338,-75.4907074,old,NA,0,177,241675 TENTH,LUCKY,2018-07-06
NA,LUCKY KING,1134 CADBORO ROAD,fast food,regular,NA,45.43102646,-75.62125397,old,NA,0,475,1134 CADBORO,LUCKY,2018-07-06
NA,LUCKY STAR TAKE-OUT,1615 ORLEANS BOULEVARD,fast food,regular,NA,45.46073151,-75.52386475,old,NA,0,9,1615 ORLEANS,LUCKY,2018-07-06
NA,LUIGI'S FIRE GRILL AND PASTA,250 CENTRUM BOULEVARD,restaurant,regular,NA,45.48057556,-75.51011658,old,NA,0,NA,250 CENTRUM,LUIGI,2018-07-06
NA,Lulu Shawarma and Grill,"2910 Woodroffe Avenue, Ottawa, ON K2J 4P7",restaurant,nightlife,NA,45.2928505,-75.728655,old,NA,0,NA,2910 WOODROFFE,LULU,2018-07-10
NA,Lumbertown Ale House,"123 John St N, Arnprior K7S 2N5",restaurant,regular,NA,45.43377,-76.35392,new,+1 (613) 623-8885,0,NA,123 JOHN,LUMBERTOWN,2021-11-11
NA,Luna Crepes & Cafe,"329 March Road, Ottawa K2K 2E1",restaurant,regular,NA,45.3355833333,-75.9083861111,new,+1 (613) 254-5551,0,NA,329 MARCH,LUNA,2021-11-11
NA,LUNA CREPES AND CAFE,329-110 MARCH ROAD,restaurant,regular,NA,45.335392,-75.90840149,old,NA,0,NA,329110 MARCH,LUNA,2018-07-06
NA,LUNCH,102-99 METCALFE STREET,fast food,regular,NA,45.42108536,-75.69548798,old,NA,1,62,10299 METCALFE,LUNCH,2018-06-28
NA,LUNCH,"1055 St Laurent Blvd, Ottawa, ON",fast food,regular,NA,45.427054,-75.6383701,new,NA,1,NA,1055 ST,LUNCH,2021-11-11
NA,LUNCH,"150 Slater Street, Ottawa, ON",fast food,regular,NA,45.4201613,-75.6974389,new,NA,1,NA,150 SLATER,LUNCH,2021-11-11
NA,LUNCH,"301 Wellington Street, Ottawa, ON",fast food,regular,NA,45.4219748,-75.70554849999999,new,NA,1,NA,301 WELLINGTON,LUNCH,2021-11-11
NA,LUNCH,"307 LEGGET DRIVE, Ottawa, ON",fast food,regular,NA,45.3418986,-75.90366639999999,new,NA,1,NA,307 LEGGET,LUNCH,2021-11-11
NA,LUNCH,"373 Sussex Dr, Ottawa, ON K1N 7B1",fast food,regular,NA,45.4304866,-75.696382,old,NA,1,62,373 SUSSEX,LUNCH,2018-06-28
NA,LUNCH,"901 Prince of Wales Dr, Ottawa, ON",fast food,regular,NA,45.3833441,-75.70080999999999,new,NA,1,NA,901 PRINCE,LUNCH,2021-11-11
NA,LUNCH,"Wellington Street, Ottawa, ON",fast food,regular,NA,45.4204306,-75.7049153,new,NA,1,NA,NA,LUNCH,2021-11-11
NA,LUNCH,60-A Lebreton,fast food,regular,NA,45.4085651,-75.7087642,old,NA,1,62,60A LEBRETON,LUNCH,2018-06-28
NA,LUNCHBOX,2817 ST JOSEPH BOULEVARD,fast food,regular,NA,45.47369003,-75.52027893,old,NA,0,127,2817 ST,LUNCHBOX,2018-07-06
NA,LunchBox,2817 Street Joseph Boulevard K1C 1G6,restaurant,regular,NA,45.473681,-75.520312,new,+1 (613) 424-6003,0,NA,2817 STREET,LUNCHBOX,2021-11-11
NA,LunchBox Bistro,"2039 Robertson Road, Ottawa K2H 8R2",restaurant,regular,NA,45.3238416667,-75.8298111111,new,+1 (613) 695-2122,0,NA,2039 ROBERTSON,LUNCHBOX,2021-11-11
NA,Lunergan's,"1661 Montreal Road, Unit 10, Ottawa K1J 9B7",restaurant,regular,NA,45.44676,-75.613184,new,+1 (613) 745-1414,0,NA,1661 MONTREAL,LUNERGAN,2021-11-11
NA,LUNERGANS EATERY & PUB,166-10 MONTREAL ROAD,restaurant,regular,NA,45.44687271,-75.61347961,old,NA,0,NA,16610 MONTREAL,LUNERGANS,2018-07-06
NA,Lunergans Pub & Eatery,"1661 Montreal Rd, Gloucester, ON K1J 9B7",restaurant,nightlife,NA,45.4468399,-75.6135369,old,NA,0,NA,1661 MONTREAL,LUNERGANS,2018-06-01
NA,M & G’s Chip Wagon,"1089 Bank Street, Ottawa, ON K1S",fast food,regular,NA,45.3942823,-75.6834298,old,NA,0,NA,1089 BANK,M,2018-07-10
NA,Mac Daddy's,"Carleton University, Oasis - Residence Commons, 1125 Colonel By Drive, First Floor, Ottawa K1S 5B6",restaurant,regular,NA,45.387087,-75.696736,new,NA,0,NA,1125 COLONEL,MAC,2021-11-11
NA,Magic Molecule,"217 Bank Street, Ottawa, ON K2P 1W9",fast food,regular,NA,45.4172075,-75.6976413,old,NA,0,NA,217 BANK,MAGIC,2018-07-26
NA,Main Street Grill & Pizzeria,"8210 Victoria Street, Ottawa K0A 2P0",restaurant,regular,NA,45.235522,-75.473328,new,+1 (613) 821-5557,0,NA,8210 VICTORIA,MAIN,2021-11-11
NA,Main Street Pizza,"1099 Laurier Street, Rockland K4K 1E3",restaurant,regular,NA,45.55358,-75.2814419,new,+1 (613) 446-6663,0,NA,1099 LAURIER,MAIN,2021-11-11
NA,Main Street Pub,"1408 Main Street, Ottawa K2F 1B8",restaurant,regular,NA,45.2618111111,-75.925566666700007,new,+1 (613) 836-2684,0,NA,1408 MAIN,MAIN,2021-11-11
NA,MAIN STREET PUB,"1408 STITTSVILLE MAIN STREET, Ottawa, ON K2S 1C3",restaurant,nightlife,NA,45.2618122,-75.9252963,old,NA,0,NA,1408 STITTSVILLE,MAIN,2018-06-01
NA,Maison de Xin,"1486 Laurier Street, Clarence-Rockland K4K 1C7",restaurant,regular,NA,45.551425,-75.2882305556,new,+1 (613) 446-5122,0,NA,1486 LAURIER,MAISON,2021-11-11
NA,Maison Fumée BBQ,"779 Boulevard Maloney E, Gatineau J8P 1G5",restaurant,regular,NA,45.483113,-75.616161,new,+1 (819) 893-5959,0,NA,779 BOULEVARD,MAISON,2021-11-11
NA,Malak,"1216 Bank Street, Ottawa K1S 3Y1",restaurant,regular,NA,45.3915111111,-75.6810527778,new,+1 (613) 526-2002,0,NA,1216 BANK,MALAK,2021-11-11
NA,MAMA ROSA PIZZERIA,375 DES EPINETTES AVENUE,fast food,regular,NA,45.46612167,-75.49564362,old,NA,0,320,375 DES,MAMA,2018-07-06
NA,Mama’s Food,"174 Colonnade Rd, Ottawa, ON K2E 7J5",restaurant,regular,NA,45.3421372,-75.7106336,old,NA,0,NA,174 COLONNADE,MAMA,2018-07-10
NA,Mamie Clafoutis,"400 Richmond Road, Ottawa, ON K2A 3X9",fast food,coffee shop,NA,45.3906403,-75.7566312,old,NA,0,NA,400 RICHMOND,MAMIE,2018-07-26
NA,Mamma's Place,"413 Ottawa Street, Mississippi Mills K0A 1A0",restaurant,regular,NA,45.234298,-76.181903,new,+1 (613) 256-0816,0,NA,413 OTTAWA,MAMMA,2021-11-11
NA,MANCHU WOK,1200 ST LAURENT BOULEVARD,fast food,regular,NA,45.42262268,-75.63841248,old,NA,1,240,1200 ST,MANCHU,2018-06-28
NA,MANCHU WOK,2121 CARLING AVENUE,fast food,regular,NA,45.37282181,-75.769104,old,NA,1,240,2121 CARLING,MANCHU,2018-06-28
NA,MANCHU WOK,2277 RIVERSIDE DRIVE,fast food,regular,NA,45.385490419999996,-75.67940521,old,NA,1,240,2277 RIVERSIDE,MANCHU,2018-06-28
NA,MANCHU WOK,407 LAURIER AVENUE,fast food,regular,NA,45.41768265,-75.70265961,old,NA,1,240,407 LAURIER,MANCHU,2018-06-28
NA,Mandaloun Resto Lounge,"730 Industrial Avenue, Ottawa, ON K1G 0Y9",restaurant,nightlife,NA,45.409072,-75.636232,old,NA,0,NA,730 INDUSTRIAL,MANDALOUN,2018-07-26
NA,Mandarin Ogilvie Restaurant,"1137 Ogilvie Road, Ottawa K1J 1J9",restaurant,regular,NA,45.4262384,-75.6316333,new,+1 (613) 749-8838,0,NA,1137 OGILVIE,MANDARIN,2021-11-11
NA,MANDARIN RESTAURANT,1137-117 OGILVIE ROAD,restaurant,regular,NA,45.42669678,-75.63126373,old,NA,0,NA,1137117 OGILVIE,MANDARIN,2018-07-06
NA,Manderley On The Green,"Manderley On The Green Golf Course, 5920 Prince Of Wales Drive, Lower Lounge, Ottawa K0A 2T0",restaurant,regular,NA,45.18162,-75.721126,new,+1 (613) 489-2092,0,NA,5920 PRINCE,MANDERLEY,2021-11-11
NA,Mangez Local À L'année,"2755 Riverside Drive, Ottawa K1A 0B1",restaurant,regular,NA,45.374452,-75.690031,new,NA,0,NA,2755 RIVERSIDE,MANGEZ,2021-11-11
NA,Mangiano Pizzeria,"2564 St. Joseph Boulevard, Ottawa K1C 1G3",restaurant,regular,NA,45.470524,-75.525205,new,+1 (613) 424-6667,0,NA,2564 ST,MANGIANO,2021-11-11
NA,MANGO'S,1020 ST LAURENT BOULEVARD,fast food,regular,NA,45.42814636,-75.63995361,old,NA,0,142,1020 ST,MANGO,2018-07-06
NA,MANGO'S CAFE,2682 ALTA VISTA DRIVE,fast food,regular,NA,45.37334824,-75.66390228,old,NA,0,385,2682 ALTA,MANGO,2018-07-06
NA,Mango's Cafe,"2686 Alta Vista Drive, Ottawa K1V 1A3",restaurant,regular,NA,45.3732944444,-75.6638416667,new,+1 (613) 526-2526,0,NA,2686 ALTA,MANGO,2021-11-11
NA,MANGO RESTAURANT,1020-1 ST LAURENT BOULEVARD,restaurant,regular,NA,45.42809296,-75.64004517,old,NA,0,NA,10201 ST,MANGO,2018-07-06
NA,MANHATTAN'S HANDMADE BURGERS,240 SPARKS STREET,fast food,regular,NA,45.42068481,-75.701828,old,NA,1,201,240 SPARKS,MANHATTAN,2018-06-28
NA,MANHATTAN'S HANDMADE BURGERS,320 QUEEN STREET,fast food,regular,NA,45.41900253,-75.70348358,old,NA,1,201,320 QUEEN,MANHATTAN,2018-06-28
NA,Manotick Gastropub,"5561 Manotick Main Street, Ottawa K4M 1A6",restaurant,regular,NA,45.224024,-75.682545,new,+1 (613) 692-2675,0,NA,5561 MANOTICK,MANOTICK,2021-11-11
NA,MANX PUB,"370 Elgin St, Ottawa, ON K2P 1N1",restaurant,nightlife,NA,45.4150231,-75.6881037,old,NA,0,NA,370 ELGIN,MANX,2018-06-01
NA,Marble Slab Creamery,"773 Bank Street, Ottawa K1S 3V5",restaurant,regular,NA,45.4036222222,-75.688775,new,+1 (613) 421-6690,0,NA,773 BANK,MARBLE,2021-11-11
NA,Marc kitchen,"40 Adeline Street, Ottawa, ON K1S 3L3",restaurant,nightlife,NA,45.3990863,-75.706595,old,NA,0,NA,40 ADELINE,MARC,2018-07-10
NA,Marcello's Market & Deli,"345 Preston Street, Unit B, Ottawa K1S 1V6",restaurant,regular,NA,45.401717,-75.709953,new,+1 (613) 231-6112,0,NA,345 PRESTON,MARCELLO,2021-11-11
NA,MARCELLO'S MARKET AND DELI,150 SLATER STREET,fast food,regular,NA,45.42036438,-75.69732666,old,NA,1,216,150 SLATER,MARCELLO,2018-06-28
NA,MARCELLO'S MARKET AND DELI,240 SPARKS STREET,fast food,regular,NA,45.42072678,-75.70173645,old,NA,1,216,240 SPARKS,MARCELLO,2018-06-28
NA,MARCELLO'S MARKET AND DELI,280 SLATER STREET,fast food,regular,NA,45.41871262,-75.70051575,old,NA,1,216,280 SLATER,MARCELLO,2018-06-28
NA,MARCELLO'S MARKET AND DELI,407 LAURIER AVENUE WEST,fast food,regular,NA,45.41767883,-75.70265961,old,NA,1,216,407 LAURIER,MARCELLO,2018-06-28
NA,MARCELLO'S MARKET AND DELI,"41-2450 Lancaster Road, Ottawa
Ontario, Canada, K1B 5N3",fast food,regular,NA,45.4018642,-75.620141,old,NA,1,216,412450 LANCASTER,MARCELLO,2018-06-28
