name,address,phone,Y,X,note,address2,update_date,category,lat,lng,geometry
Php Marketing,"272 Mountbatten Ave, Ottawa, ON K1H 5W3",NA,NA,NA,Health Food Store,NA,NA,health store,45.3918671,-75.6616033,"c(370446.182087236, 5028333.86175494)"
Ottawa South Groceteria,"431 Sunnyside Ave, Ottawa, ON K1S 0S6",NA,45.3916938,-75.689862,NA,NA,NA,grocery,45.3916938,-75.689862,"c(368233.730989853, 5028291.93997942)"
The SconeWitch,"393 Winston Avenue, Ottawa, ON K2A 1Y8",NA,NA,NA,"Bakeries, Breakfast &amp; Brunch, Cafes",NA,NA,bakery,45.3916923,-75.7564399,"c(363020.692771595, 5028241.45039159)"
D'Cake,"2054 Baffin Avenue, Ottawa, ON K1H 5X3",NA,NA,NA,Bakeries,NA,NA,bakery,45.3916697,-75.6530232,"c(371118.231347235, 5028318.96001902)"
Ottawa South Groceteria,"435 Sunnyside Avenue, Ottawa, ON K1S 0S6",(613) 730-8667,45.39175546,-75.68991012,Grocery,NA,2021-07-06,grocery,45.3916631,-75.6899175,"c(368229.419690957, 5028288.48459819)"
Darvesh Gas Grocery LCBO & Beer Store,"3084 Kinburn Side Road, Kinburn, ON K0A 2H0",NA,45.391489,-76.1885617,"Gas Stations, Beer, Wine &amp; Spirits, Convenience Stores",NA,NA,convenience,45.391489,-76.1885617,"c(329185.686714498, 5027997.08192922)"
Malak Lebanese Pastry,"1216 Bank Street, Ottawa, ON K1S 3Y1",NA,NA,NA,"Bakeries, Desserts, Ice Cream &amp; Frozen Yogurt",NA,NA,bakery,45.3914804,-75.6811092,"c(368919.315179717, 5028275.16183515)"
Quelque Chose Macaron Boutique,"379 Richmond Road, Ottawa, ON K2A 0E7",NA,NA,NA,"Bakeries, Macarons",NA,NA,bakery,45.3914251,-75.7557367,"c(363076.02784815, 5028212.26591145)"
The Piggy Market,"400 Winston Avenue, Ottawa, ON",(613) 371-6124,45.39128067,-75.75653163,"Butcher, Grocery",NA,2021-07-06,grocery,45.391254000000004,-75.756554,"c(363012.208722795, 5028192.66036098)"
Cedars & Co. Food Market,"1255 Bank St, Ottawa, ON",(613) 288-2797,45.39105197,-75.67988304,Grocery,NA,2021-07-06,grocery,45.3909623,-75.6798999,"c(369014.590271143, 5028218.55056345)"
Mamie Clafoutis,"400 Richmond Road, Ottawa, ON K2A 3X9",NA,NA,NA,Bakeries,NA,NA,bakery,45.390509,-75.7564147,"c(363023.880941713, 5028109.97063128)"
Shoppers,"410 Richmond Road , Ottawa",(613) 761-5575,45.3902682,-75.7569456,NA,NA,NA,grocery,45.3902682,-75.7569456,"c(362982.557751391, 5028082.82700607)"
Giant Tiger,"2480 Walkley Road, Ottawa, ON, K1G 6A9",613-526-2416,45.3902453,-75.6101515,NA,NA,NA,convenience,45.3902453,-75.6101515,"c(374476.829933998, 5028196.89358248)"
Chez Fran̤ois - Plaisirs de Provence,"427 Richmond Road, Ottawa, ON K2A 0G2",NA,NA,NA,"Gift Shops, Cosmetics &amp; Beauty Supply, Bakeries",NA,NA,bakery,45.390155,-75.7580499,"c(362896.205018043, 5028069.4495191)"
Ottawa Farmers' Market,"575 Byron Avenue, Ottawa, ON K2A 1H4",NA,NA,NA,"Farmers' Market, Fruits &amp; Veggies",NA,NA,farmer's market,45.3901289,-75.756893,"c(362986.819366709, 5028067.38488039)"
3 Sisters Bakeshop,"2211 Arch Street, Ottawa, ON K1G",NA,NA,NA,"Cafes, Bakeries, Sandwiches",NA,NA,bakery,45.3895561,-75.6304427,"c(372888.819428805, 5028102.93605696)"
METRO,"2261 Walkley Road, Ottawa, ON K1G 3G8",613-526-5994,45.38935,-75.6193,Metro Elmvale,"Ottawa, ON K1G 3G8",2021-05-01,grocery,45.3895383,-75.6192521,"c(373765.096184578, 5028110.48689164)"
Circle K,"2213 Arch St., OTTAWA, Canada",NA,45.3895238,-75.6304321,"atm, coffee, polar_pop, froster, roller_grill",NA,NA,convenience,45.3895238,-75.6304321,"c(372889.688222838, 5028099.35558696)"
Ottawa Farm Fresh Inc.,"2811 Ramsayville Rd, Gloucester, ON K1G 3N2",NA,45.3893024,-75.5778562,NA,NA,NA,grocery,45.3893024,-75.5778562,"c(377006.811426135, 5028120.5800236)"
Shell,"2232 ST. LAURENT BLVD, OTTAWA, Ontario, K1G 1B2",+1 613 731 1582,45.3890879,-75.6180771,NA,NA,NA,convenience,45.3890879,-75.6180771,"c(373857.650485189, 5028061.44238394)"
Riverside Mart,"1335 Bank St, Ottawa, ON K1H 7X8",NA,45.3888422,-75.676649,Convenience Stores,NA,NA,convenience,45.3888422,-75.676649,"c(369271.548935576, 5027985.54693959)"
Bambeeno's Tuck Shop,"2201 Riverside Dr, Ottawa, ON K1H 8K9",NA,45.38841,-75.6745825,Convenience Stores,NA,NA,convenience,45.38841,-75.6745825,"c(369433.856304029, 5027939.17492038)"
Holistic Health Shop,"2211 Riverside Dr, Ottawa, ON K1H 7X5",NA,NA,NA,Health Food Store,NA,NA,health store,45.3882199,-75.6777893,"c(369182.965654733, 5027915.47904735)"
Cedars & Co. Food Market,"1793 Kilborn Ave, Ottawa, ON K1H 6N2",NA,NA,NA,NA,NA,NA,grocery,45.3880921,-75.6452686,"c(371729.638063951, 5027927.80776345)"
Shafie Food Centre,"1655 Kilborn Ave, Ottawa, ON",(613) 523-1980,45.38805329,-75.65208155,Grocery,NA,2021-07-06,grocery,45.3877283,-75.6516525,"c(371230.174154284, 5027882.09009233)"
Extreme Pita,"1125 Colonel By Dr, Ottawa, ON K1S 5B6",NA,NA,NA,Sandwiches,NA,NA,deli meat cheese,45.3874831,-75.6959835,"c(367759.093330902, 5027819.20569901)"
Kardish Health Food Centre,"1309 Carling Avenue, Ottawa, ON K1Z 7L3",NA,NA,NA,Health Food Store,NA,NA,health store,45.3867692,-75.7355233,"c(364663.656534446, 5027709.70051164)"
Shoppers,"1309 Carling Ave , Ottawa",(613) 722-4277,45.3867692,-75.7355233,NA,NA,NA,grocery,45.3867692,-75.7355233,"c(364663.656534446, 5027709.70051164)"
Misto Fine Food Emporium,"1387 Carling Avenue, Ottawa, ON",(613) 798-9367,45.38605223,-75.74102907,"Delis, Italian",NA,2021-07-06,grocery,45.3863565,-75.7395389,"c(364349.641668592, 5027660.85893831)"
Rexall,"1415 Carling Avenue, Ottawa, ON K1Z 7L6",NA,45.386315,-75.7397475,NA,NA,NA,grocery,45.386315,-75.739747499999993,"c(364333.350344893, 5027656.09279936)"
YIG,"2241 Riverside Dr, Ottawa, Ontario, K1H 7X5",6137331590,45.38642,-75.676506,McDonough's Your Independent Grocer,"Ottawa, Ontario, K1H 7X5",2021-05-01,grocery,45.3861802,-75.676197,"c(369309.970309645, 5027690.08613646)"
Ladles Deli,"2323 Riverside Dr, Ottawa, ON K1H 8L5",NA,NA,NA,"Delis, Sandwiches",NA,NA,deli meat cheese,45.3859586,-75.6795206,"c(369049.958696658, 5027662.80152393)"
Rexall,"2269 Riverside Dr E, Ottawa, ON K1H 8K2",NA,45.3858045,-75.6783143,NA,NA,NA,grocery,45.3858045,-75.6783143,"c(369144.596186627, 5027646.64039573)"
Dollarama,"2277 Riverside Dr, Ottawa, ON, K1H 7X6",16135235482,45.3856281,-75.6774777,NA,NA,NA,convenience,45.3856281,-75.6774777,"c(369210.308978362, 5027627.70659228)"
INS Market,"2277 Riverside Dr. Unit 216, Ottawa, ON K1H 7X6",NA,45.3856281,-75.6774777,NA,NA,NA,grocery,45.3856281,-75.6774777,"c(369210.308978362, 5027627.70659228)"
International News,"2277 Riverside Dr, Ottawa, ON K1H 7X6",NA,45.3856281,-75.6774777,NA,NA,NA,convenience,45.3856281,-75.6774777,"c(369210.308978362, 5027627.70659228)"
Mr Pretzel,"2277 Riverside Drive, Ottawa, ON K1H 7X6",NA,NA,NA,Bakeries,NA,NA,bakery,45.3856281,-75.6774777,"c(369210.308978362, 5027627.70659228)"
Natural Food Pantry - Billings Bridge,"2277 Riverside Dr., Ottawa, ON K1H 7X6",NA,45.3856281,-75.6774777,NA,NA,NA,health store,45.3856281,-75.6774777,"c(369210.308978362, 5027627.70659228)"
WALMART,"2277 Riverside Dr, Ottawa, ON, K1H 7X6",613-737-6897,45.384757,-75.679865,Ottawa Billings Bridge,"Ottawa, ON, K1H 7X6",2021-05-01,grocery,45.3856281,-75.6774777,"c(369210.308978362, 5027627.70659228)"
La Tiendita,"848 Merivale Rd, Ottawa, ON",NA,45.38528716,-75.73269076,Grocery,NA,2021-07-06,grocery,45.3854442,-75.7326151,"c(364892.791891101, 5027564.62306054)"
farm 2 fork,"3150 Hawthorne Rd, Ottawa, ON K1G 5H5",NA,45.385374,-75.6043151,NA,NA,NA,grocery,45.385374,-75.6043151,"c(374939.855492426, 5027660.62516361)"
Orleans Fresh Fruits,"3150 Hawthorne Rd, Ottawa, ON K1G 5H5",NA,45.385374,-75.6043151,NA,NA,NA,grocery,45.385374,-75.6043151,"c(374939.855492426, 5027660.62516361)"
MF Foodmart,"850 Merivale Rd, Ottawa, ON K1Z 5Z4",NA,45.3852417,-75.732678,NA,NA,NA,grocery,45.3852417,-75.732678,"c(364888.080831296, 5027542.07266328)"
One Stop Convenience,"850 Merivale Rd, Ottawa, ON K1Z 5Z4",NA,45.3852417,-75.732678,Convenience Stores,NA,NA,convenience,45.3852417,-75.732678,"c(364888.080831296, 5027542.07266328)"
FOOD BASICS,667 Kirkwood Avenue Ottawa K1Z 8N7,613-722-7412,45.3863658,-75.7388344,NA,NA,2021-05-01,grocery,45.3852151,-75.7406076,"c(364267.151531844, 5027533.22715957)"
Premi̬re Moisson,"120 University Drive, Ottawa, ON K1N 6N5",NA,NA,NA,Bakeries,NA,NA,bakery,45.3851669,-75.694789599999993,"c(367855.157648436, 5027562.74550037)"
Pipeline Truck Stop,"Glenfield Road, Ottawa, ON K1G 5N3",NA,45.3838331,-75.600742,"Gas Stations, Convenience Stores",NA,NA,convenience,45.3848372,-75.6003191,"c(375253.443305338, 5027604.46189433)"
Fresh Start Foods Inc,"2072 Walkley Rd, Ottawa, ON K1G 3V3",NA,45.3847588,-75.6258196,NA,NA,NA,grocery,45.3847588,-75.6258196,"c(373256.611745669, 5027573.74318735)"
Al Najah Meats,"2335 St. Laurent Blvd #106, Ottawa, ON K1G 5G6",NA,45.3834488,-75.6205782,NA,NA,NA,grocery,45.3834488,-75.6205782,"c(373668.653340531, 5027432.63701282)"
MacEwen Dunrobin,"1794 Dunrobin Rd, Dunrobin, ON",613-839-1804,45.3831274,-75.9694675,NA,NA,NA,convenience,45.3831274,-75.9694675,"c(346346.930748219, 5027157.61106615)"
Best Beef Butchery,"2335 St. Laurent Blvd, Ottawa, ON K1G 5G6",NA,45.383079,-75.6206065,NA,NA,NA,grocery,45.383079,-75.6206065,"c(373666.886143179, 5027391.51766376)"
Mr. beef halal meat,"2335 St. Laurent Blvd, Ottawa, ON K1G 5G6",NA,45.383079,-75.6206065,NA,NA,NA,grocery,45.383079,-75.6206065,"c(373666.886143179, 5027391.51766376)"
Ultramar,"3199 Hawthorne Road, Ottawa, ON, K1G3V8",(613) 248-9319,45.3829528,-75.6015275,NA,NA,NA,convenience,45.3829528,-75.6015275,"c(375161.152062956, 5027393.99518208)"
Circle K,"1970 Walkley RD, OTTAWA, Canada",NA,45.3829499,-75.6307122,"EU_ROUTEX_ATLAS, EU_TRUCKDIESEL_NETWORK, car_wash, gas, diesel, atm, redbull_shop",NA,NA,convenience,45.3829499,-75.6307122,"c(372875.646277425, 5027368.57388967)"
A&M Confectionery,"1499 Clementine Blvd, Ottawa, ON K1H 8E8",NA,45.3828744,-75.6739243,NA,NA,NA,grocery,45.3828744,-75.6739243,"c(369491.710242529, 5027324.54323539)"
Richmond Mart,"747 Richmond Rd, Ottawa, ON K2A 0G6",NA,45.382657,-75.7701135,Convenience Stores,NA,NA,convenience,45.382657,-75.7701135,"c(361959.157657104, 5027227.57317124)"
Eden 2,"1869 walkley Road, Ottawa, ON K1H 6X9",NA,NA,NA,Nutritionists,NA,NA,health store,45.3821101,-75.6353459,"c(372513.774971467, 5027271.33984054)"
Kowloon Foods,"4095 Belgreen Dr, Ottawa, ON",(613) 738-5125,45.38199845,-75.59524181,Grocery,NA,2021-07-06,grocery,45.3819994,-75.5952501,"c(375653.938130089, 5027293.55268915)"
Econo-Medical,"3234 Hawthorne Road, Ottawa, ON K1G 3W9",NA,NA,NA,Medical Supplies,NA,NA,health store,45.3817889,-75.6017695,"c(375143.64404207, 5027264.4418021)"
Wheat Sales,"2211 Thurston Dr, Ottawa, ON K1G 6C9",NA,45.3816766,-75.6193048,NA,NA,NA,grocery,45.3816766,-75.6193048,"c(373770.529800354, 5027236.78639318)"
Shell,"962 MERIVALE RD, OTTAWA, Ontario, K1Z 6A2",+1 613 729 3234,45.3812484,-75.7334967,NA,NA,NA,convenience,45.3812484,-75.7334967,"c(364828.195582702, 5027097.6941774)"
Black Forest Deli & Cheese,"1500 Bank St, Ottawa, ON K1H 7Z2",NA,NA,NA,"Delis, Specialty Food",NA,NA,deli meat cheese,45.3809813,-75.6701018,"c(369793.227094822, 5027117.24629965)"
Farm Boy,"1500 Bank St., Ottawa, ON, K1H 7Z1",613-739-7199,45.38094587,-75.67010168,NA,"Ottawa, ON
K1H 7Z1",2021-05-14,grocery,45.3809813,-75.6701018,"c(369793.227094822, 5027117.24629965)"
Ichiban Bakery,"1500 Bank Street, Ottawa, ON K1H 7Z2",NA,NA,NA,Bakeries,NA,NA,bakery,45.3809813,-75.6701018,"c(369793.227094822, 5027117.24629965)"
Maverick's Donut,"1500 Bank Street, Ottawa, ON K1H 7Z2",NA,NA,NA,Doughnuts,NA,NA,bakery,45.3809813,-75.6701018,"c(369793.227094822, 5027117.24629965)"
Nature's Care Health Products,"1500 Bank St, Ottawa, ON K1H 7Z2",NA,NA,NA,Health Food Store,NA,NA,health store,45.3809813,-75.6701018,"c(369793.227094822, 5027117.24629965)"
Pelican Seafood Market & Grill,"1500 Bank Street, Ottawa, ON",(613) 526-5229,45.38094587,-75.67010168,"Seafood, Seafood Markets",NA,2021-07-06,grocery,45.3809813,-75.6701018,"c(369793.227094822, 5027117.24629965)"
Shell,"1607 CARLING AVE, OTTAWA, Ontario, K2A 1C4",+1 613 729 5877,45.3806173,-75.7474147,NA,NA,NA,convenience,45.3806173,-75.7474147,"c(363738.873163444, 5027017.27570206)"
Riverside Service Centre,"1540 Bank St, Ottawa, ON K1H",NA,45.3805255,-75.6685385,Gas Stations,NA,NA,convenience,45.3805255,-75.6685385,"c(369916.179600559, 5027067.85768748)"
Spice Divine Indian Grocery Store,"1619 Carling Ave, Ottawa, ON K2A 1C4",NA,45.3804225,-75.7477074,NA,NA,NA,grocery,45.3804225,-75.7477074,"c(363716.152643998, 5026995.4136843)"
Quickie,"1780 HERON ROAD, Ottawa, Ontario, K1V 6A1",613-737-9008,45.3802885,-75.6396287,NA,NA,NA,convenience,45.3802885,-75.6396287,"c(372180.539618909, 5027065.31495587)"
Dollarama,"1670 Heron Rd, Ottawa, ON, K1V0C2",16135217369,45.379825,-75.644557,NA,NA,NA,convenience,45.379825,-75.644557,"c(371795.124346031, 5027009.69334414)"
FOOD BASICS,1670 Heron Road Ottawa K1V 0C2,613-731-0066,45.3792083,-75.644858,NA,NA,2021-05-01,grocery,45.379825,-75.644557,"c(371795.124346031, 5027009.69334414)"
Quickie the Convenience Stores,"1670 Heron Rd, Ottawa, ON",(613) 731-7849,45.37935532,-75.64322292,Convenience Stores,NA,2021-07-06,grocery,45.379825,-75.644557,"c(371795.124346031, 5027009.69334414)"
Markie's Montreal Smoked Meat,"E-1679 Carling Ave, Ottawa, ON K2A 1C4",NA,NA,NA,"Delis, Meat Shops, Sandwiches",NA,NA,deli meat cheese,45.3797627,-75.7502537,"c(363517.42104861, 5026920.23081324)"
Summersweet Foods Ottawa,"2309 Stevenage Dr, Ottawa, ON K1G 3W1",NA,45.379711,-75.611289,NA,NA,NA,grocery,45.379711,-75.611289,"c(374400.688250624, 5027025.25336119)"
The Grocer's shop,"2190 B Thurston Dr, Ottawa, ON K1G 6E1",NA,45.3794672,-75.6201996,NA,NA,NA,grocery,45.3794672,-75.6201996,"c(373703.13849827, 5026990.49393488)"
Asian Grocer,"1581 Bank Street, Ottawa, ON",(613) 321-0773,45.37936972,-75.66742268,Grocery,NA,2021-07-06,grocery,45.3794058,-75.6674463,"c(370003.002568835, 5026944.31188632)"
Shoppers,"1582 Bank Street , Ottawa",(613) 523-9016,45.3791212,-75.6684444,NA,NA,NA,grocery,45.3791212,-75.6684444,"c(369925.161298727, 5026911.87683867)"
Mac's,"1025 Merivale Rd., OTTAWA, Canada",NA,45.3789466,-75.7328982,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,NA,convenience,45.3789466,-75.7328982,"c(364877.504458822, 5026842.34633073)"
Purbany Enterprise,"1036 Merivale Road, Ottawa, ON K1Z 6A7",NA,45.3789353,-75.7334834,Convenience Stores,NA,NA,convenience,45.3789353,-75.7334834,"c(364831.685040801, 5026840.65397646)"
Solfarmers,"2413 Holly Ln, Ottawa, ON K1V 7P2",NA,45.3784615,-75.6392095,NA,NA,NA,grocery,45.3784615,-75.6392095,"c(372215.540767843, 5026862.63523569)"
Divisoria Market,"1743 Carling Avenue, Ottawa, ON",(613) 722-8461,45.37824479,-75.75284945,International Grocery,NA,2021-07-06,grocery,45.3782045,-75.752689,"c(363328.304918684, 5026745.29760843)"
Circle K,"1600 Bank ST, OTTAWA, Canada",NA,45.3781328,-75.6677458,"car_wash, gas, diesel, atm, redbull_shop",NA,NA,convenience,45.3781328,-75.6677458,"c(369981.009376308, 5026802.60346301)"
Rexall,"1725 Walkley Road Unit C, Ottawa, ON K1V 2P6",NA,45.3778586,-75.6459656,NA,NA,NA,grocery,45.3778586,-75.6459656,"c(371687.126668802, 5026789.9999353)"
Canadian Tire Gas Bar,"1176 Heron Road, Ottawa, ON, K1V 6B2",6137312679,45.3777065,-75.6685725,NA,NA,NA,convenience,45.3777065,-75.6685725,"c(369916.752746904, 5026754.56053006)"
Canadian Tire Gas Bar,"1170 Heron Road, Ottawa, ON, K1V 6B2",6137336776,45.3776183,-75.66841,NA,NA,NA,convenience,45.3776183,-75.66841,"c(369929.580869658, 5026744.89051815)"
Maple Tuck Shop,"1150 Fisher Ave, Ottawa, ON K1Z 8M6",NA,45.3775357,-75.7215341,Convenience Stores,NA,NA,convenience,45.3775357,-75.7215341,"c(365769.028204065, 5026694.10056891)"
Aladdin Convenience & Bakery,"1801 Carling Ave, Ottawa, ON K2A 1E4",NA,NA,NA,Bakeries,NA,NA,bakery,45.3774493,-75.7549106,"c(363155.08939826, 5026659.76084104)"
Geeland International Grocery,"1620 Walkley Road, Ottawa, ON",(613) 680-4282,45.37732428,-75.64515966,International Grocery,NA,2021-07-06,grocery,45.3773624,-75.6450154,"c(371762.131027256, 5026735.64829278)"
Ch̢teau Pastry,"1600 Walkley Road, Ottawa, ON K1V 6P5",NA,NA,NA,Bakeries,NA,NA,bakery,45.3768759,-75.645979,"c(371687.23583609, 5026680.78341783)"
Prince Ali Bakery,"1600 Walkey Road, Ottawa, ON K1V 6P5",NA,NA,NA,Bakeries,NA,NA,bakery,45.3768759,-75.645979,"c(371687.23583609, 5026680.78341783)"
Olympic Tuck Shop,"1170 Fisher Ave, Ottawa, ON K1Z 5R7",NA,45.3768531,-75.7208795,Convenience Stores,NA,NA,convenience,45.3768531,-75.7208795,"c(365821.030301119, 5026618.740674)"
Produce Depot,"1855 Av Carling, Ottawa, ON",(613) 722-6106,45.37693302,-75.75660853,"Grocery, Fruits & Veggies",NA,2021-07-06,grocery,45.376824,-75.7569034,"c(362999.655720152, 5026588.82980218)"
Thyme & Again,"1845 Carling Avenue, Ottawa, ON",(613) 702-4424,45.37693302,-75.75660853,"Caterers, Specialty Food, Desserts",NA,2021-07-06,grocery,45.3768169,-75.7559995,"c(363070.456816134, 5026588.69472057)"
Polka Delicatessen,"1576 Walkley Road, Ottawa, ON K1V 6P5",NA,NA,NA,Specialty Food,NA,NA,deli meat cheese,45.3767035,-75.6468216,"c(371621.446217267, 5026660.9251565)"
Ottawa Organics and Natural Foods,"858 Campbell Avenue, Ottawa, ON",(613) 234-1515,45.37640849,-75.75005171,"Organic Stores, Food Delivery Services",NA,2021-07-06,grocery,45.3764869,-75.7499893,"c(363541.519784878, 5026556.39080738)"
Nat's Bread Company,"857 Boyd Ave, Ottawa, ON K2A 2C9",NA,NA,NA,Bakeries,NA,NA,bakery,45.3764591,-75.7506528,"c(363489.582654965, 5026552.81748417)"
Barakat Market,"1656 Bank Street, Ottawa, ON",(613) 737-7722,45.37646698,-75.66688833,"Meat Shops, International Grocery",NA,2021-07-06,grocery,45.3764222,-75.6669651,"c(370044.119973449, 5026613.14055967)"
Circle K,"1859 Carling Ave., OTTAWA, Canada",NA,45.3762849,-75.7573774,"car_wash, gas, atm, coffee",NA,NA,convenience,45.3762849,-75.7573774,"c(362963.084545502, 5026528.57814578)"
Aenos Food Services Inc,"2455 Kaladar Av, Ottawa, ON K1V 8B9",NA,45.3762222,-75.6706779,NA,NA,NA,grocery,45.3762222,-75.6706779,"c(369753.559011488, 5026587.91235699)"
Kaladar Produce Market,"2455 Kaladar Ave, Ottawa, ON K1V",NA,NA,NA,Farmers' Market,NA,NA,farmer's market,45.3762222,-75.6706779,"c(369753.559011488, 5026587.91235699)"
Babi's Restaurant,"21 Nadolny Sachs Private, Ottawa, ON K2A 1R9",NA,NA,NA,"Kosher, Bakeries",NA,NA,bakery,45.3759104,-75.7517995,"c(363400.338839474, 5026491.00619121)"
United Kosher Deli & Catering,"21 Nadolny Sachs Private, Ottawa, ON K2A 2E1",NA,NA,NA,"Specialty Food, Caterers",NA,NA,deli meat cheese,45.3759104,-75.7517995,"c(363400.338839474, 5026491.00619121)"
Food Africana Shop,"1848 Carling Ave, Ottawa, ON K2A 2P5",NA,45.3758925,-75.7565765,NA,NA,NA,grocery,45.3758925,-75.7565765,"c(363026.2146685, 5026485.55055753)"
Petro-Canada,"1856 Carling Avenue, Ottawa, Ontario, K2A1E3",6137296464,45.3757622,-75.7571659,NA,NA,NA,convenience,45.3757622,-75.7571659,"c(362980.185492141, 5026470.64443112)"
Slipacoff's Premium Meats,"1620 Laperriere Ave, Ottawa, ON K1Z 7T2",(613) 260-7444,NA,NA,NA,NA,NA,deli meat cheese,45.375673,-75.7468163,"c(363790.878145114, 5026468.26416623)"
Ultramar,"3467 Hawthorne Road, Ottawa, ON, K1G4G2",(613) 730-8080,45.3747828,-75.5969736,NA,NA,NA,convenience,45.3747828,-75.5969736,"c(375527.962442241, 5026490.07132327)"
Le Roi Pasteries & Bakery,"1729 Bank Street, Ottawa, ON K1V 7Z5",NA,NA,NA,Bakeries,NA,NA,bakery,45.3742139,-75.6646335,"c(370229.279749067, 5026369.6293767)"
Parkway Tuck Shop,"1071 Ambleside Dr, Ottawa, ON K2B 6V4",NA,45.374187,-75.7801139,Convenience Stores,NA,NA,convenience,45.374187,-75.7801139,"c(361184.420832611, 5026279.26620505)"
HAWTHORNE ESSO,"3500 HAWTHORNE RD, OTTAWA, ON",NA,45.3741719,-75.597868,NA,NA,NA,convenience,45.3741719,-75.597868,"c(375458.671013407, 5026421.39786849)"
Petro-Canada,"3201 Conroy Road, Ottawa, Ontario, K1G3N4",6132480152,45.3738248,-75.623971,NA,NA,NA,convenience,45.3738248,-75.623971,"c(373414.59882953, 5026360.24448101)"
New Middleast Supermarket,"1755 Bank St, Ottawa, ON K1V 7Z4",(613) 526-3423,NA,NA,NA,NA,NA,grocery,45.3737361,-75.6644327,"c(370245.558341195, 5026316.69572608)"
Circle K,"1420 Walkley Road, OTTAWA, Canada",NA,45.3734543,-75.6535618,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,NA,convenience,45.3734543,-75.6535618,"c(371097.346900545, 5026294.27538683)"
Mediterranean Bakery - Pastry & Pizza,"2698 Alta Vista Drive, Ottawa, ON K1P 5K9",NA,NA,NA,"Pizza, Bakeries, Patisserie/Cake Shop",NA,NA,bakery,45.3734448,-75.6641114,"c(370271.06018556, 5026284.58545484)"
Kiwan Farms,"3485 Hawthorne Rd, Ottawa, ON K1G 3N4",NA,45.3733273,-75.5967455,NA,NA,NA,grocery,45.3733273,-75.5967455,"c(375547.642891124, 5026328.52523184)"
Alta Juba Supermarket,"2925 Albion Road N, Ottawa, ON K1V 8Z3",NA,45.3732236,-75.6537531,Convenience Stores,NA,NA,convenience,45.3732236,-75.6537531,"c(371082.632832497, 5026268.48066679)"
Dollarama,"2121 Carling Ave., Ottawa, ON, K2A 1H2",16137616790,45.3731497,-75.7686794,NA,NA,NA,convenience,45.3731497,-75.7686794,"c(362081.06425431, 5026172.06590389)"
International News,"2121 Avenue Carling, Ottawa, ON K2A 1H2",NA,45.3731497,-75.7686794,Newspapers &amp; Magazines,NA,NA,convenience,45.3731497,-75.7686794,"c(362081.06425431, 5026172.06590389)"
Nutrition House,"2121 Carling Ave, Ottawa, ON K2A 1H2",(613) 792-1558,NA,NA,Health Food Store,NA,NA,health store,45.3731497,-75.7686794,"c(362081.06425431, 5026172.06590389)"
Rexall,"2121 Carling Ave, Ottawa, ON K2A 1H2",NA,45.3731497,-75.7686794,NA,NA,NA,grocery,45.3731497,-75.7686794,"c(362081.06425431, 5026172.06590389)"
BEARBROOK GAME MEATS INC,"5396 Dunning Rd, Navan, ON K4B 1J1",NA,NA,NA,NA,NA,NA,deli meat cheese,45.3731249,-75.3288301,"c(396532.483566142, 5026576.42183055)"
Brookfield Restaurant & Catering,"704 Brookfield Road, Ottawa, ON K1V 6J4",NA,45.372897,-75.6894821,"Breakfast &amp; Brunch, Delis, Lebanese",NA,NA,convenience,45.372897,-75.6894821,"c(368284.511980339, 5026203.38864005)"
Quickie,"1435 CALDWELL AVE., Ottawa, Ontario, K1Z 8L3",613-729-8912,45.372816,-75.7349302,NA,NA,NA,convenience,45.372816,-75.7349302,"c(364724.838476841, 5026159.5510448)"
Dollarama,"2679 Alta Vista Dr, Ottawa, ON, K1V7T5",16137397874,45.372543,-75.6631,NA,NA,NA,convenience,45.372543,-75.6631,"c(370351.319988515, 5026185.19346589)"
Tuck Shop,"1171 Ambleside Dr, Ottawa, ON K2B 8E1",NA,45.3725335,-75.7820876,Convenience Stores,NA,NA,convenience,45.3725335,-75.7820876,"c(361031.471361901, 5026094.1357533)"
Lebanese Village Bakery,"2653 Alta Vista Drive, Ottawa, ON K1V 1A3",NA,NA,NA,"Bakeries, Lebanese",NA,NA,bakery,45.3723117,-75.6621991,"c(370422.15164564, 5026160.22359468)"
LOBLAWS,"2085 Carling Ave, Ottawa, Ontario, K2A 1H2",6137223227,45.372308,-75.767572,Carling Avenue,"Ottawa, Ontario, K2A 1H2",2021-05-01,grocery,45.3723082,-75.7675725,"c(362168.613529578, 5026079.34003674)"
YIG,"2681 Alta Vista Dr, Ottawa, Ontario, K1V 7T5",6137333311,45.372392,-75.664113,Wilson's Your Independent Grocer Ottawa (Colleague Testing),"Ottawa, Ontario, K1V 7T5",2021-05-01,grocery,45.3722133,-75.6630484,"c(370355.742549991, 5026148.59664717)"
Daily Convenience,"1220 Merivale Rd, Ottawa, ON K1Z 8P2",NA,45.3717162,-75.7335133,Convenience Stores,NA,NA,convenience,45.3717162,-75.7335133,"c(364836.982154632, 5026038.38837029)"
Fiesta Manila bakery and Filipino Store,"1800 Bank St, Ottawa, ON K1V 0W3",NA,45.3715892,-75.6643203,NA,NA,NA,grocery,45.3715892,-75.6643203,"c(370256.838734827, 5026078.20681462)"
