rowid,name,address,category2,category3,Nbhd,lat,lng,dataset,update_date,phone,chain,nems_code
2435,Peter Loan Dining,"The Royal Canadian Legion, 800 Taylor Creek Boulevard, Ottawa K1C 1T1",restaurant,regular,Fallingbrook,45.491374,-75.4863948,new,2021-11-11,+1 (613) 590-7227,0,0
2436,Pham Le Kitchen,1261 Stittsville Main Street K2S 2E4,restaurant,regular,Stittsville,45.26737,-75.928667,new,2021-11-11,+1 (613) 435-1018,0,0
2437,Phat's,"Location Varies, Ottawa",restaurant,regular,Carlington,45.3773583333,-75.7434527778,new,2021-11-11,+1 (613) 218-9389,0,0
2438,PHO 2015,10-4025 Innes Road K1C 1T1,restaurant,regular,Orléans Village - Chateauneuf,45.455709,-75.506486,new,2021-11-11,+1 (613) 841-6688,0,0
2439,PHO 36,1600-5 MERIVALE ROAD,restaurant,regular,Cityview - Crestview - Meadowlands,45.34944534,-75.73339844,old,2018-07-06,NA,0,0
2440,PHO BO GA,12A LEBRETON STREET NORTH,restaurant,regular,West Centretown,45.40971756,-75.70939636,old,2018-07-06,NA,0,0
2441,Pho Bo Ga 1,"12 Lebreton Street North, Ottawa K1R 6R1",restaurant,regular,West Centretown,45.4097833333,-75.7092972222,new,2021-11-11,+1 (613) 695-6800,0,0
2442,Pho Bo Ga King,"1234 Merivale Road, Ottawa K2C 4A1",restaurant,regular,Civic Hospital-Central Park,45.3703472222,-75.7332083333,new,2021-11-11,+1 (613) 288-0173,1,0
2443,Pho Bo Ga La,"784 Somerset Street West, Ottawa K1R 6R1",restaurant,regular,West Centretown,45.4098277778,-75.7098472222,new,2021-11-11,+1 (613) 230-2931,0,0
2444,Pho Com Vietnam,"785 Somerset Street W, Ottawa K1R 6R3",restaurant,regular,West Centretown,45.409854,-75.710495,new,2021-11-11,+1 (613) 237-0808,0,0
2445,Pho Hoa Nam,"3500 Fallowfield Road, Ottawa K2J 4A7",restaurant,regular,Old Barrhaven West,45.293399,-75.741901,new,2021-11-11,+1 (613) 823-8121,0,0
2446,Pho Hoan,"574 Montreal Road, Ottawa K1K 0T9",restaurant,regular,Overbrook - McArthur,45.4410861111,-75.6442333333,new,2021-11-11,+1 (613) 748-1217,0,0
2447,PHO HOAN,6-574 MONTREAL ROAD,fast food,regular,Overbrook - McArthur,45.44097519,-75.64427948,old,2018-07-06,NA,0,386
2448,Pho Mi Bo Ga,"2430 Bank Street, Unit 8, Ottawa K1V 0T7",restaurant,regular,South Keys - Greenboro West,45.3533527778,-75.6489111111,new,2021-11-11,+1 (613) 249-9963,0,0
2449,PHO MI BO GA,2430-8 BANK STREET,restaurant,regular,South Keys - Greenboro West,45.35334015,-75.64910126,old,2018-07-06,NA,0,0
2450,Pho Thi Fusion,"Barrhaven Town Centre, 129 Riocan Avenue, Ottawa K2J 5G3",restaurant,regular,Chapman Mills,45.2692416667,-75.7394555556,new,2021-11-11,+1 (613) 825-3325,0,0
2451,PHO THI FUSION RESTAURANT,129-4 RIOCAN AVENUE,restaurant,regular,Chapman Mills,45.2690239,-75.73956299,old,2018-07-06,NA,0,0
2452,Pho Thu Do,"3987 Riverside Drive, Ottawa K1V 1H7",restaurant,regular,Hunt Club - Ottawa Airport,45.333775,-75.6923527778,new,2021-11-11,+1 (613) 736-5678,1,0
2453,Pho Truc Lien,"3010 St. Joseph Boulevard, Ottawa K1C 7C2",restaurant,regular,Queenswood Heights,45.4763861111,-75.5146638889,new,2021-11-11,+1 (613) 834-8088,0,0
2454,Pho Vietnam,"1187 Saint Laurent Boulevard, Ottawa, ON K1K 3B7",restaurant,regular,Overbrook - McArthur,45.4228957,-75.6358246,old,2018-07-10,NA,1,0
2455,Pho Vietnam,"1187 St. Laurent Boulevard, Ottawa K1K 3B7",restaurant,regular,Overbrook - McArthur,45.4229694444,-75.6360694444,new,2021-11-11,+1 (613) 744-5618,1,0
2456,Pi-Rho Grill,"346 Elgin Street, Ottawa, ON K2P 1M5",fast food,regular,Centretown,45.4157843,-75.6888317,old,2018-07-25,NA,0,0
2457,Piccolo Grande,"55 Murray Street, Ottawa K1N 9M5",restaurant,regular,Byward Market,45.4294472222,-75.6944666667,new,2021-11-11,+1 (613) 241-2909,0,0
2458,Pili Pili,"MOVING TO 2136 ST. JOSEPH BLVD., ORLEANS SEE YOU THERE THIS SPRING K1L 6B1",restaurant,regular,Vanier North,45.4386361111,-75.655,new,2021-11-11,+1 (613) 695-7454,0,0
2459,PILI PILI GRILLED CHICKEN,205 DALHOUSIE STREET,fast food,regular,Byward Market,45.43200302,-75.69360352,old,2018-07-06,NA,0,81
2460,PILO'S RESTAURANT,876 MONTREAL ROAD,restaurant,regular,Carson Grove - Carson Meadows,45.44615173,-75.63036346,old,2018-07-06,NA,0,0
2461,Pilos Restaurant,"876 Montreal Road, Ottawa K1K 4L3",restaurant,regular,Carson Grove - Carson Meadows,45.446125,-75.6304166667,new,2021-11-11,+1 (613) 741-4657,0,0
2462,Pinelopi's Greek Kitchen,"4100 Strandherd Drive, Unit 109, Ottawa K2J 0V2",restaurant,regular,Old Barrhaven East,45.2602666667,-75.7683027778,new,2021-11-11,+1 (613) 843-1111,0,0
2463,PINELOPI'S GREEK KITCHEN INC,4100-109 STRANDHERD DRIVE,restaurant,regular,Old Barrhaven East,45.26034927,-75.76838684,old,2018-07-06,NA,0,0
2464,Pink Night Club,"172 Rideau St, Ottawa, ON K1N 5X6",nightlife,nightlife,Sandy Hill,45.427073300000004,-75.6893461,old,2018-07-06,NA,0,0
2465,Pinn-To Thai,"4100 Albion Road, Ottawa K1T 3T8",restaurant,regular,Findlay Creek,45.3172527778,-75.6222611111,new,2021-11-11,+1 (613) 617-1881,0,0
2466,Pirho Grill,"81 Riocan Avenue, Ottawa K2J 5G5",restaurant,regular,Chapman Mills,45.269814,-75.741221,new,2021-11-11,+1 (613) 823-7171,0,0
2467,Pita Bell,"1846 Carling Avenue, Ottawa, ON K2A 1E3",restaurant,regular,Carlingwood West - Glabar Park - McKellar Heights,45.3757929,-75.756809,old,2018-07-10,NA,1,0
2468,Pita Bell,"1864 Carling Avenue, Ottawa K2A 1E3",restaurant,regular,Civic Hospital-Central Park,45.391764,-75.721591,new,2021-11-11,+1 (613) 686-1740,1,0
2469,PITA PIT,"2016 Ogilvie Rd, Gloucester, ON K1J 7N9",fast food,regular,Beacon Hill South - Cardinal Heights,45.4369769,-75.6035083,old,2018-06-28,NA,1,414
2470,Pita Pit,"373 Dalhousie Street, Ottawa K1N 9L3",restaurant,regular,Byward Market,45.427614,-75.689932,new,2021-11-11,+1 (613) 789-2239,0,0
2471,PITA PIT,6-3722 INNES ROAD,fast food,regular,Chapel Hill South,45.45009613,-75.51732635,old,2018-06-28,NA,1,414
2472,PITA PIT,"700 Eagleson Rd, Kanata, ON K2M 2G9",fast food,regular,Glen Cairn - Kanata South Business Park,45.2859368,-75.8680446,old,2018-06-28,NA,1,414
2473,Pizza A la Casa and Greek,"500 Gladstone Avenue, Ottawa K1R 5P1",restaurant,regular,Centretown,45.4102012,-75.6979028,new,2021-11-11,+1 (613) 231-3636,0,0
2474,Pizza All' Antica,"Location Varies, Ottawa",restaurant,regular,Manotick,45.2259027778,-75.68505,new,2021-11-11,+1 (613) 843-1130,0,0
2475,PIZZA HUT,1581 GREENBANK ROAD,restaurant,regular,Old Barrhaven East,45.27355957,-75.7463913,old,2018-06-29,NA,1,0
2476,PIZZA HUT,1920 BANK STREET,restaurant,regular,Hunt Club Woods - Quintarra - Revelstoke,45.36782074,-75.66235352,old,2018-06-29,NA,1,0
2477,PIZZA HUT,"2311 St Joseph Blvd, Orléans, ON K1C 1E7",restaurant,regular,Convent Glen - Orléans Woods,45.4683333,-75.5315737,old,2018-06-29,NA,1,0
2478,PIZZA HUT,474 HAZELDEAN ROAD,restaurant,regular,Glen Cairn - Kanata South Business Park,45.29763031,-75.88817596,old,2018-06-29,NA,1,0
2479,PIZZA HUT,"526 Montreal Rd, Vanier, ON K1K 0T9",restaurant,regular,Overbrook - McArthur,45.4406554,-75.6460482,old,2018-06-29,NA,1,0
2480,PIZZA HUT,681 MONTREAL ROAD,restaurant,regular,Manor Park,45.44379044,-75.63983917,old,2018-06-29,NA,1,0
2481,PIZZA HUT,"855 Bank St, Ottawa, ON K1S 3W2",restaurant,regular,Glebe - Dows Lake,45.4014765,-75.6873487,old,2018-06-29,NA,1,0
2482,PIZZA LOVERS,223 LAURIER AVENUE EAST,fast food,regular,Sandy Hill,45.42591476,-75.68169403,old,2018-07-06,NA,0,380
2483,Pizza Lovers,"800 Hunt Club Road, Ottawa K1C 1C3",restaurant,regular,Hunt Club - Ottawa Airport,45.344431,-75.66634,new,2021-11-11,+1 (613) 680-8959,0,0
2484,PIZZA MIA,8154 JEANNE D'ARC BOULEVARD,fast food,regular,Chatelaine Village,45.48762131,-75.51164246,old,2018-07-06,NA,0,72
2485,Pizza Pizza,"123 Greber Blvd, Gatineau, QC, J8T3R1",fast food,regular,(None),45.467347,-75.700365,new,2021-11-11,NA,1,0
2486,PIZZA PIZZA,1250 STITTSVILLE MAIN STREET,fast food,regular,Stittsville,45.26856613,-75.93170166,old,2018-06-28,NA,1,369
2487,PIZZA PIZZA,1642 MERIVALE ROAD,fast food,regular,Cityview - Crestview - Meadowlands,45.34527969,-75.73122406,old,2018-06-28,NA,1,369
2488,Pizza Pizza,"2 Rue Georges-Bilodeau, Gatineau, QC, J8Z1V2",fast food,regular,(None),45.462342,-75.748276,new,2021-11-11,NA,1,0
2489,Pizza Pizza,"210 Aylmer Road, Gatineau, QC, J9H1A2",fast food,regular,(None),45.39211,-75.849383,new,2021-11-11,NA,1,0
2490,PIZZA PIZZA,300 EARL GREY DRIVE,fast food,regular,Kanata Lakes - Arcardia,45.31118011,-75.91582489,old,2018-06-28,NA,1,369
2491,Pizza Pizza,"434 St Joseph Boulevard, Gatineau, QC, J8Y3Y7",fast food,regular,(None),45.447235,-75.7328,new,2021-11-11,NA,1,0
2492,Pizza Pizza,"50 Market Place Avenue, Barrhaven, ON, K2J5G3",fast food,regular,Chapman Mills,45.27028,-75.74192,new,2021-11-11,NA,1,0
2493,PIZZA PIZZA,50 MARKETPLACE AVENUE,fast food,regular,Chapman Mills,45.26963806,-75.74399567,old,2018-06-28,NA,1,369
2494,Pizza Pizza,"7 381 Maloney Boulevard East, Gatineau, QC, J8P3L5",fast food,regular,(None),45.484647,-75.641487,new,2021-11-11,NA,1,0
2495,Pizzaria Unlimited,"27 Bridge Street, Almonte K0A 1A0",restaurant,regular,(None),45.22568,-76.193978,new,2021-11-11,+1 (613) 461-6161,0,0
2496,PLURR,"310 Dalhousie Street, Ottawa K1N 7E7",restaurant,drinks and nightlife,Byward Market,45.429133,-75.691461,new,2021-11-11,+1 (613) 852-9570,0,0
2497,Pocketz,"1696 Carling Ave, Ottawa, ON K2A 1C6",restaurant,nightlife,Carlingwood West - Glabar Park - McKellar Heights,45.3786038,-75.7505329,old,2018-06-01,NA,0,0
2498,Poco Pazzo,"6081 Hazeldean Road, Ottawa K2S 1B9",restaurant,regular,Stittsville,45.2728111111,-75.9320055556,new,2021-11-11,+1 (613) 836-7100,0,0
2499,POCO PAZZO,854 MARCH ROAD,restaurant,regular,Brookside - Briarbrook - Morgan's Grant,45.35840225,-75.93488312,old,2018-06-29,NA,1,0
2500,POCO PAZZO,6081-10B HAZELDEAN ROAD,restaurant,regular,Stittsville,45.27242279,-75.93276215,old,2018-06-29,NA,1,0
2501,Pod,"1105 Canal Woods Terrace, Ottawa, ON K1S 4H2",restaurant,nightlife,Old Ottawa South,45.391694,-75.6940695,old,2018-06-01,NA,0,0
2502,POINT RESTAURANT,346 BAYVIEW DRIVE,restaurant,regular,Constance Bay,45.49893951,-76.07699585,old,2018-07-06,NA,0,0
2503,POLKA DELICATESSEN,1576 WALKLEY ROAD,fast food,regular,Ledbury - Heron Gate - Ridgemont,45.37668228,-75.64707947,old,2018-07-06,NA,0,295
2504,Pop Star Karaoke Private Room & Bar,"382 Rideau St, Ottawa, ON K1N 5Y8",nightlife,nightlife,Sandy Hill,45.4297893,-75.6827599,old,2018-07-06,NA,0,0
2505,Popeye’s Chicken,"1739 Walkley Road, Ottawa, ON K1V 6P4",restaurant,regular,Ledbury - Heron Gate - Ridgemont,45.3784172,-75.6444755,old,2018-07-10,NA,0,0
2506,Popeye’s Louisiana Fried Chicken,"280 W Hunt Club Road, Ottawa, ON K2E 1A5",restaurant,regular,Hunt Club South Industrial,45.3395459,-75.711934,old,2018-07-10,NA,0,0
2507,POPEYES LOUISIANA KITCHEN,"1475 Richmond Rd, Ottawa, ON K2B 6R9",fast food,regular,Britannia Village,45.3630424,-75.7910245,old,2018-06-28,NA,1,374
2508,POPEYES LOUISIANA KITCHEN,1739 WALKLEY ROAD,fast food,regular,Ledbury - Heron Gate - Ridgemont,45.37958527,-75.64336395,old,2018-06-28,NA,1,374
2509,POPEYES LOUISIANA KITCHEN,280 WEST HUNT CLUB ROAD,fast food,regular,Hunt Club South Industrial,45.33940506,-75.71198273,old,2018-06-28,NA,1,374
2510,POPEYES LOUISIANA KITCHEN,"4471 Innes Rd, Orléans, ON K4A 4C5",fast food,regular,Fallingbrook,45.4616503,-75.4868252,old,2018-06-28,NA,1,374
2511,Poptopia,"Cineplex Cinemas Lansdowne, 325 Marché Way, Unit 107, Ottawa K1S 3W7",restaurant,regular,Glebe - Dows Lake,45.400521,-75.683633,new,2021-11-11,+1 (613) 232-2770,0,0
2512,Porter Airport Lounge,"1000 Airport Parkway, Ottawa, ON K1V 0B5",restaurant,regular,Hunt Club - Ottawa Airport,45.3240984,-75.6632158,old,2018-07-26,NA,0,0
2513,Posto Locale,"338 Preston Street, Ottawa, ON K1S 4M6",restaurant,regular,West Centretown,45.4022821,-75.710759,old,2018-07-10,NA,0,0
2514,Potato King,"163 Townline West, Carleton Place K7C 2G1",restaurant,regular,(None),45.140444,-76.155246,new,2021-11-11,NA,0,0
2515,Première Moisson,"120 University Drive, Ottawa, ON K1N 6N5",fast food,coffee shop,Sandy Hill,45.4216965,-75.6838623,old,2018-07-26,NA,0,0
2516,PRESCOTT,379-1 PRESTON STREET,restaurant,regular,West Centretown,45.40048981,-75.70921326,old,2018-07-06,NA,0,0
2517,Presotea,"174A Rideau Street, Ottawa K1N 9P1",restaurant,regular,Sandy Hill,45.4268937,-75.6892232,new,2021-11-11,+1 (613) 422-5696,0,0
2518,PRESSE CAFE,130 BESSERER STREET,fast food,regular,Sandy Hill,45.42625809,-75.68900299,old,2018-06-28,NA,1,88
2519,PRESSE CAFE,1545 CARLING AVENUE,fast food,regular,Westboro,45.38221359,-75.74501038,old,2018-06-28,NA,1,88
2520,PRESSE CAFE,181 QUEEN STREET,fast food,regular,Centretown,45.42160797,-75.69984436,old,2018-06-28,NA,1,88
2521,Presse Café,"140 O'Connor Street, Ottawa K1P 5J6",restaurant,regular,Centretown,45.4194222222,-75.6969138889,new,2021-11-11,+1 (613) 680-7757,1,0
2522,PRETORIA PLACE RESTAURANT,460 O'CONNOR STREET,restaurant,regular,Glebe - Dows Lake,45.40914536,-75.6887207,old,2018-07-06,NA,0,0
2523,PRINCE GOURMET,"1383 Clyde Ave, Nepean, ON K2G 3H7",fast food,regular,Skyline - Fisher Heights,45.3597207,-75.738109,old,2018-06-28,NA,1,107
2524,PRINCE GOURMET,1980 OGILVIE ROAD,fast food,regular,Carson Grove - Carson Meadows,45.43178177,-75.61018372,old,2018-06-28,NA,1,107
2525,PRINCE GOURMET,2177 OGILVIE ROAD,fast food,regular,Beacon Hill South - Cardinal Heights,45.44568634,-75.59429932,old,2018-06-28,NA,1,107
2526,PRINCE GOURMET,280 WEST HUNT CLUB ROAD,fast food,regular,Hunt Club South Industrial,45.33953094,-75.71070099,old,2018-06-28,NA,1,107
2527,PRINCE GOURMET,"50 Rideau st, Ottawa, ON K1N 9J7",fast food,regular,Sandy Hill,45.4251627,-75.6912715,old,2018-06-28,NA,1,107
2528,PRINCE GOURMET,5-1750 INNES ROAD,fast food,regular,East Industrial,45.41607285,-75.60105133,old,2018-06-28,NA,1,107
2529,PRINCE GOURMET,"900 Watters Rd, Orléans, ON K4A 0B4",fast food,regular,Cardinal Creek,45.4823014,-75.4729807,old,2018-06-28,NA,1,107
2530,Prinzo Night Club,"760 St. Laurent Blvd., Ottawa, ON K1G 1A2",nightlife,nightlife,East Industrial,45.417795,-75.633664,old,2018-07-06,NA,0,0
2531,Proletariat Kitchen,"42 Holland Avenue, Ottawa K1Y 0X4",restaurant,regular,Island Park - Wellington Village,45.402526,-75.73393,new,2021-11-11,+1 (613) 366-8446,0,0
2532,Purdy's Chocolate,"Rideau Centre, 50 Rideau Street, Ottawa K1N 9J7",restaurant,regular,Sandy Hill,45.4255824,-75.692568,new,2021-11-11,+1 (613) 860-5806,0,0
2533,PURE GELATO,350 ELGIN STREET,fast food,regular,Centretown,45.41553116,-75.68845367,old,2018-07-06,NA,1,304
2534,PURE GELATO,"843 Bank St, Ottawa, ON K1S 5K4",restaurant,regular,Glebe - Dows Lake,45.4018924,-75.6875383,old,2018-07-13,NA,1,0
2535,Pure Power Juice Bar,"55 ByWard Market Square, Ottawa K1N 9C3",restaurant,regular,Byward Market,45.4270455,-75.6921516,new,2021-11-11,+1 (613) 244-7383,0,0
2536,PURE POWER JUICE BAR,9-55 BYWARD MARKET SQUARE,fast food,regular,Byward Market,45.42768478,-75.69252014,old,2018-07-06,NA,0,32
2537,Purple Cow Chocolate & Ice Cream,"111 Colonnade Road, Unit 9, Ottawa K2E 7M3",restaurant,regular,Hunt Club South Industrial,45.346733,-75.702612,new,2021-11-11,+1 (613) 226-4646,0,0
2538,PZA - YOW Airport,"Ottawa International Airport, 1000 Airport Parkway Private, Past Security, Ottawa, ON K1V 0B5",restaurant,regular,Hunt Club - Ottawa Airport,45.3221370553,-75.6673989303,new,2021-11-11,+1 (613) 248-2000,0,0
2539,Quán Việt Fusion,"424 Preston Street, Ottawa K1S 4N2",restaurant,regular,West Centretown,45.4001368,-75.7093727,new,2021-11-11,+1 (613) 680-6638,0,0
2540,Que Huong,"787 1/2 Somerset Street W, Ottawa, ON K1R 6R3",restaurant,regular,West Centretown,45.4098202,-75.7103012,old,2018-07-10,NA,0,0
2541,Quê Hùóng,"787 1/2 Somerset Street West, Ottawa K1R 6R3",restaurant,regular,West Centretown,45.4097944444,-75.7102583333,new,2021-11-11,+1 (613) 238-7888,0,0
2542,Quelque Chose Pâtisserie,"274 Montreal Road, Ottawa, ON K1L 6C3",restaurant,regular,Vanier South,45.436639,-75.6598,new,2021-11-11,+1 (613) 742-7722,0,0
2543,Quesada Burritos & Tacos,"800 King Edward Ave, Ottawa, ON K1N 6N5",restaurant,regular,Sandy Hill,45.4193637,-75.6786298,old,2018-07-13,NA,1,0
2544,QUIZNO'S,1581 GREENBANK ROAD,fast food,regular,Old Barrhaven East,45.27355576,-75.74653625,old,2018-06-28,NA,1,55
2545,QUIZNO'S,"1831 Robertson Rd, Ottawa, ON K2H 8X3",fast food,regular,Bells Corners East,45.3282713,-75.8194738,old,2018-06-28,NA,1,55
2546,Quiznos,1581 Greenbank Road K2J 4Y6,restaurant,regular,Old Barrhaven East,45.2734897,-75.7464308,new,2021-11-11,+1 (613) 825-5585: +1 (613) 825-5585,0,0
2547,R&D Fries,"2319 Community Way, Ottawa K0A 2T0",restaurant,regular,North Gower - Kars,45.129396,-75.712418,new,2021-11-11,+1 (613) 489-1340,0,0
2548,R&S Cafeteria,"1600 Carling Avenue, Ottawa K1Z 8R7",restaurant,regular,Carlingwood West - Glabar Park - McKellar Heights,45.380019,-75.745591,new,2021-11-11,+1 (613) 728-6996,0,0
2549,Rack Little Shack,"457 Russell Road, Cheney K0A 2N0",restaurant,regular,(None),45.4092501,-75.2497081,new,2021-11-11,NA,0,0
2550,Rainbow Bistro,"76 Murray Street, Ottawa, ON, Canada",nightlife,nightlife,Byward Market,45.429458,-75.693959,old,2018-07-06,NA,0,0
2551,RALPH'S / FAT ALBERTS,"1571 Bank St, Ottawa, ON K1H 7Z3",restaurant,nightlife,Billings Bridge - Alta Vista,45.379714,-75.667755,old,2018-06-01,NA,0,0
2552,Ralph's Neighbourhood Sports Bar,"1990 Russell Rd, Ottawa, ON K1G 1G6",restaurant,nightlife,Elmvale - Canterbury,45.4008417,-75.6241489,old,2018-06-01,NA,0,0
2553,Ralph's Sports Bar,"251 Laurier Ave W, Ottawa, ON K1P 5J6",restaurant,nightlife,Centretown,45.4196262,-75.6969018,old,2018-06-01,NA,0,0
2554,Rami Pizzeria,"2848 Laurier Street, Clarence-Rockland K4K 1A3",restaurant,regular,(None),45.5404472222,-75.3027111111,new,2021-11-11,+1 (613) 446-3535,0,0
2555,Ramigab Resto-Bar,"3915 Champlain Road, Bourget K0A 1E0",restaurant,regular,(None),45.4316482,-75.156175,new,2021-11-11,+1 (613) 487-9989,0,0
2556,Raon Kitchen,"65 Bentley Avenue, Ottawa, ON K2E 8B4",restaurant,regular,Hunt Club South Industrial,45.334609,-75.7172511,old,2018-07-10,NA,0,0
2557,Raw Pulp and Grind,"440 Preston Street, Ottawa, ON K1S 4N6",fast food,regular,West Centretown,45.3990969,-75.7088744,old,2018-07-26,NA,0,0
2558,Rawlicious,381 Cooper Street K2P 0G8,restaurant,regular,Centretown,45.416384,-75.696155,new,2021-11-11,+1 (613) 565-8030,0,0
2559,Rayan Poissonerie & Restaurant,"2020 Lanthier Drive, Unit 10, Ottawa K4A 3V4",restaurant,regular,Portobello South,45.45819,-75.49354,new,2021-11-11,+1 (613) 837-6363,0,0
2560,RED DOT CAFE,5673 OSGOODE MAIN STREET,restaurant,regular,Osgoode - Vernon,45.14995575,-75.60166168,old,2018-07-06,NA,0,0
2561,RED LOBSTER,1595 MERIVALE ROAD,restaurant,regular,Skyline - Fisher Heights,45.352005,-75.73279572,old,2018-06-29,NA,0,0
2562,RELLO SANDWICHES,5-81 AURIGA DRIVE,fast food,regular,Hunt Club South Industrial,45.32780457,-75.71166992,old,2018-07-06,NA,0,69
2563,Reynold's Restaurant,"874 Clyde Avenue, Ottawa K1Z 5A2",restaurant,regular,Carlingwood West - Glabar Park - McKellar Heights,45.3767305556,-75.7487944444,new,2021-11-11,+1 (613) 728-2391,0,0
2564,REYNOLDS RESTAURANT,874 CLYDE AVENUE,restaurant,regular,Carlingwood West - Glabar Park - McKellar Heights,45.37664413,-75.74880219,old,2018-07-06,NA,0,0
2565,Rice Pea,"2280 Carling Avenue, Ottawa K2B 7G1",restaurant,regular,Whitehaven - Queensway Terrace North,45.3679416667,-75.7744972222,new,2021-11-11,+1 (613) 828-8988,0,0
2566,RICE PEA CHINESE RESTAURANT,2280-6 CARLING AVENUE,restaurant,regular,Whitehaven - Queensway Terrace North,45.36803818,-75.77427673,old,2018-07-06,NA,0,0
2567,RICHMOND CAFE & RESTAURANT,6179 PERTH STREET,restaurant,regular,Richmond,45.19296646,-75.84173584,old,2018-07-06,NA,0,0
2568,Richmond Pizza,"851 Richmond Road, Ottawa K2B 8L2",restaurant,regular,Carlingwood West - Glabar Park - McKellar Heights,45.380372,-75.772971,new,2021-11-11,+1 (613) 518-7442,0,0
2569,Rico Peru Food Truck,"Olmstead St and Montreal Road, Ottawa, ON K1L",fast food,regular,Vanier South,45.435744,-75.662439,old,2018-07-10,NA,0,0
2570,Rideau Bakery,"384 Rideau Street, Ottawa K1N 5Y8",restaurant,regular,Sandy Hill,45.429785,-75.682962,new,2021-11-11,+1 (613) 789-1019,0,0
2571,Rideau Bar & Grill - YOW Airport,"Ottawa International Airport, 1000 Airport Parkway Private, Pre Security, Ottawa K1V 9B4",restaurant,regular,Hunt Club - Ottawa Airport,45.3237025,-75.6625632,new,2021-11-11,+1 (613) 248-2174,0,0
2572,Rideau Canoe Club Café,"804 Hog's Back Road, Ottawa K2C 0B1",restaurant,regular,Carleton Heights - Rideauview,45.368903,-75.699004,new,2021-11-11,+1 (613) 225-5546,0,0
2573,Rideau Carleton Raceway Dining Room,"4837 Albion Road, Ottawa K1X 1A3",restaurant,regular,Greely,45.2953916667,-75.6061333333,new,2021-11-11,+1 (613) 822-2211,0,0
2574,RIDEAU RESTAURANT,500 Eagleson Road,restaurant,regular,Glen Cairn - Kanata South Business Park,45.29089737,-75.87063599,old,2018-06-29,NA,1,0
2575,RIDEAU RESTAURANT,7780 MERLYN WILSON ROAD,restaurant,regular,Marlborough,45.05115509,-75.68359375,old,2018-06-29,NA,1,0
2576,Rinag Foods,"88 Jamie Avenue, Ottawa K2E 7Y6",restaurant,regular,Hunt Club South Industrial,45.336168,-75.716446,new,2021-11-11,+1 (613) 727-0702,0,0
2577,Ritual,"137 Besserer Street, Ottawa K1N 9M7",restaurant,drinks and nightlife,Sandy Hill,45.426594,-75.68889,new,2021-11-11,+1 (613) 680-7661,0,0
2578,RIVER BEND PUB & DINING,3256 RIVER ROAD,restaurant,nightlife,Osgoode - Vernon,45.13288879,-75.63277435,old,2018-07-06,NA,0,0
2579,RIVER PIZZA,"3679 Riverside Dr, Ottawa, ON K1V 1G8",fast food,regular,Hunt Club Woods - Quintarra - Revelstoke,45.343954,-75.6910797,old,2018-06-28,NA,1,103
2580,RIVER PIZZA,978 CAMERON STREET,fast food,regular,Cumberland,45.51780319,-75.41146088,old,2018-06-28,NA,1,103
2581,Riverbend Pub & Dining,"3256 River Road, Ottawa K4M 1B4",restaurant,regular,Osgoode - Vernon,45.132952,-75.632812,new,2021-11-11,+1 (613) 826-0029,0,0
2582,RIVERSIDE PIZZERIA,3679 RIVERSIDE DRIVE,fast food,regular,Hunt Club Woods - Quintarra - Revelstoke,45.34357452,-75.69039917,old,2018-07-06,NA,0,144
2583,Riviera,"62 Sparks Street, Ottawa K1P 5A5",restaurant,regular,Centretown,45.423361,-75.696345,new,2021-11-11,+1 (613) 233-6262,0,0
2584,ROAST N' BREW,"350 Albert, Ottawa, ON K1R 7T2",fast food,coffee shop,Centretown,45.4182526,-75.70315,old,2018-07-06,NA,1,302
2585,ROAST N' BREW,85 BANK STREET,fast food,coffee shop,Centretown,45.42067719,-75.70080566,old,2018-07-06,NA,1,302
2586,Robin's Nest Tea Room,"98 Mill Street, Mississippi Mills K0A 1A0",restaurant,regular,(None),45.225258,-76.194507,new,2021-11-11,+1 (613) 256-4830,0,0
2587,Robz,"1696 Carling Avenue, Ottawa, ON K2A 1C4",restaurant,regular,Carlingwood West - Glabar Park - McKellar Heights,45.3786038,-75.7505329,old,2018-07-10,NA,0,0
2588,Rockcliffe Boathouse,"Rockcliffe Parkway, Ottawa K1M 2H5",restaurant,regular,(None),45.4548388889,-75.6875222222,new,2021-11-11,Not Available,0,0
2589,ROCKIN JOHNNY'S DINER,1309 CARLING AVENUE,restaurant,regular,Civic Hospital-Central Park,45.38681412,-75.73505402,old,2018-06-29,NA,0,0
2590,Rockland Pizza,"2294 Laurier Street, Clarence-Rockland K4K 1L2",restaurant,regular,(None),45.5461722222,-75.2947916667,new,2021-11-11,+1 (613) 446-1056,0,0
2591,Roger's Italian Bistro,"500 Terminal Avenue, Unit 2, Ottawa K1G 0Z3",restaurant,regular,East Industrial,45.4146388889,-75.6485277778,new,2021-11-11,+1 (613) 731-2485,0,0
2592,ROGERS ITALIAN BISTRO,500 TERMINAL AVENUE,restaurant,regular,East Industrial,45.41464615,-75.64820099,old,2018-07-06,NA,0,0
2593,Roku Bar + Bites,"610 Somerset Street W, Ottawa, ON K1R 5K4",restaurant,nightlife,Centretown,45.4121026,-75.7039511,old,2018-07-26,NA,0,0
2594,ROMA PIZZA,5-1 HOBIN STREET,fast food,regular,Stittsville,45.26477051,-75.9291687,old,2018-07-06,NA,0,183
